xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.0336574,-2.06228,6.25638,0.392447,0.0769444,-0.0448762,-2.04669,6.21669
-0.0343474,-2.06185,6.25522,0.39242,0.0861875,-0.0446926,-2.0482,6.2162
-0.0350559,-2.06175,6.25407,0.392536,0.0784996,-0.0443987,-2.04895,6.21597
-0.0357581,-2.06192,6.25292,0.393726,0.0790898,-0.0450086,-2.05043,6.21534
-0.0365109,-2.0627,6.25176,0.394652,0.0799001,-0.0447583,-2.0512,6.21539
-0.0369895,-2.06366,6.25061,0.393012,0.0800833,-0.0456874,-2.05271,6.21464
-0.0374191,-2.06515,6.24946,0.392812,0.0729857,-0.0469834,-2.05344,6.21376
-0.0380274,-2.06621,6.24831,0.392389,0.0790254,-0.0480264,-2.05498,6.21263
-0.0390603,-2.06692,6.24715,0.39239,0.0786258,-0.04833,-2.05572,6.21222
-0.0400865,-2.06709,6.246,0.389933,0.0817148,-0.0489682,-2.05732,6.21181
-0.0411899,-2.06733,6.24485,0.393264,0.0820778,-0.0491836,-2.0581,6.21153
-0.0419918,-2.06744,6.2437,0.390513,0.0867243,-0.0490381,-2.0597,6.21114
-0.0425796,-2.06812,6.24254,0.390959,0.0835745,-0.0492054,-2.06047,6.21077
-0.0433937,-2.06837,6.24139,0.393623,0.0868705,-0.0364051,-2.06305,6.21323
-0.0441672,-2.06921,6.24024,0.393276,0.0892707,-0.050123,-2.06454,6.20957
-0.0461301,-2.07026,6.23793,0.394571,0.0896047,-0.0526615,-2.06692,6.20758
-0.0482295,-2.07097,6.23563,0.393951,0.0932714,-0.0537364,-2.06942,6.20658
-0.0501745,-2.0718,6.23332,0.395413,0.0916766,-0.0540177,-2.07028,6.2064
-0.051606,-2.07194,6.23217,0.400034,0.0959488,-0.0538971,-2.07196,6.20611
-0.0529149,-2.07232,6.23101,0.398386,0.09582,-0.0537377,-2.07283,6.20579
-0.0539802,-2.07297,6.22986,0.396365,0.0955427,-0.0545855,-2.07452,6.20501
-0.0548641,-2.07221,6.22871,0.396201,0.105622,-0.0548047,-2.07537,6.20469
-0.0559438,-2.07105,6.22755,0.399982,0.107357,-0.0553052,-2.07713,6.20444
