xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.0234141,-2.30602,6.41591,0.3,0.05,-0.0448762,-2.04669,6.21669
-0.0251027,-2.30326,6.41541,0.3,0.05,-0.0446926,-2.0482,6.2162
-0.0267667,-2.3005,6.41491,0.3,0.05,-0.0443987,-2.04895,6.21597
-0.0283839,-2.29774,6.41441,0.3,0.05,-0.0450086,-2.05043,6.21534
-0.0299972,-2.29498,6.41391,0.3,0.05,-0.0447583,-2.0512,6.21539
-0.0313199,-2.29223,6.41341,0.3,0.05,-0.0456874,-2.05271,6.21464
-0.0325471,-2.28948,6.41291,0.3,0.05,-0.0469834,-2.05344,6.21376
-0.0339009,-2.28674,6.41241,0.3,0.05,-0.0480264,-2.05498,6.21263
-0.0356072,-2.284,6.41191,0.3,0.05,-0.04833,-2.05572,6.21222
-0.0372851,-2.28126,6.41141,0.3,0.05,-0.0489682,-2.05732,6.21181
-0.0390035,-2.27851,6.41091,0.3,0.05,-0.0491836,-2.0581,6.21153
-0.0404236,-2.27578,6.41041,0.3,0.05,-0.0490381,-2.0597,6.21114
-0.0416114,-2.27305,6.40991,0.3,0.05,-0.0492054,-2.06047,6.21077
-0.0429862,-2.27032,6.40941,0.3,0.05,-0.0364051,-2.06305,6.21323
-0.044286,-2.2676,6.40891,0.3,0.05,-0.050123,-2.06454,6.20957
-0.0474727,-2.26214,6.40791,0.3,0.05,-0.0526615,-2.06692,6.20758
-0.0507196,-2.25669,6.40691,0.3,0.05,-0.0537364,-2.06942,6.20658
-0.0537552,-2.25124,6.40591,0.3,0.05,-0.0540177,-2.07028,6.2064
-0.0555427,-2.24852,6.40541,0.3,0.05,-0.0538971,-2.07196,6.20611
-0.0571964,-2.24579,6.40491,0.3,0.05,-0.0537377,-2.07283,6.20579
-0.0586021,-2.24308,6.40441,0.3,0.05,-0.0545855,-2.07452,6.20501
-0.059863,-2.24037,6.40391,0.3,0.05,-0.0548047,-2.07537,6.20469
-0.0613129,-2.23765,6.40341,0.3,0.05,-0.0553052,-2.07713,6.20444
-0.0624672,-2.23495,6.40291,0.3,0.05,-0.0555757,-2.07799,6.20417
-0.0634072,-2.23221,6.4024,0.3,0.05,-0.0569696,-2.07971,6.20299
-0.0644067,-2.22958,6.40191,0.3,0.05,-0.0590637,-2.0823,6.20134
-0.0670458,-2.2242,6.40091,0.3,0.05,-0.0589219,-2.08503,6.20118
-0.0691226,-2.21885,6.39991,0.3,0.05,-0.060211,-2.0877,6.19997
-0.0711288,-2.21352,6.39891,0.3,0.05,-0.0610972,-2.09043,6.19931
-0.0728812,-2.20823,6.39791,0.3,0.05,-0.0621511,-2.0932,6.19829
-0.0747596,-2.20296,6.39691,0.3,0.05,-0.0483528,-2.09617,6.20047
-0.0755661,-2.20025,6.39639,0.3,0.05,-0.0653193,-2.09687,6.19602
-0.0761064,-2.19776,6.39591,0.3,0.05,-0.0653289,-2.09878,6.19607
-0.0779731,-2.19254,6.39491,0.3,0.05,-0.0656997,-2.09971,6.19567
-0.0789229,-2.1899,6.3944,0.3,0.05,-0.066429,-2.10161,6.19495
-0.0799862,-2.18737,6.39391,0.3,0.05,-0.0667829,-2.10256,6.19461
-0.0813929,-2.18477,6.39341,0.3,0.05,-0.067498,-2.10449,6.19397
-0.0828856,-2.18217,6.39291,0.3,0.05,-0.0678759,-2.10544,6.19398
-0.0844823,-2.17957,6.39241,0.3,0.05,-0.068656,-2.10737,6.19323
-0.0858264,-2.17698,6.39191,0.3,0.05,-0.042852,-2.11063,6.19878
-0.087304,-2.17438,6.39141,0.3,0.05,-0.0718217,-2.11121,6.19109
-0.088832,-2.17177,6.39091,0.3,0.05,-0.0718684,-2.11324,6.19114
-0.0912309,-2.16658,6.38991,0.3,0.05,-0.0718787,-2.11419,6.1909
-0.0926036,-2.16399,6.38941,0.3,0.05,-0.0735937,-2.11716,6.18967
-0.0945709,-2.16131,6.3889,0.3,0.05,-0.0613219,-2.12037,6.19201
-0.0972405,-2.15616,6.38791,0.3,0.05,-0.0758058,-2.12225,6.18824
-0.0999078,-2.15096,6.38691,0.3,0.05,-0.0762384,-2.12319,6.18793
-0.101163,-2.14836,6.38641,0.3,0.05,-0.0786668,-2.1262,6.18638
-0.102326,-2.14577,6.38591,0.3,0.05,-0.0792179,-2.12928,6.18609
-0.104064,-2.14063,6.38491,0.3,0.05,-0.0802627,-2.13137,6.18524
-0.106244,-2.13543,6.3839,0.3,0.05,-0.0817557,-2.13446,6.18421
-0.10791,-2.13037,6.38291,0.3,0.05,-0.0822491,-2.13549,6.18388
-0.108899,-2.12781,6.38241,0.3,0.05,-0.0833058,-2.13762,6.18342
-0.109995,-2.12524,6.38191,0.3,0.05,-0.084851,-2.14078,6.18232
-0.11157,-2.12012,6.3809,0.3,0.05,-0.0867548,-2.14395,6.18111
-0.112913,-2.11514,6.37991,0.3,0.05,-0.0869013,-2.14502,6.18099
-0.1136,-2.11262,6.37941,0.3,0.05,-0.0885069,-2.14712,6.18014
-0.114126,-2.11011,6.37891,0.3,0.05,-0.0620774,-2.1509,6.18591
-0.114746,-2.10756,6.3784,0.3,0.05,-0.0904248,-2.15146,6.17884
-0.115422,-2.10507,6.3779,0.3,0.05,-0.0919888,-2.1536,6.17822
-0.116681,-2.10015,6.37691,0.3,0.05,-0.0926007,-2.15471,6.17782
-0.117321,-2.09767,6.37641,0.3,0.05,-0.0937031,-2.15691,6.17722
-0.117585,-2.09518,6.3759,0.3,0.05,-0.0948106,-2.16023,6.17647
-0.11837,-2.09035,6.37491,0.3,0.05,-0.0961872,-2.16126,6.17576
-0.118393,-2.08794,6.37441,0.3,0.05,-0.0981588,-2.16458,6.1748
-0.118607,-2.08553,6.37391,0.3,0.05,-0.0995087,-2.16685,6.17409
-0.119331,-2.08068,6.3729,0.3,0.05,-0.100138,-2.16792,6.17376
-0.119162,-2.07837,6.37241,0.3,0.05,-0.0883826,-2.1716,6.17601
-0.119135,-2.07601,6.37191,0.3,0.05,-0.103387,-2.17359,6.17217
-0.119515,-2.07131,6.37091,0.3,0.05,-0.103629,-2.17703,6.17196
-0.119822,-2.0666,6.3699,0.3,0.05,-0.104628,-2.17813,6.17145
-0.119632,-2.06436,6.36941,0.3,0.05,-0.0939125,-2.18187,6.17332
