xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.116553,-2.07916,6.31791,0.3,0.05,-0.0448762,-2.04669,6.21669
-0.117126,-2.07729,6.31741,0.3,0.05,-0.0446926,-2.0482,6.2162
-0.117923,-2.0759,6.31691,0.3,0.05,-0.0443987,-2.04895,6.21597
-0.11892,-2.07492,6.31641,0.3,0.05,-0.0450086,-2.05043,6.21534
-0.120189,-2.0747,6.31591,0.3,0.05,-0.0447583,-2.0512,6.21539
-0.121392,-2.07477,6.31541,0.3,0.05,-0.0456874,-2.05271,6.21464
-0.122769,-2.07549,6.31491,0.3,0.05,-0.0469834,-2.05344,6.21376
-0.12451,-2.07586,6.31441,0.3,0.05,-0.0480264,-2.05498,6.21263
-0.126866,-2.07597,6.31391,0.3,0.05,-0.04833,-2.05572,6.21222
-0.129403,-2.07562,6.31341,0.3,0.05,-0.0489682,-2.05732,6.21181
-0.132236,-2.07541,6.31291,0.3,0.05,-0.0491836,-2.0581,6.21153
-0.134984,-2.07517,6.31242,0.3,0.05,-0.0490381,-2.0597,6.21114
-0.13777,-2.07556,6.31192,0.3,0.05,-0.0492054,-2.06047,6.21077
-0.140993,-2.07558,6.31142,0.3,0.05,-0.0364051,-2.06305,6.21323
-0.127576,-2.10584,6.31093,0.3,0.05,-0.050123,-2.06454,6.20957
-0.145989,-2.08402,6.30993,0.3,0.05,-0.0526615,-2.06692,6.20758
-0.164331,-2.06163,6.30892,0.3,0.05,-0.0537364,-2.06942,6.20658
-0.182361,-2.03894,6.30791,0.3,0.05,-0.0540177,-2.07028,6.2064
-0.200391,-2.01709,6.30739,0.3,0.05,-0.0538971,-2.07196,6.20611
-0.218418,-1.99483,6.30686,0.3,0.05,-0.0537377,-2.07283,6.20579
-0.236337,-1.97197,6.30633,0.3,0.05,-0.0545855,-2.07452,6.20501
-0.254069,-1.94661,6.3058,0.3,0.05,-0.0548047,-2.07537,6.20469
-0.272102,-1.91949,6.30526,0.3,0.05,-0.0553052,-2.07713,6.20444
-0.290101,-1.89196,6.30472,0.3,0.05,-0.0555757,-2.07799,6.20417
-0.299061,-1.88044,6.30416,0.3,0.05,-0.0569696,-2.07971,6.20299
-0.308554,-1.86754,6.30363,0.3,0.05,-0.0590637,-2.0823,6.20134
-0.301299,-1.88531,6.30259,0.3,0.05,-0.0589219,-2.08503,6.20118
-0.294167,-1.90115,6.30156,0.3,0.05,-0.060211,-2.0877,6.19997
-0.287752,-1.91554,6.30053,0.3,0.05,-0.0610972,-2.09043,6.19931
-0.281904,-1.92921,6.29952,0.3,0.05,-0.0621511,-2.0932,6.19829
-0.276892,-1.94134,6.29851,0.3,0.05,-0.0483528,-2.09617,6.20047
-0.272819,-1.95389,6.29798,0.3,0.05,-0.0653193,-2.09687,6.19602
-0.269063,-1.96533,6.29749,0.3,0.05,-0.0653289,-2.09878,6.19607
-0.265743,-1.97317,6.29649,0.3,0.05,-0.0656997,-2.09971,6.19567
-0.263251,-1.9815,6.29598,0.3,0.05,-0.066429,-2.10161,6.19495
-0.261442,-1.98929,6.2955,0.3,0.05,-0.0667829,-2.10256,6.19461
-0.260388,-1.99583,6.295,0.3,0.05,-0.067498,-2.10449,6.19397
-0.270839,-1.98036,6.2945,0.3,0.05,-0.0678759,-2.10544,6.19398
-0.274676,-1.97815,6.29401,0.3,0.05,-0.068656,-2.10737,6.19323
-0.278624,-1.97513,6.29351,0.3,0.05,-0.042852,-2.11063,6.19878
-0.283004,-1.97058,6.29301,0.3,0.05,-0.0718217,-2.11121,6.19109
-0.287747,-1.96471,6.29251,0.3,0.05,-0.0718684,-2.11324,6.19114
-0.292498,-1.95602,6.29151,0.3,0.05,-0.0718787,-2.11419,6.1909
-0.297711,-1.94789,6.291,0.3,0.05,-0.0735937,-2.11716,6.18967
-0.303882,-1.93855,6.29049,0.3,0.05,-0.0613219,-2.12037,6.19201
-0.309727,-1.92572,6.28949,0.3,0.05,-0.0758058,-2.12225,6.18824
-0.315665,-1.91096,6.28848,0.3,0.05,-0.0762384,-2.12319,6.18793
-0.321664,-1.89645,6.28796,0.3,0.05,-0.0786668,-2.1262,6.18638
-0.327686,-1.87967,6.28744,0.3,0.05,-0.0792179,-2.12928,6.18609
