xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.0562779,-2.0574,6.21897,0.3,0.05,-0.0448762,-2.04669,6.21669
-0.0566435,-2.05757,6.21847,0.3,0.05,-0.0446926,-2.0482,6.2162
-0.057085,-2.05802,6.21797,0.3,0.05,-0.0443987,-2.04895,6.21597
-0.0575763,-2.05869,6.21747,0.3,0.05,-0.0450086,-2.05043,6.21534
-0.0581768,-2.05994,6.21697,0.3,0.05,-0.0447583,-2.0512,6.21539
-0.0585564,-2.06132,6.21647,0.3,0.05,-0.0456874,-2.05271,6.21464
-0.0589435,-2.0632,6.21597,0.3,0.05,-0.0469834,-2.05344,6.21376
-0.0595556,-2.06462,6.21547,0.3,0.05,-0.0480264,-2.05498,6.21263
-0.0606382,-2.06567,6.21497,0.3,0.05,-0.04833,-2.05572,6.21222
-0.0617592,-2.06614,6.21447,0.3,0.05,-0.0489682,-2.05732,6.21181
-0.0630087,-2.06667,6.21397,0.3,0.05,-0.0491836,-2.0581,6.21153
-0.0640064,-2.06706,6.21347,0.3,0.05,-0.0490381,-2.0597,6.21114
-0.0648472,-2.06799,6.21297,0.3,0.05,-0.0492054,-2.06047,6.21077
-0.0659613,-2.06848,6.21247,0.3,0.05,-0.0364051,-2.06305,6.21323
-0.0670755,-2.06897,6.21197,0.3,0.05,-0.050123,-2.06454,6.20957
-0.0685822,-2.07054,6.21097,0.3,0.05,-0.0526615,-2.06692,6.20758
-0.0702739,-2.07173,6.20997,0.3,0.05,-0.0537364,-2.06942,6.20658
-0.0718634,-2.07302,6.20897,0.3,0.05,-0.0540177,-2.07028,6.2064
-0.0733316,-2.07318,6.20847,0.3,0.05,-0.0538971,-2.07196,6.20611
-0.0747288,-2.07358,6.20796,0.3,0.05,-0.0537377,-2.07283,6.20579
-0.0759346,-2.07426,6.20746,0.3,0.05,-0.0545855,-2.07452,6.20501
-0.0769954,-2.07354,6.20696,0.3,0.05,-0.0548047,-2.07537,6.20469
-0.0782976,-2.07242,6.20646,0.3,0.05,-0.0553052,-2.07713,6.20444
-0.0793796,-2.07245,6.20595,0.3,0.05,-0.0555757,-2.07799,6.20417
-0.0802634,-2.07284,6.20544,0.3,0.05,-0.0569696,-2.07971,6.20299
-0.0813343,-2.07364,6.20495,0.3,0.05,-0.0590637,-2.0823,6.20134
-0.0828443,-2.07561,6.20394,0.3,0.05,-0.0589219,-2.08503,6.20118
-0.0838611,-2.07718,6.20294,0.3,0.05,-0.060211,-2.0877,6.19997
-0.0849205,-2.0788,6.20194,0.3,0.05,-0.0610972,-2.09043,6.19931
-0.0858553,-2.08106,6.20093,0.3,0.05,-0.0621511,-2.0932,6.19829
-0.0870348,-2.08307,6.19993,0.3,0.05,-0.0483528,-2.09617,6.20047
-0.0878971,-2.08394,6.1994,0.3,0.05,-0.0653193,-2.09687,6.19602
-0.0885854,-2.0846,6.19892,0.3,0.05,-0.0653289,-2.09878,6.19607
-0.0899671,-2.08568,6.19791,0.3,0.05,-0.0656997,-2.09971,6.19567
-0.0911118,-2.08544,6.1974,0.3,0.05,-0.066429,-2.10161,6.19495
-0.0924607,-2.08549,6.1969,0.3,0.05,-0.0667829,-2.10256,6.19461
-0.0941866,-2.0852,6.1964,0.3,0.05,-0.067498,-2.10449,6.19397
-0.0959042,-2.08491,6.19589,0.3,0.05,-0.0678759,-2.10544,6.19398
-0.0959329,-2.08759,6.19539,0.3,0.05,-0.068656,-2.10737,6.19323
-0.095777,-2.09046,6.19488,0.3,0.05,-0.042852,-2.11063,6.19878
-0.0958067,-2.0929,6.19438,0.3,0.05,-0.0718217,-2.11121,6.19109
-0.0959405,-2.09517,6.19387,0.3,0.05,-0.0718684,-2.11324,6.19114
-0.0965843,-2.09881,6.19287,0.3,0.05,-0.0718787,-2.11419,6.1909
-0.0967055,-2.10143,6.19236,0.3,0.05,-0.0735937,-2.11716,6.18967
-0.0974979,-2.10442,6.19185,0.3,0.05,-0.0613219,-2.12037,6.19201
-0.0987299,-2.10839,6.19085,0.3,0.05,-0.0758058,-2.12225,6.18824
-0.100067,-2.11228,6.18985,0.3,0.05,-0.0762384,-2.12319,6.18793
-0.100328,-2.11524,6.18935,0.3,0.05,-0.0786668,-2.1262,6.18638
-0.100524,-2.11799,6.18885,0.3,0.05,-0.0792179,-2.12928,6.18609
-0.10115,-2.12166,6.18784,0.3,0.05,-0.0802627,-2.13137,6.18524
-0.102361,-2.12611,6.18683,0.3,0.05,-0.0817557,-2.13446,6.18421
-0.106561,-2.12543,6.18584,0.3,0.05,-0.0822491,-2.13549,6.18388
-0.110032,-2.12336,6.18534,0.3,0.05,-0.0833058,-2.13762,6.18342
-0.113596,-2.12119,6.18483,0.3,0.05,-0.084851,-2.14078,6.18232
-0.114932,-2.12527,6.18382,0.3,0.05,-0.0867548,-2.14395,6.18111
-0.116138,-2.12905,6.18283,0.3,0.05,-0.0869013,-2.14502,6.18099
-0.11666,-2.13147,6.18232,0.3,0.05,-0.0885069,-2.14712,6.18014
-0.117033,-2.13346,6.18182,0.3,0.05,-0.0620774,-2.1509,6.18591
-0.117535,-2.13553,6.18131,0.3,0.05,-0.0904248,-2.15146,6.17884
-0.118102,-2.13726,6.1808,0.3,0.05,-0.0919888,-2.1536,6.17822
-0.119444,-2.1403,6.17981,0.3,0.05,-0.0926007,-2.15471,6.17782
-0.12006,-2.14225,6.17931,0.3,0.05,-0.0937031,-2.15691,6.17722
-0.120705,-2.14424,6.1788,0.3,0.05,-0.0948106,-2.16023,6.17647
-0.122131,-2.14723,6.1778,0.3,0.05,-0.0961872,-2.16126,6.17576
-0.122576,-2.14871,6.1773,0.3,0.05,-0.0981588,-2.16458,6.1748
-0.12325,-2.15052,6.1768,0.3,0.05,-0.0995087,-2.16685,6.17409
-0.124756,-2.15284,6.17579,0.3,0.05,-0.100138,-2.16792,6.17376
-0.125045,-2.15357,6.17529,0.3,0.05,-0.0883826,-2.1716,6.17601
-0.125506,-2.1545,6.17479,0.3,0.05,-0.103387,-2.17359,6.17217
-0.126805,-2.15672,6.17379,0.3,0.05,-0.103629,-2.17703,6.17196
-0.128099,-2.15876,6.17277,0.3,0.05,-0.104628,-2.17813,6.17145
-0.12845,-2.15928,6.17228,0.3,0.05,-0.0939125,-2.18187,6.17332
-0.129216,-2.16039,6.17177,0.3,0.05,-0.109229,-2.18383,6.1693
-0.131033,-2.16336,6.17077,0.3,0.05,-0.109961,-2.18497,6.16895
-0.13245,-2.16531,6.17027,0.3,0.05,-0.111439,-2.18728,6.16822
-0.135278,-2.16492,6.16976,0.3,0.05,-0.0852144,-2.19143,6.17404
-0.137954,-2.1641,6.16925,0.3,0.05,-0.113864,-2.19189,6.16715
-0.140493,-2.16285,6.16875,0.3,0.05,-0.101175,-2.19579,6.17003
-0.140941,-2.16792,6.16775,0.3,0.05,-0.117085,-2.19774,6.16541
-0.141309,-2.17276,6.16674,0.3,0.05,-0.0918207,-2.20194,6.17126
-0.140985,-2.17676,6.16624,0.3,0.05,-0.120433,-2.2024,6.16426
-0.140785,-2.18019,6.16573,0.3,0.05,-0.12292,-2.20597,6.1631
-0.141669,-2.18518,6.16473,0.3,0.05,-0.124516,-2.20835,6.16246
-0.142486,-2.19008,6.16373,0.3,0.05,-0.124791,-2.20952,6.16236
-0.142015,-2.19307,6.16323,0.3,0.05,-0.124855,-2.21199,6.1624
-0.141676,-2.19543,6.16272,0.3,0.05,-0.127164,-2.21556,6.16123
-0.142676,-2.1999,6.16172,0.3,0.05,-0.102327,-2.21992,6.16663
-0.142584,-2.20269,6.16122,0.3,0.05,-0.117745,-2.22073,6.16279
-0.142539,-2.20507,6.16072,0.3,0.05,-0.105165,-2.22353,6.16551
-0.142534,-2.2075,6.16021,0.3,0.05,-0.120867,-2.22429,6.16159
-0.142322,-2.21031,6.15972,0.3,0.05,-0.136189,-2.22635,6.15738
-0.143389,-2.21497,6.15871,0.3,0.05,-0.13647,-2.22759,6.15752
-0.143234,-2.21839,6.15822,0.3,0.05,-0.136695,-2.23007,6.15756
-0.142982,-2.22075,6.15772,0.3,0.05,-0.137463,-2.23132,6.15729
-0.142909,-2.22315,6.15722,0.3,0.05,-0.126,-2.23541,6.15933
-0.143006,-2.22612,6.15671,0.3,0.05,-0.142835,-2.23736,6.15506
-0.144349,-2.23105,6.15572,0.3,0.05,-0.145825,-2.24102,6.15401
-0.145714,-2.2354,6.15472,0.3,0.05,-0.146778,-2.24219,6.15365
-0.145791,-2.23794,6.15422,0.3,0.05,-0.149007,-2.24593,6.15256
-0.14538,-2.2402,6.15372,0.3,0.05,-0.149403,-2.24854,6.15275
-0.145847,-2.24438,6.15272,0.3,0.05,-0.150209,-2.24973,6.1525
