x,y,theta
-0.102076,-1.94743,6.17185
-0.10194,-1.94911,6.17136
-0.101681,-1.95253,6.17035
-0.101462,-1.956,6.16934
-0.101335,-1.95781,6.16901
-0.101219,-1.95962,6.16867
-0.101089,-1.96148,6.16844
-0.100967,-1.96334,6.1682
-0.100858,-1.96523,6.16795
-0.100763,-1.96705,6.16772
-0.100677,-1.96891,6.16747
-0.100601,-1.97077,6.16722
-0.100537,-1.97262,6.16696
-0.100482,-1.9763,6.16621
-0.100449,-1.97816,6.16595
-0.100426,-1.98003,6.1657
-0.100451,-1.98374,6.16494
-0.100462,-1.98566,6.16467
-0.100443,-1.98758,6.16461
-0.100439,-1.98954,6.16454
-0.100447,-1.99148,6.16447
-0.100624,-1.9952,6.16374
-0.10084,-1.99893,6.16301
-0.101098,-2.0027,6.16229
-0.101234,-2.00459,6.16207
-0.101384,-2.00648,6.16185
-0.101725,-2.01028,6.16113
-0.101912,-2.01216,6.16089
-0.10211,-2.01404,6.16066
-0.102539,-2.01785,6.15991
-0.103008,-2.02168,6.15916
-0.103257,-2.02358,6.15891
-0.103517,-2.02548,6.15865
-0.104385,-2.03125,6.15729
-0.104729,-2.03311,6.15692
-0.105086,-2.03497,6.15654
-0.105453,-2.03682,6.15616
-0.106176,-2.04068,6.15526
-0.106941,-2.04456,6.15436
-0.107368,-2.04648,6.15395
-0.107788,-2.04832,6.15354
-0.108237,-2.05024,6.15311
-0.108679,-2.05208,6.15269
-0.109573,-2.05601,6.15175
-0.110058,-2.05787,6.1513
-0.110559,-2.05973,6.15082
-0.11108,-2.06163,6.15033
-0.111598,-2.06344,6.14984
-0.112627,-2.06741,6.14884
-0.113184,-2.06928,6.14833
-0.11376,-2.0712,6.14781
-0.114381,-2.07296,6.14715
-0.115025,-2.07477,6.14647
-0.116249,-2.07879,6.14526
-0.117493,-2.08274,6.14405
-0.118791,-2.08676,6.14282
-0.120135,-2.0908,6.14156
-0.121525,-2.09488,6.14029
-0.122288,-2.09674,6.13951
-0.123063,-2.09861,6.13871
-0.12455,-2.10274,6.13739
-0.125362,-2.10461,6.13656
-0.12615,-2.10654,6.13588
-0.126948,-2.10849,6.1352
-0.128514,-2.11276,6.13401
-0.129347,-2.11472,6.1333
-0.130989,-2.11903,6.13208
-0.132679,-2.12336,6.13083
-0.133536,-2.12542,6.13025
-0.134404,-2.12749,6.12966
-0.136154,-2.13194,6.12855
-0.137106,-2.13394,6.12781
-0.138963,-2.13847,6.12672
-0.139916,-2.14055,6.12613
-0.140861,-2.14258,6.12554
-0.141833,-2.14467,6.12492
-0.142822,-2.14675,6.12429
-0.143823,-2.14883,6.12365
-0.144834,-2.15091,6.123
-0.145856,-2.153,6.12234
-0.147911,-2.15755,6.12115
-0.150019,-2.16212,6.11994
-0.151104,-2.16421,6.11922
-0.152199,-2.1663,6.11848
-0.153311,-2.16839,6.11773
-0.154429,-2.17048,6.11697
-0.156656,-2.17517,6.11584
-0.157778,-2.17732,6.1152
-0.158913,-2.17948,6.11454
-0.161238,-2.1842,6.11336
-0.162371,-2.18644,6.11286
-0.163519,-2.18869,6.11235
-0.164677,-2.19094,6.11184
-0.165848,-2.19319,6.11131
-0.168259,-2.1981,6.11043
-0.169437,-2.20042,6.11004
-0.170629,-2.20274,6.10964
-0.173149,-2.20764,6.10871
-0.175723,-2.21255,6.10777
-0.178353,-2.21746,6.10682
-0.17964,-2.21977,6.10634
-0.180938,-2.22207,6.10586
-0.183664,-2.22713,6.10505
-0.184937,-2.22946,6.10475
-0.186254,-2.23184,6.10444
-0.189055,-2.23683,6.1036
-0.19194,-2.24189,6.10275
-0.193283,-2.24421,6.1024
-0.194668,-2.24658,6.10203
-0.196067,-2.24895,6.10165
-0.197479,-2.25133,6.10126
-0.200489,-2.25633,6.10036
-0.20352,-2.26142,6.09963
-0.206607,-2.26649,6.09888
-0.208146,-2.26903,6.09861
-0.209563,-2.27136,6.09837
-0.211063,-2.27379,6.0981
-0.21261,-2.27627,6.09781
-0.215821,-2.28125,6.09702
-0.217372,-2.28366,6.09672
-0.218939,-2.28605,6.0964
-0.222295,-2.29106,6.09557
-0.2239,-2.29345,6.09523
-0.225557,-2.29589,6.09487
-0.228986,-2.30084,6.09402
-0.230648,-2.30323,6.09364
-0.232321,-2.30561,6.09326
-0.235927,-2.31066,6.09235
-0.237567,-2.31306,6.09213
-0.239263,-2.31551,6.0919
-0.240975,-2.31795,6.09165
-0.242701,-2.32038,6.0914
-0.246407,-2.32541,6.09063
-0.250171,-2.33042,6.08984
-0.251936,-2.33292,6.08975
-0.253714,-2.3354,6.08964
-0.255503,-2.33788,6.08953
-0.257305,-2.34034,6.08942
-0.261194,-2.34536,6.08879
-0.263036,-2.34782,6.08865
-0.26489,-2.35026,6.08851
-0.268889,-2.35525,6.08786
-0.270787,-2.35768,6.0877
-0.272723,-2.36005,6.08745
-0.274675,-2.36243,6.08719
-0.276638,-2.36478,6.08692
-0.278614,-2.36712,6.08664
-0.282822,-2.37198,6.08584
-0.284835,-2.3743,6.08554
-0.286908,-2.37667,6.08521
-0.291176,-2.38144,6.0844
-0.293241,-2.38375,6.08407
-0.297603,-2.38863,6.08343
-0.302022,-2.3935,6.08277
-0.306494,-2.39834,6.08211
-0.308626,-2.40071,6.08194
-0.310773,-2.40306,6.08177
-0.312932,-2.40542,6.08159
-0.315148,-2.4078,6.08139
-0.319724,-2.41251,6.0807
-0.324401,-2.41726,6.07999
-0.326636,-2.41958,6.07977
-0.328886,-2.42189,6.07955
-0.331148,-2.42418,6.07932
-0.333425,-2.42647,6.07908
-0.335716,-2.42876,6.07883
-0.338019,-2.43104,6.07857
-0.340335,-2.43332,6.07831
-0.342663,-2.43558,6.07804
-0.345007,-2.43785,6.07776
-0.347364,-2.4401,6.07748
-0.349735,-2.44235,6.07719
-0.35212,-2.44459,6.07689
-0.354569,-2.44687,6.07657
-0.356921,-2.44905,6.0763
-0.36201,-2.4536,6.07551
-0.364452,-2.45581,6.07522
-0.366907,-2.45801,6.07492
-0.372076,-2.46258,6.07426
-0.374548,-2.46483,6.07411
-0.377034,-2.46708,6.07394
-0.379533,-2.46932,6.07378
-0.382044,-2.47155,6.0736
-0.384567,-2.47377,6.07343
-0.387102,-2.47598,6.07325
-0.392469,-2.48042,6.07256
-0.395044,-2.48262,6.07237
-0.400487,-2.48703,6.07167
-0.403099,-2.48922,6.07147
-0.405725,-2.49139,6.07127
-0.40842,-2.4936,6.07105
-0.41393,-2.49787,6.07032
-0.416608,-2.50001,6.07008
-0.419299,-2.50213,6.06983
-0.422,-2.50424,6.06958
-0.424717,-2.50636,6.06932
-0.430412,-2.51066,6.06874
-0.433144,-2.51283,6.06866
-0.43589,-2.51499,6.06857
-0.441682,-2.51921,6.06799
-0.444461,-2.52134,6.0679
-0.447251,-2.52345,6.06781
-0.450119,-2.5256,6.06771
-0.452873,-2.52765,6.06762
-0.455704,-2.52973,6.06752
-0.458546,-2.53182,6.06742
-0.464522,-2.53588,6.06682
-0.467396,-2.53793,6.06672
-0.470281,-2.53996,6.06661
-0.476345,-2.54393,6.066
-0.482457,-2.54786,6.06539
-0.485408,-2.54984,6.06528
-0.488372,-2.55181,6.06516
-0.491346,-2.55377,6.06505
-0.497574,-2.55758,6.06443
-0.500582,-2.55951,6.06431
-0.503587,-2.56148,6.06431
-0.506608,-2.56345,6.06432
-0.509647,-2.56541,6.06433
-0.51273,-2.56726,6.06418
-0.51589,-2.56912,6.06401
-0.518929,-2.57089,6.06386
-0.525382,-2.57445,6.0632
-0.531879,-2.57797,6.06254
-0.535041,-2.57974,6.06238
-0.538243,-2.58139,6.06207
-0.544835,-2.58481,6.06142
-0.551466,-2.58818,6.06076
-0.554705,-2.58987,6.06061
-0.557954,-2.59154,6.06046
-0.561208,-2.5932,6.0603
-0.564473,-2.59485,6.06014
-0.567744,-2.59647,6.05998
-0.571024,-2.59809,6.05981
-0.574312,-2.5997,6.05965
-0.57761,-2.60129,6.05948
-0.584421,-2.60442,6.05881
-0.587747,-2.60598,6.05865
-0.59108,-2.60753,6.05847
-0.594427,-2.60907,6.0583
-0.597783,-2.61059,6.05813
-0.604705,-2.61357,6.05745
-0.608084,-2.61506,6.05727
-0.611554,-2.61653,6.05703
-0.614891,-2.61793,6.05681
-0.618378,-2.61937,6.05656
-0.62173,-2.62074,6.05633
-0.625234,-2.62216,6.05608
-0.63585,-2.62625,6.05484
-0.639316,-2.62759,6.0546
-0.646448,-2.63025,6.05385
-0.649954,-2.63149,6.0535
-0.653471,-2.63273,6.05315
-0.660759,-2.63527,6.05228
-0.664221,-2.63647,6.05199
-0.667765,-2.63768,6.05168
-0.675041,-2.64014,6.05086
-0.678611,-2.64133,6.05054
-0.682266,-2.64254,6.05021
-0.689547,-2.64485,6.04931
-0.696934,-2.64714,6.0484
-0.700567,-2.64823,6.04798
-0.704209,-2.6493,6.04755
-0.707857,-2.65037,6.04713
-0.71159,-2.65145,6.04669
-0.715178,-2.65248,6.04627
-0.71885,-2.65351,6.04584
-0.722532,-2.65454,6.0454
-0.726301,-2.65558,6.04495
-0.72992,-2.65656,6.04451
-0.733623,-2.65755,6.04406
-0.741188,-2.65961,6.04311
-0.744913,-2.66058,6.04266
-0.748722,-2.66157,6.04219
-0.756268,-2.66354,6.04124
-0.76002,-2.66448,6.04077
-0.763782,-2.6654,6.04031
-0.767564,-2.66627,6.03974
-0.771347,-2.66719,6.03931
-0.775215,-2.66811,6.03887
-0.779167,-2.66905,6.03842
-0.782732,-2.66988,6.03801
-0.786539,-2.67076,6.03757
