x,y,theta
-0.010819,-2.02348,6.21511
-0.0109779,-2.02476,6.21461
-0.0113161,-2.02738,6.21361
-0.0116863,-2.03003,6.2126
-0.0118735,-2.03139,6.21215
-0.012066,-2.03276,6.2117
-0.0122573,-2.03415,6.21129
-0.0124521,-2.03554,6.21087
-0.0126608,-2.03697,6.21045
-0.0128685,-2.03835,6.21004
-0.0130859,-2.03977,6.20962
-0.0133121,-2.04119,6.2092
-0.0135469,-2.04262,6.20878
-0.0140563,-2.04547,6.20786
-0.014314,-2.04691,6.20744
-0.0145834,-2.04836,6.20701
-0.0151568,-2.05126,6.20609
-0.0154561,-2.05275,6.20565
-0.0157312,-2.05423,6.20532
-0.0160221,-2.05575,6.20498
-0.0163223,-2.05726,6.20465
-0.0170245,-2.0602,6.20369
-0.0177558,-2.06317,6.20274
-0.0185225,-2.06617,6.20179
-0.0189227,-2.06767,6.20135
-0.0193337,-2.06918,6.20092
-0.0201645,-2.07223,6.19998
-0.0206036,-2.07375,6.19954
-0.0210504,-2.07527,6.19909
-0.0219491,-2.07837,6.19815
-0.022878,-2.08151,6.19721
-0.0233607,-2.08307,6.19678
-0.0238485,-2.08465,6.19636
-0.025375,-2.0894,6.19483
-0.0259402,-2.09094,6.1943
-0.026515,-2.0925,6.19377
-0.0270985,-2.09405,6.19324
-0.0282392,-2.09727,6.1922
-0.0294137,-2.10053,6.19116
-0.0300513,-2.10215,6.19061
-0.0306709,-2.10372,6.19007
-0.0313244,-2.10536,6.18951
-0.031962,-2.10694,6.18897
-0.0332441,-2.11026,6.18791
-0.0339218,-2.11187,6.18735
-0.0346156,-2.11348,6.18676
-0.0353317,-2.11513,6.18616
-0.0360337,-2.1167,6.18558
-0.0374312,-2.1201,6.18449
-0.0381745,-2.12173,6.18389
-0.0389397,-2.12341,6.18327
-0.0397357,-2.12495,6.18254
-0.0405565,-2.12655,6.1818
-0.0421321,-2.13002,6.18053
-0.0437134,-2.13345,6.17928
-0.0453461,-2.13693,6.17801
-0.0470187,-2.14045,6.17672
-0.0487295,-2.14399,6.17543
-0.049649,-2.14567,6.17463
-0.0505796,-2.14736,6.17382
-0.0523738,-2.15097,6.1725
-0.0533364,-2.15266,6.17167
-0.0542746,-2.15441,6.171
-0.0552231,-2.15617,6.17031
-0.057085,-2.15992,6.16913
-0.0580639,-2.1617,6.16844
-0.0599911,-2.16549,6.16723
-0.0619595,-2.16931,6.16602
-0.0629753,-2.17115,6.16537
-0.0640017,-2.173,6.16471
-0.0660408,-2.17689,6.16355
-0.0671475,-2.17868,6.16276
-0.0693073,-2.18261,6.16151
-0.0704348,-2.18444,6.16076
-0.0715503,-2.18624,6.16001
-0.072693,-2.18809,6.15924
-0.0738514,-2.18994,6.15847
-0.0750196,-2.19179,6.15769
-0.0761966,-2.19365,6.1569
-0.0773825,-2.19552,6.1561
