x,y,theta
0.623554,-1.68645,6.267
0.624663,-1.68955,6.26584
0.627613,-1.69638,6.26488
0.630147,-1.70304,6.26335
0.631289,-1.70633,6.26272
0.632429,-1.7096,6.26208
0.633738,-1.71298,6.26191
0.635049,-1.71636,6.26173
0.636399,-1.71979,6.2616
0.637689,-1.72307,6.26148
0.639006,-1.72641,6.26135
0.639886,-1.72947,6.26054
0.640764,-1.73253,6.25973
0.642535,-1.739,6.2577
0.642955,-1.74182,6.25615
0.643037,-1.74444,6.25406
0.644667,-1.75108,6.25217
0.645033,-1.75401,6.25075
0.645473,-1.75689,6.24967
0.645936,-1.75984,6.24857
0.646399,-1.76279,6.24745
0.647912,-1.76959,6.24559
0.649603,-1.77662,6.24432
0.650893,-1.78347,6.24245
0.651261,-1.78647,6.24161
0.651629,-1.78946,6.24076
0.653036,-1.79654,6.23936
0.653385,-1.79952,6.23844
0.653736,-1.80249,6.23751
0.655063,-1.80964,6.23603
0.656548,-1.817,6.23509
0.657085,-1.82014,6.23464
0.657842,-1.82345,6.23478
0.660268,-1.8352,6.23376
0.660928,-1.83846,6.23371
0.661589,-1.8417,6.23366
0.662249,-1.84492,6.23358
0.663666,-1.85243,6.23296
0.665287,-1.86017,6.23304
0.665773,-1.8634,6.23292
0.666239,-1.86645,6.23279
0.666733,-1.86966,6.23263
0.667205,-1.87268,6.23246
0.668302,-1.88011,6.23174
0.668768,-1.88318,6.23149
0.668973,-1.88608,6.23077
0.669193,-1.88905,6.23001
0.669391,-1.89185,6.22925
0.67035,-1.89934,6.22858
0.670469,-1.9022,6.22788
0.670859,-1.90536,6.22788
0.671134,-1.90826,6.2277
0.671426,-1.91125,6.22749
0.672153,-1.9188,6.2267
0.672818,-1.92618,6.22588
0.67344,-1.93367,6.225
0.67422,-1.94136,6.22468
0.674951,-1.94906,6.2243
0.675648,-1.95243,6.22513
0.676343,-1.95578,6.22593
0.677233,-1.96362,6.22619
0.677909,-1.96692,6.22693
0.678654,-1.97024,6.22785
0.679019,-1.97328,6.22808
0.679743,-1.981,6.22849
0.680343,-1.98422,6.22937
0.681002,-1.99189,6.22971
0.681613,-1.99955,6.23
0.682323,-2.00284,6.23115
0.682643,-2.00583,6.2316
0.68292,-2.01325,6.2315
0.683151,-2.01615,6.23173
0.683412,-2.02369,6.23179
0.683467,-2.02647,6.23181
0.683532,-2.02916,6.23182
0.683609,-2.03193,6.23178
0.683686,-2.03468,6.23172
0.683771,-2.03742,6.23163
0.683866,-2.04016,6.23151
0.683969,-2.04289,6.23136
0.683845,-2.05006,6.23064
0.683677,-2.05725,6.22986
0.683772,-2.05998,6.22955
0.683875,-2.06271,6.22921
0.683983,-2.06543,6.22884
0.683735,-2.06788,6.22778
0.683195,-2.07492,6.22632
0.682673,-2.07719,6.22471
0.682165,-2.07949,6.22307
0.681246,-2.08641,6.22083
0.680832,-2.08883,6.21931
0.680429,-2.09127,6.21776
0.680218,-2.09391,6.21673
0.680018,-2.09655,6.21567
0.679439,-2.10409,6.21444
0.679373,-2.10688,6.21367
0.679313,-2.10969,6.21287
0.67867,-2.1173,6.21149
0.677977,-2.12496,6.21003
0.677235,-2.13266,6.20849
0.677388,-2.13576,6.20817
0.677548,-2.13886,6.20781
0.677042,-2.14705,6.20714
0.676919,-2.14987,6.20626
0.676784,-2.15279,6.20533
0.675847,-2.16066,6.20383
0.675051,-2.16889,6.20291
0.675142,-2.17197,6.20247
0.675431,-2.17537,6.20268
0.675727,-2.17876,6.20286
0.67603,-2.18216,6.20301
0.675374,-2.19055,6.2026
0.674737,-2.19902,6.20237
0.674041,-2.20751,6.20208
0.674567,-2.21144,6.203
0.674852,-2.21469,6.2033
0.675098,-2.21814,6.20355
0.675326,-2.22168,6.20377
0.674518,-2.23006,6.2037
0.674836,-2.23358,6.2041
0.675363,-2.23731,6.20517
0.674653,-2.24597,6.20568
0.675357,-2.24988,6.20731
0.676036,-2.25387,6.20891
0.675451,-2.26253,6.20999
0.676142,-2.26639,6.21155
0.676837,-2.27024,6.21309
0.675849,-2.27873,6.21355
0.676368,-2.28231,6.21475
0.676858,-2.28597,6.21592
