x,y,theta
1.16255,-1.53303,6.42198
1.16395,-1.53579,6.42049
1.16793,-1.54184,6.41942
1.17139,-1.54781,6.41767
1.17293,-1.55074,6.41684
1.17447,-1.55366,6.41603
1.17624,-1.55666,6.41574
1.17802,-1.55965,6.41546
1.17987,-1.56269,6.41523
1.18165,-1.56559,6.41504
1.18348,-1.56854,6.41485
1.18459,-1.57126,6.41363
1.18572,-1.57399,6.41242
1.18802,-1.57984,6.40952
1.18837,-1.58237,6.40713
1.18828,-1.58479,6.40409
1.19058,-1.59092,6.40151
1.19098,-1.59363,6.39941
1.19147,-1.59627,6.39768
1.19202,-1.59898,6.39594
1.19258,-1.6017,6.39419
1.19488,-1.60812,6.39171
1.19748,-1.61474,6.38994
1.19957,-1.62127,6.38744
1.2001,-1.62407,6.38607
1.20066,-1.62689,6.38469
1.20299,-1.63366,6.38278
1.20356,-1.63648,6.38135
1.20414,-1.6393,6.37992
1.20646,-1.64621,6.37795
1.20903,-1.6533,6.37663
1.20991,-1.65627,6.37581
1.21112,-1.65935,6.37569
1.21551,-1.67081,6.37441
1.21664,-1.67387,6.37413
1.21779,-1.67693,6.37384
1.21894,-1.67998,6.37354
1.22164,-1.6873,6.3727
1.22471,-1.69483,6.37283
1.22558,-1.69789,6.37236
1.22642,-1.70077,6.3719
1.22733,-1.70381,6.37141
1.2282,-1.70667,6.37092
1.23051,-1.71399,6.36988
1.23141,-1.71692,6.36933
1.23201,-1.71974,6.36826
1.23266,-1.72265,6.36716
1.23326,-1.72539,6.36607
1.23555,-1.73286,6.36523
1.23612,-1.7357,6.36427
1.23714,-1.73881,6.36429
1.23802,-1.74168,6.36413
1.23894,-1.74464,6.36395
1.24113,-1.75227,6.36321
1.24324,-1.75975,6.36244
1.24534,-1.76734,6.36161
1.24769,-1.77511,6.36147
1.25001,-1.78289,6.36129
1.25164,-1.78619,6.36255
1.25328,-1.78946,6.3638
1.25593,-1.79735,6.36451
1.25757,-1.80056,6.36571
1.2593,-1.80379,6.36711
1.26042,-1.80674,6.36752
1.26283,-1.81448,6.36836
1.26435,-1.81759,6.36968
1.26672,-1.82526,6.37046
1.26905,-1.83293,6.3712
1.27074,-1.83607,6.37285
