x,y,theta
0.519591,-1.6568,6.22264
0.520793,-1.66023,6.22145
0.523998,-1.6678,6.22059
0.526698,-1.67513,6.21905
0.527898,-1.67872,6.21841
0.529092,-1.68229,6.21776
0.530466,-1.68599,6.21761
0.531836,-1.68967,6.21746
0.533244,-1.69342,6.21734
0.534585,-1.697,6.21723
0.53595,-1.70063,6.21711
0.536865,-1.70396,6.21627
0.537772,-1.70727,6.21543
0.539654,-1.71435,6.21335
0.540093,-1.7174,6.21175
0.540126,-1.72019,6.20949
0.541818,-1.72741,6.20753
0.542167,-1.73055,6.20604
0.542584,-1.73364,6.20491
0.543023,-1.7368,6.20374
0.543457,-1.73995,6.20254
0.545001,-1.74732,6.2006
0.546754,-1.75496,6.19934
0.54802,-1.76235,6.19735
0.54833,-1.76552,6.19646
0.548637,-1.76868,6.19554
0.550027,-1.77631,6.19407
0.550307,-1.77946,6.19308
0.550588,-1.78259,6.19205
0.551879,-1.79029,6.19047
0.553351,-1.79822,6.18952
0.553837,-1.80155,6.18904
0.554576,-1.80507,6.18926
0.557039,-1.81782,6.1883
0.557674,-1.82128,6.18832
0.558307,-1.82472,6.18831
0.558937,-1.82814,6.18827
0.560341,-1.83622,6.18768
0.561977,-1.84458,6.18789
0.562455,-1.84801,6.18787
0.562909,-1.85124,6.18785
0.563389,-1.85465,6.18777
0.563844,-1.85784,6.18768
0.564934,-1.86582,6.18703
0.565378,-1.86907,6.18684
0.565534,-1.87209,6.18612
0.565703,-1.8752,6.18535
0.565847,-1.87812,6.18457
0.5668,-1.88615,6.18403
0.56686,-1.88912,6.18334
0.567219,-1.89243,6.18346
0.567463,-1.89546,6.18339
0.567721,-1.89858,6.18327
0.568408,-1.90662,6.18257
0.569027,-1.91448,6.18183
0.569598,-1.92244,6.181
0.570356,-1.93064,6.18084
0.571059,-1.93884,6.18062
0.571777,-1.9424,6.18171
0.572493,-1.94593,6.18278
0.573385,-1.95428,6.18328
0.574077,-1.95774,6.18426
0.574838,-1.96123,6.18541
0.575203,-1.96438,6.18583
0.575942,-1.97259,6.18653
0.576573,-1.97595,6.1877
0.577243,-1.98408,6.18832
0.577861,-1.99218,6.18887
0.578601,-1.99561,6.1903
0.578951,-1.99871,6.19101
0.579234,-2.00652,6.19115
0.579492,-2.00951,6.19161
0.579761,-2.01743,6.19192
0.579797,-2.02025,6.19208
0.579845,-2.02295,6.19221
0.579901,-2.02574,6.19229
0.579958,-2.02851,6.19234
0.580021,-2.03127,6.19235
0.580093,-2.03401,6.19232
0.580173,-2.03674,6.19225
0.580002,-2.04417,6.1916
0.579783,-2.05161,6.19087
0.579851,-2.05433,6.19061
0.579927,-2.05705,6.1903
0.580006,-2.05976,6.18995
0.579712,-2.06214,6.18886
0.579094,-2.06938,6.18734
0.57848,-2.07153,6.18558
0.577878,-2.07371,6.18376
0.576832,-2.08077,6.18134
0.576321,-2.08308,6.17963
0.57582,-2.08541,6.17786
0.575533,-2.08797,6.17671
0.575254,-2.09053,6.17552
0.574564,-2.09828,6.17416
