0.024255	2.20711
0.02425	2.207077
0.024249	2.207054
0.024891	2.207364
0.024749	2.206954
0.021952	2.207456
0.007909	2.206998
-0.007501	2.207167
-0.018948	2.207424
-0.031879	2.207269
-0.045345	2.206892
-0.058672	2.206395
-0.072023	2.206004
-0.086179	2.205623
-0.099937	2.205183
-0.118598	2.204093
-0.133281	2.203647
-0.147556	2.202713
-0.162094	2.201541
-0.176109	2.200269
-0.190686	2.198883
-0.204718	2.197535
-0.218189	2.196329
-0.23201	2.195157
-0.245111	2.193643
-0.258387	2.191955
-0.271772	2.190007
-0.285137	2.188254
-0.298636	2.186645
-0.312184	2.184899
-0.325387	2.18297
-0.33858	2.180946
-0.351354	2.178861
-0.364313	2.176846
-0.377035	2.1745
-0.389715	2.172246
-0.402473	2.169764
-0.415188	2.167676
-0.427583	2.165299
-0.439901	2.162619
-0.45156	2.159927
-0.463808	2.15727
-0.476193	2.15472
-0.488698	2.151787
-0.501357	2.149054
-0.51361	2.145885
-0.525728	2.141877
-0.538284	2.138536
-0.550499	2.135293
-0.562553	2.131905
-0.574744	2.128797
-0.587018	2.125287
-0.59929	2.121719
-0.611981	2.117819
-0.62377	2.113833
-0.635928	2.109668
-0.64765	2.105611
-0.659525	2.101757
-0.671755	2.097854
-0.68404	2.093811
-0.696576	2.089771
-0.709025	2.085652
-0.721455	2.081117
-0.733869	2.076491
-0.746565	2.071831
-0.75922	2.066815
-0.771582	2.062119
-0.784137	2.05738
-0.796392	2.052316
-0.808769	2.046756
-0.820903	2.04113
-0.832563	2.036289
-0.845233	2.030805
-0.858304	2.024703
-0.870291	2.019917
-0.883091	2.014123
-0.896235	2.008619
-0.909176	2.003107
-0.922455	1.997975
-0.936139	1.992349
-0.95027	1.98641
-0.964568	1.980494
-0.977225	1.974414
-0.98899	1.967329
-1.001043	1.960117
-1.01323	1.952731
-1.026022	1.944769
-1.038976	1.936675
-1.051235	1.929965
-1.063646	1.924652
-1.07493	1.920092
-1.089547	1.913452
-1.102699	1.90747
-1.115677	1.900138
-1.129854	1.891744
-1.142466	1.88447
-1.15456	1.876515
-1.167561	1.868476
-1.179466	1.859919
-1.191053	1.85116
-1.203063	1.842493
-1.215653	1.834051
-1.228236	1.826286
-1.240911	1.818022
-1.25261	1.809321
-1.264028	1.800949
-1.275989	1.792511
-1.28787	1.784013
-1.299625	1.775429
-1.311289	1.76643
-1.322635	1.757281
-1.333793	1.748605
-1.344812	1.740303
-1.356162	1.731716
-1.367788	1.723128
-1.379556	1.714486
-1.390979	1.705781
-1.40211	1.697002
-1.413395	1.687865
-1.423718	1.679121
-1.434058	1.670097
-1.444396	1.661097
-1.454426	1.652418
-1.464815	1.643491
-1.475445	1.63405
-1.485236	1.625247
-1.495235	1.616109
-1.504858	1.606877
-1.514694	1.598211
-1.524393	1.588865
-1.534334	1.579468
-1.544151	1.569984
-1.554057	1.560629
-1.563644	1.551364
-1.572515	1.542838
-1.58188	1.533587
-1.59097	1.524475
-1.599782	1.515278
-1.608216	1.506175
-1.616684	1.496526
-1.625161	1.487003
-1.633702	1.47697
-1.642054	1.467662
-1.650557	1.458747
-1.658889	1.449544
-1.667616	1.439991
-1.676147	1.43026
-1.684342	1.420659
-1.692072	1.411495
-1.700374	1.402245
-1.70822	1.392165
-1.716442	1.3825
-1.724151	1.372879
-1.732215	1.362421
-1.740068	1.351991
-1.747788	1.341797
-1.75552	1.331537
-1.763106	1.321094
-1.770651	1.310917
-1.778267	1.3005
-1.786063	1.290055
-1.79383	1.279726
-1.801556	1.269189
-1.809514	1.258215
-1.817242	1.24695
-1.824801	1.236303
-1.832045	1.225638
-1.84046	1.213909
-1.848152	1.202514
-1.85474	1.19176
-1.862037	1.180482
-1.868948	1.168879
-1.875734	1.157253
-1.882599	1.145666
-1.8901	1.133501
-1.898185	1.121369
-1.90616	1.1094
-1.913463	1.097334
-1.920515	1.08538
-1.92753	1.072454
-1.936667	1.05853
-1.943283	1.045195
-1.949881	1.032084
-1.956345	1.018721
-1.9621	1.004957
-1.967809	0.992687
-1.974028	0.980444
-1.980143	0.968807
-1.986784	0.956182
-1.993804	0.943529
-2.000132	0.931401
-2.004974	0.920171
-2.009705	0.909292
-2.015153	0.896315
-2.020965	0.881619
-2.02631	0.868196
-2.031695	0.853725
-2.036439	0.843703
-2.042591	0.82895
-2.047152	0.815989
-2.051514	0.801714
-2.057455	0.786538
-2.064688	0.770098
-2.070886	0.754739
-2.07562	0.739156
-2.080837	0.724503
-2.08612	0.710753
-2.091172	0.696844
-2.096565	0.682752
-2.101888	0.669363
-2.106297	0.654845
-2.110988	0.641681
-2.116002	0.628289
-2.120791	0.615324
-2.125192	0.60165
-2.129269	0.588163
-2.133404	0.574471
-2.137452	0.560589
-2.14113	0.546682
-2.145128	0.533012
-2.149099	0.520029
-2.15271	0.507481
-2.15597	0.494511
-2.158889	0.481413
-2.161925	0.467918
-2.163866	0.45482
-2.167039	0.441569
-2.169621	0.42866
-2.172093	0.415644
-2.174515	0.403499
-2.176957	0.391345
-2.179678	0.378564
-2.182172	0.365943
-2.184601	0.352751
-2.186907	0.340126
-2.189146	0.327571
-2.191339	0.31487
-2.193482	0.302309
-2.195452	0.289619
-2.196969	0.276664
-2.197963	0.264456
-2.199823	0.251337
-2.201043	0.238649
-2.201869	0.226582
-2.202603	0.214191
-2.204052	0.201791
-2.205272	0.18921
-2.20674	0.175869
-2.207888	0.163284
-2.208975	0.150049
-2.209827	0.137429
-2.210482	0.124421
-2.211125	0.111865
-2.212111	0.099498
-2.212838	0.086779
-2.213383	0.073362
-2.213797	0.060659
-2.213824	0.047146
-2.213752	0.034032
-2.213414	0.020039
-2.212991	0.006003
-2.213243	-0.008662
-2.212745	-0.02143
-2.213009	-0.033821
-2.213454	-0.045562
-2.213592	-0.058158
-2.213611	-0.070778
-2.213131	-0.082516
-2.212813	-0.094798
-2.212136	-0.108316
-2.211459	-0.12374
-2.210493	-0.137917
-2.209697	-0.151192
-2.208535	-0.165013
-2.207172	-0.178776
-2.205862	-0.192295
-2.204639	-0.206173
-2.203379	-0.22053
-2.20171	-0.234316
-2.199701	-0.248347
-2.197504	-0.262121
-2.195541	-0.276433
-2.193611	-0.291051
-2.19153	-0.305589
-2.189307	-0.320054
-2.187365	-0.333756
-2.185085	-0.348243
-2.182697	-0.362125
-2.179867	-0.375948
-2.177201	-0.389891
-2.174525	-0.404153
-2.171202	-0.419124
-2.168192	-0.433706
-2.164952	-0.448367
-2.161873	-0.463012
-2.158891	-0.477175
-2.15503	-0.491394
-2.151253	-0.505509
-2.14758	-0.520301
-2.144479	-0.534062
-2.14064	-0.548207
-2.136094	-0.562283
-2.131309	-0.576253
-2.126967	-0.590831
-2.123453	-0.604818
-2.119776	-0.619557
-2.114753	-0.634611
-2.11103	-0.648684
-2.106446	-0.662108
-2.102028	-0.675517
-2.098037	-0.68919
-2.094679	-0.702282
-2.090666	-0.716197
-2.086193	-0.729412
-2.081393	-0.742463
-2.076822	-0.755016
-2.072402	-0.76646
-2.067479	-0.779388
-2.062525	-0.792875
-2.057981	-0.805638
-2.05285	-0.819065
-2.048026	-0.831937
-2.043175	-0.84452
-2.038085	-0.856901
-2.032821	-0.86929
-2.027678	-0.880831
-2.022041	-0.893163
-2.016595	-0.905471
-2.010617	-0.917924
-2.006057	-0.928347
-1.999577	-0.942889
-1.994591	-0.955078
-1.98936	-0.968532
-1.983086	-0.981567
-1.976931	-0.994175
-1.970765	-1.007269
-1.964142	-1.018407
-1.95762	-1.029828
-1.950707	-1.040825
-1.943679	-1.051876
-1.938236	-1.061625
-1.933009	-1.071702
-1.927168	-1.082362
-1.921702	-1.092557
-1.914609	-1.104089
-1.907845	-1.115095
-1.901291	-1.126188
-1.894761	-1.136879
-1.88808	-1.147669
-1.881152	-1.159668
-1.874481	-1.170454
-1.867462	-1.181835
-1.860881	-1.192266
-1.853834	-1.202702
-1.846858	-1.213356
-1.839829	-1.224199
-1.832483	-1.235091
-1.82503	-1.245713
-1.817705	-1.256355
-1.810067	-1.267247
-1.802448	-1.277685
-1.794453	-1.288086
-1.786421	-1.298627
-1.778669	-1.309624
-1.77119	-1.320534
-1.763563	-1.331322
-1.755445	-1.342251
-1.747095	-1.353096
-1.738744	-1.363995
-1.730431	-1.374517
-1.721972	-1.385095
-1.713283	-1.395898
-1.704612	-1.406402
-1.695775	-1.417157
-1.686616	-1.427372
-1.677045	-1.437486
-1.667507	-1.447504
-1.657823	-1.458048
-1.648686	-1.468606
-1.639944	-1.479027
-1.630909	-1.489485
-1.621542	-1.500313
-1.611408	-1.510988
-1.601255	-1.521073
-1.59113	-1.530798
-1.580775	-1.541006
-1.570317	-1.551675
-1.560308	-1.562253
-1.549378	-1.572222
-1.538481	-1.58176
-1.528025	-1.591281
-1.517533	-1.601118
-1.507213	-1.61131
-1.496559	-1.622084
-1.485705	-1.632437
-1.474716	-1.642495
-1.462871	-1.652145
-1.451701	-1.661881
-1.440803	-1.671104
-1.429513	-1.680995
-1.418135	-1.690395
-1.406709	-1.699775
-1.39607	-1.708812
