xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.161364,-2.00923,6.19594,0.383764,0.0868402,-0.0448762,-2.04669,6.21669
-0.162517,-2.00882,6.19528,0.383764,0.0868402,-0.0446926,-2.0482,6.2162
-0.163983,-2.00822,6.19462,0.383764,0.0868403,-0.0443987,-2.04895,6.21597
-0.165731,-2.00738,6.19396,0.383765,0.0868403,-0.0450086,-2.05043,6.21534
-0.167836,-2.00664,6.1933,0.383767,0.0868405,-0.0447583,-2.0512,6.21539
-0.170601,-2.00475,6.19264,0.38377,0.0868407,-0.0456874,-2.05271,6.21464
-0.173605,-2.00282,6.19198,0.383773,0.086841,-0.0469834,-2.05344,6.21376
-0.177154,-1.9996,6.19132,0.383779,0.0868415,-0.0480264,-2.05498,6.21263
-0.181362,-1.99535,6.19066,0.383786,0.0868421,-0.04833,-2.05572,6.21222
-0.18577,-1.98985,6.19,0.383795,0.086843,-0.0489682,-2.05732,6.21181
-0.18669,-1.99041,6.18934,0.383805,0.0868442,-0.0491836,-2.0581,6.21153
-0.187662,-1.99089,6.18867,0.383814,0.0868456,-0.0490381,-2.0597,6.21114
-0.188753,-1.99121,6.18801,0.383823,0.0868473,-0.0492054,-2.06047,6.21077
-0.189866,-1.9915,6.18735,0.383833,0.0868492,-0.0364051,-2.06305,6.21323
-0.190704,-1.9923,6.18668,0.383843,0.0868514,-0.050123,-2.06454,6.20957
-0.192449,-1.99392,6.18536,0.383853,0.0868541,-0.0526615,-2.06692,6.20758
-0.191712,-1.99996,6.18405,0.383859,0.0868572,-0.0537364,-2.06942,6.20658
-0.191215,-2.0055,6.18273,0.383864,0.0868606,-0.0540177,-2.07028,6.2064
-0.1904,-2.00947,6.18207,0.383867,0.0868641,-0.0538971,-2.07196,6.20611
-0.189803,-2.01314,6.18141,0.383869,0.0868676,-0.0537377,-2.07283,6.20579
-0.189292,-2.01656,6.18075,0.383871,0.0868712,-0.0545855,-2.07452,6.20501
-0.188817,-2.01809,6.1801,0.383871,0.0868749,-0.0548047,-2.07537,6.20469
-0.188821,-2.01871,6.17944,0.383872,0.0868786,-0.0553052,-2.07713,6.20444
-0.188907,-2.02004,6.17878,0.383871,0.0868823,-0.0555757,-2.07799,6.20417
