time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.odom_x,.odom_y,.odom_theta,.meas_rho,.meas_beta,.meas_theta,.delta_t,.gt_rho,.gt_beta,.gt_theta,.case0_x,.case0_y,.case0_t,rho,bearing,.case1_t,.case2_x,.case2_y,.case2_t,.case3_x,.case3_y,.case3_t,.case4_x,.case4_y,.case4_t,.case4_vj,.case4_wj
1970/01/01/09:00:23.874000,355,23,873000000,0,1.415019082,0.07490096468,0.01169450523,1.417000055,3.029999971,344.9703436,0.099,-2.286431,-0.703994,6.020868318,-0.8885127902,-2.659000635,6.022714615,-2.308155377,-0.5274028639,1.591983676,-0.9854818583,-2.8678267,6.00081015,-0.8876823187,-2.658418894,6.031853739,-0.9753309488,-2.649044037,2.587031737,0.3103049695,0.08536973596
1970/01/01/09:00:23.973000,356,23,923000000,0,1.399218038,0.08827651366,0.01165597886,1.40199995,3.609999895,344.9504811,0.05,-2.283117,-0.717785,6.020521652,-0.8902638555,-2.643404484,6.022483826,-2.304501513,-0.5380143191,1.643768311,-0.9888163209,-2.868212223,6.000493381,-0.8889366984,-2.642477751,6.039837186,-0.9164064527,-2.595921278,2.595007892,0.3225131035,0.09470515698
1970/01/01/09:00:24.023000,357,23,973000000,0,1.403889152,0.07701493282,0.01172090381,1.406000018,3.140000105,344.9069291,0.05,-2.279775,-0.731686,6.019761526,-0.8956798315,-2.643836737,6.021498203,-2.29761092,-0.5580393932,1.647229433,-0.993000567,-2.866824389,6.000563149,-0.8943508267,-2.642900944,6.039078359,-0.911218226,-2.634263754,2.603333112,0.3279980123,0.08303666115
1970/01/01/09:00:24.074000,358,24,23000000,0,1.388938198,0.07570846334,0.01115519534,1.391000032,3.119999886,344.8848492,0.05,-2.276449,-0.746475,6.01937616,-0.9015432,-2.651545286,6.020704746,-2.301812917,-0.5749169806,1.630247951,-0.9991497993,-2.869538069,5.999457512,-0.9005416036,-2.650970936,6.034150902,-0.9366705418,-2.660773277,2.611064921,0.3251600564,0.0779100433
1970/01/01/09:00:24.124000,359,24,74000000,0,1.399474413,0.03835753703,0.01140543053,1.399999976,1.570000052,344.8635998,0.051,-2.273236,-0.761111,6.019005287,-0.9027603269,-2.690419436,6.019114494,-2.297167153,-0.5864894264,1.553204775,-0.9761118293,-2.844497442,6.007484738,-0.9026923776,-2.690537691,6.01778457,-0.8592054844,-2.796568155,2.61694668,0.3558796346,0.04301086813
1970/01/01/09:00:24.174000,360,24,123000000,0,1.394484534,0.0650304669,0.01159555007,1.396000028,2.670000076,344.8742811,0.049,-2.2696,-0.775288,6.01919171,-0.9009903073,-2.718929768,6.018400669,-2.296179284,-0.5938269763,1.522210121,-0.949978888,-2.814814806,6.017343465,-0.9014844298,-2.719406366,6.008038465,-0.8207446337,-2.814734697,2.620838765,0.3648721576,0.04256322235
1970/01/01/09:00:24.224000,361,24,173000000,0,1.401229571,0.08815788984,0.01155807024,1.404000044,3.599999905,344.8364956,0.05,-2.265583,-0.789299,6.018532229,-0.909070611,-2.708383083,6.018063545,-2.298737096,-0.6020299648,1.524628758,-0.9665104151,-2.827346802,6.012683157,-0.9093469381,-2.708724976,6.011503611,-0.9090465903,-2.691302776,2.62441669,0.331076026,0.07281905413
1970/01/01/09:00:24.275000,362,24,224000000,0,1.409249056,0.0460109258,0.01128876015,1.409999967,1.870000005,344.821052,0.051,-2.261627,-0.803315,6.018262687,-0.9125545621,-2.713325977,6.01774168,-2.301389772,-0.6202286114,1.519154072,-0.967032969,-2.824852228,6.013319943,-0.9129418731,-2.713693619,6.009265993,-0.920707643,-2.721121073,2.629059265,0.3314007819,0.06753545254
1970/01/01/09:00:24.324000,363,24,274000000,0,1.399921811,0.07630715986,0.01036415639,1.40199995,3.119999886,344.7838894,0.05,-2.257523,-0.817053,6.017614077,-0.9006360769,-2.710726976,6.017426014,-2.312602606,-0.628734568,1.563517451,-0.9132375717,-2.758370399,6.035282377,-0.9005402923,-2.710787296,6.016924475,-0.726454854,-2.740753651,2.635743876,0.3878743052,0.08010994643
1970/01/01/09:00:24.373000,364,24,323000000,0,1.395296206,0.06897370916,0.009265251865,1.396999955,2.829999924,344.7561335,0.049,-2.253626,-0.831065,6.017129646,-0.9098702669,-2.699051142,6.017241001,-2.325327126,-0.6385748557,1.581904888,-0.9478440881,-2.800071001,6.02096856,-0.9096620679,-2.699028969,6.018797163,-0.9242199659,-2.677688122,2.643475685,0.3466752172,0.0833330676
1970/01/01/09:00:24.423000,365,24,373000000,0,1.394825982,0.0572412181,0.00955583707,1.396000028,2.349999905,344.7151265,0.05,-2.250384,-0.845245,6.016413939,-0.9196402431,-2.700184584,6.016487598,-2.317405761,-0.6465886411,1.581910253,-0.9674459696,-2.816450596,6.0149954,-0.9195358157,-2.700219393,6.016480152,-0.9675908685,-2.687578917,2.651469293,0.3375999629,0.07720139623
1970/01/01/09:00:24.523000,366,24,423000000,0,1.406583805,0.06313460843,0.009784274914,1.407999992,2.569999933,344.6782914,0.05,-2.24641,-0.859811,6.015771046,-0.9245179892,-2.700479031,6.016077518,-2.310925057,-0.6597378817,1.584666729,-0.9760053158,-2.822687387,6.012662385,-0.9244609475,-2.700535536,6.015445892,-0.9622682333,-2.68982625,2.658799676,0.3397142887,0.07702845335
1970/01/01/09:00:24.524000,367,24,474000000,0,1.406999603,-0.0009822711633,0.01018087161,1.406999946,-0.03999999911,344.6155792,0.051,-2.242399,-0.87423,6.01467651,-0.9401063323,-2.688401222,6.015242577,-2.302789062,-0.6685917635,1.619832039,-1.014130831,-2.85563302,6.001017127,-0.9398522377,-2.688292742,6.017978195,-1.031824231,-2.631192923,2.66576354,0.3141317964,0.09549496323
1970/01/01/09:00:24.574000,368,24,573000000,0,1.411797596,-0.02390358538,0.01152370922,1.411999941,-0.9700000286,344.5869425,0.099,-2.238236,-0.888617,6.014176705,-0.9399306774,-2.699729443,6.014332771,-2.280916137,-0.6796402247,1.604560614,-0.9957715273,-2.830879211,6.008779411,-0.9398411512,-2.699751139,6.014484708,-0.9155532122,-2.728832483,2.672797217,0.3622457087,0.07068017125
1970/01/01/09:00:24.724000,369,24,623000000,0,1.399551679,0.03542640257,0.01321578711,1.399999976,1.450000048,344.594057,0.05,-2.234149,-0.902392,6.014300878,-0.939252317,-2.719815969,6.013714314,-2.253283425,-0.6929850483,1.566797614,-0.9765146375,-2.806528568,6.01670203,-0.9395822287,-2.720131636,6.007088278,-0.8864187598,-2.783351183,2.67997052,0.3724755943,0.06199051067
1970/01/01/09:00:24.724000,370,24,674000000,0,1.401338551,0.04305957414,0.01389626118,1.40199995,1.75999999,344.549771,0.051,-2.229522,-0.917024,6.013527941,-0.9426082969,-2.703886271,6.013365746,-2.238210219,-0.7122284338,1.631442428,-0.973662436,-2.792168617,6.020689849,-0.942250967,-2.703681707,6.017506127,-0.8773243427,-2.680616617,2.686672584,0.3677080274,0.1127286553
1970/01/01/09:00:24.774000,371,24,773000000,0,1.392304987,0.04399818995,0.01325678106,1.393000007,1.809999943,344.5150573,0.099,-2.225438,-0.930998,6.012922073,-0.9525888562,-2.684054613,6.013191223,-2.240307226,-0.7354790147,1.695894599,-1.007319808,-2.827115774,6.008682166,-0.9516786933,-2.683386803,6.025635962,-0.9878963828,-2.623996973,2.691856212,0.3307639062,0.1253964603
1970/01/01/09:00:24.874000,372,24,873000000,0,1.376205251,0.1022697161,0.01304325796,1.379999995,4.25,344.4591992,0.1,-2.220465,-0.94541,6.011947164,-0.9573150277,-2.691644669,6.012022495,-2.244306646,-0.7427154544,1.685127974,-0.999774456,-2.80722928,6.014375065,-0.9565062523,-2.691006184,6.022288475,-0.9384635687,-2.706584692,2.69571339,0.3556199074,0.08729172498
1970/01/01/09:00:24.973000,373,24,923000000,0,1.362742864,0.1408257782,0.0118106513,1.370000005,5.900000095,344.4338256,0.05,-2.215523,-0.959963,6.011504312,-0.9788166881,-2.686016798,6.01154089,-2.259273696,-0.7587705668,1.681189656,-1.074826598,-2.894629478,5.985543613,-0.9784091711,-2.685772896,6.01661757,-1.160220385,-2.632922411,2.699396034,0.3012362719,0.1007859409
1970/01/01/09:00:25.023000,374,24,973000000,0,1.372839826,0.1191422224,0.01109695118,1.378000021,4.960000038,344.3706508,0.05,-2.21065,-0.974221,6.010401704,-0.9718450308,-2.697389603,6.010715008,-2.268026484,-0.7691171213,1.675164104,-1.036409974,-2.852422953,5.998736475,-0.9714105129,-2.697127104,6.016043399,-0.90985322,-2.744333982,2.704544756,0.381306082,0.07615946978
1970/01/01/09:00:25.074000,375,25,23000000,0,1.392984885,0.07495370235,0.01040775213,1.394999981,3.079999924,344.3505928,0.05,-2.205798,-0.988639,6.010051626,-0.986954987,-2.715762854,6.009860516,-2.271084098,-0.7905261462,1.629958391,-1.071715593,-2.888972759,5.986457471,-0.9873501658,-2.716089249,6.002842669,-1.077982664,-2.748466015,2.711683152,0.350194037,0.07133401185
1970/01/01/09:00:25.123000,376,25,73000000,0,1.382970526,0.05337010124,0.01072447169,1.383999944,2.210000038,344.3225437,0.05,-2.200767,-1.001639,6.009562076,-0.9827697873,-2.714396238,6.009418964,-2.262402953,-0.7966259819,1.645037651,-1.044422746,-2.854981184,5.997190152,-0.9828439951,-2.714512587,6.007355366,-0.9095090032,-2.731676579,2.720165452,0.396856457,0.08954072744
1970/01/01/09:00:25.223000,377,25,123000000,0,1.400876774,0.01858302286,0.01141166712,1.401000023,0.7599999905,344.3172263,0.05,-2.1958,-1.01428,6.009469271,-0.9908397794,-2.69391942,6.009449959,-2.248729179,-0.8017514436,1.695052505,-1.074645996,-2.885476828,5.986801122,-0.9905346632,-2.693784714,6.01334912,-1.029573798,-2.637312174,2.728438313,0.3690952659,0.1039221957
1970/01/01/09:00:25.223000,378,25,173000000,0,1.398907232,0.01611496792,0.01184738108,1.399000049,0.6600000262,344.2822199,0.05,-2.190435,-1.027904,6.008858293,-0.9938788414,-2.712245226,6.008162498,-2.239424625,-0.8076319023,1.663017869,-1.055545688,-2.854595184,5.996264134,-0.9939652681,-2.712382317,6.005898211,-0.9518343806,-2.762185335,2.735663976,0.4057552516,0.05015285313
1970/01/01/09:00:25.324000,379,25,273000000,0,1.413641661,0.03183316298,0.0108575434,1.414000034,1.289999962,344.4128675,0.1,-2.184156,-1.042369,6.011138524,-0.9949547648,-2.722516537,6.007902145,-2.248517762,-0.82609155,1.653393984,-1.037304401,-2.825375319,6.005381081,-0.9952356219,-2.72281456,6.002461706,-0.9255077243,-2.767543316,2.741598096,0.4162901342,0.05300747603
1970/01/01/09:00:25.374000,380,25,373000000,0,1.394378742,0.04162777649,0.01087149586,1.394999981,1.710000038,344.178851,0.1,-2.179866,-1.05481,6.007054166,-0.9989776611,-2.707856178,6.007457733,-2.245851325,-0.8377313547,1.700812697,-1.035720587,-2.811423302,6.009123776,-0.9984970093,-2.707536697,6.012873207,-0.9338377118,-2.688321352,2.747462402,0.4033112824,0.0925430432
1970/01/01/09:00:25.474000,381,25,473000000,0,1.38170468,0.05984331163,0.01132307332,1.383000016,2.480000019,344.1067839,0.1,-2.175415,-1.068111,6.005796358,-1.013570189,-2.725820065,6.005691528,-2.238092675,-0.8467807143,1.620415449,-1.060306787,-2.831461668,6.00179917,-1.014078259,-2.726370096,5.997981314,-1.046445608,-2.761234283,2.753396521,0.3636425734,0.0466670543
1970/01/01/09:00:25.574000,382,25,573000000,0,1.375947772,0.05382061815,0.01161972138,1.376999974,2.24000001,344.0626499,0.1,-2.170784,-1.080937,6.005026075,-1.017879844,-2.736962557,6.004496574,-2.230212443,-0.8608921347,1.601273894,-1.042741537,-2.79684782,6.012020741,-1.0187397,-2.73783493,5.9927927,-0.9764843583,-2.776597023,2.75954008,0.3990469575,0.05405281857
1970/01/01/09:00:25.674000,383,25,673000000,0,1.398989736,0.00537176133,0.0118097348,1.399000049,0.2199999988,344.0336429,0.1,-2.166117,-1.093695,6.004519806,-1.021418095,-2.724133492,6.004237652,-2.224952495,-0.8759033212,1.717193723,-1.035693884,-2.774959803,6.018072937,-1.02133739,-2.724153519,6.004272733,-0.9571742415,-2.708765507,2.764706255,0.3993061185,0.08861248195
1970/01/01/09:00:25.824000,384,25,723000000,0,1.390572857,0.03447056315,0.01170038811,1.391000032,1.419999957,344.0165642,0.05,-2.161637,-1.105652,6.004221727,-1.03641963,-2.686427832,6.004731655,-2.225114865,-0.8876997257,1.698982,-1.121073246,-2.884907961,5.982543502,-1.035231829,-2.685600519,6.018879418,-1.158077955,-2.564794064,2.769296471,0.3418348134,0.1036137938
1970/01/01/09:00:25.873000,385,25,774000000,0,1.381089403,0.05015951439,0.01111630279,1.381999969,2.079999924,344.1492844,0.051,-2.155744,-1.120796,6.006538131,-1.043362975,-2.700331926,6.004101276,-2.228489631,-0.9089706075,1.610918403,-1.123449564,-2.880135059,5.983516906,-1.042796731,-2.70000124,6.010088746,-1.106019258,-2.707056284,2.77411358,0.3635677099,0.06943044066
1970/01/01/09:00:25.874000,386,25,873000000,0,1.383805271,0.05751474713,0.0113029082,1.38499999,2.380000114,343.913104,0.099,-2.150102,-1.133997,6.002416005,-1.062290072,-2.712479115,6.002464771,-2.225429843,-0.9096029739,1.539321899,-1.164151073,-2.915681601,5.971515451,-1.062671661,-2.712858677,5.996819649,-1.180310369,-2.710413218,2.780728377,0.3413755894,0.06096164137
1970/01/01/09:00:26.023000,387,25,923000000,0,1.385793446,0.05783966708,0.01068264757,1.386999965,2.390000105,343.8949011,0.05,-2.144424,-1.146489,6.002098304,-1.082184792,-2.705459595,6.002035618,-2.228035279,-0.9215515252,1.574681401,-1.225807428,-2.975603342,5.952396993,-1.082906842,-2.705991268,5.992010359,-1.291203976,-2.626200914,2.789210678,0.3119834661,0.06918854266
1970/01/01/09:00:26.024000,388,25,973000000,0,1.386505474,0.0370334033,0.01117036496,1.386999965,1.529999971,343.8298348,0.05,-2.138343,-1.159985,6.000962683,-1.070602536,-2.720553875,6.000975132,-2.214609022,-0.9296027644,1.582520485,-1.165037394,-2.914872169,5.970276449,-1.071165681,-2.721032858,5.993290637,-0.9434680939,-2.804861546,2.798443469,0.4561954141,0.04917135835
1970/01/01/09:00:26.124000,389,26,73000000,0,1.402666121,0.03060628364,0.01094771845,1.402999997,1.25,343.981587,0.1,-2.132841,-1.172022,6.003611259,-1.081988096,-2.696952105,6.001359463,-2.209444701,-0.9487860931,1.658117771,-1.205609083,-2.953859329,5.957219605,-1.081803322,-2.696888685,6.002710048,-1.108229518,-2.645259619,2.806576704,0.3885720372,0.08251319826
1970/01/01/09:00:26.174000,390,26,173000000,0,1.379884899,0.01782280698,0.01120827339,1.379999995,0.7400000095,343.7558004,0.1,-2.127077,-1.184889,5.99967054,-1.091197729,-2.701437235,6.000119686,-2.20507782,-0.9520537367,1.65178895,-1.213086128,-2.950143576,5.957651112,-1.09123528,-2.701534033,5.998881851,-1.110211015,-2.702005863,2.812667903,0.3966228068,0.05980165675
1970/01/01/09:00:26.273000,391,26,223000000,0,1.388985757,-0.006303060461,0.01072115626,1.389000058,-0.2599999905,343.751972,0.05,-2.121257,-1.197568,5.999603722,-1.097887754,-2.694347382,5.99985981,-2.208844032,-0.9696363656,1.667988539,-1.231353641,-2.965872288,5.952310894,-1.09780407,-2.694346666,6.00022379,-1.144597769,-2.663651466,2.817066132,0.3867174983,0.06503353268
1970/01/01/09:00:26.323000,392,26,273000000,0,1.376469792,0.03820785789,0.01062559351,1.376999974,1.590000033,343.7182324,0.05,-2.11482,-1.21042,5.999014855,-1.113733292,-2.679146528,5.99936533,-2.209570234,-0.9802587921,1.693873405,-1.280660629,-3.009451866,5.937704925,-1.113481522,-2.679025173,6.002078656,-1.238141656,-2.601716042,2.821062936,0.3587519526,0.07399177551
1970/01/01/09:00:26.373000,393,26,323000000,0,1.389784027,0.02450140791,0.01076703129,1.389999986,1.00999999,343.6998329,0.05,-2.108624,-1.223964,5.998693723,-1.126889348,-2.678235531,5.99886179,-2.206197119,-0.9888678374,1.686140418,-1.312375784,-3.03348732,5.929653291,-1.126970053,-2.678304434,5.997500066,-1.274187207,-2.62321353,2.825775325,0.3542352021,0.06927848607
1970/01/01/09:00:26.423000,394,26,373000000,0,1.371903354,0.01628284145,0.01078307267,1.371999979,0.6800000072,343.6472418,0.05,-2.102993,-1.236107,5.997775836,-1.130820513,-2.665450811,5.998412609,-2.201579693,-1.000903011,1.718766212,-1.31744802,-3.031199694,5.929879491,-1.130445004,-2.665255308,6.003177528,-1.170863867,-2.616232395,2.831674538,0.3821805418,0.08070427924
1970/01/01/09:00:26.524000,395,26,423000000,0,1.388987873,0.005818212694,0.0110120109,1.389000058,0.2399999946,343.6276223,0.05,-2.09727,-1.24833,5.997433409,-1.125286579,-2.667104244,5.998057842,-2.191267705,-1.016530861,1.725327015,-1.292513967,-3.008884907,5.937066082,-1.124721766,-2.666845322,6.005620871,-1.063526273,-2.684604883,2.838551136,0.4059476256,0.07460632175
1970/01/01/09:00:26.524000,396,26,473000000,0,1.383974121,0.008454321829,0.01158150814,1.383999944,0.349999994,343.5874126,0.05,-2.092082,-1.260172,5.996731619,-1.137016535,-2.691198111,5.996360302,-2.175811892,-1.030978825,1.657332897,-1.297679901,-3.002319098,5.938460116,-1.137349844,-2.691450596,5.991490249,-1.135036826,-2.757005692,2.846143318,0.3908903599,0.0366778411
1970/01/01/09:00:26.625000,397,26,573000000,0,1.378921796,0.01468125758,0.01165619628,1.378999949,0.6100000143,343.556374,0.1,-2.08705,-1.271606,5.996189892,-1.136949539,-2.692417383,5.995612621,-2.162341795,-1.054286749,1.671755314,-1.270096898,-2.960735083,5.951370422,-1.137014985,-2.692509651,5.994257007,-1.043010831,-2.726891279,2.854608165,0.4214952588,0.070275262
1970/01/01/09:00:26.674000,398,26,673000000,0,1.380929285,0.01397949951,0.01192451184,1.381000042,0.5799999833,343.5076054,0.1,-2.08112,-1.28298,5.99533872,-1.139012456,-2.675695658,5.995522022,-2.149561188,-1.06798052,1.723294497,-1.269815087,-2.951512814,5.953825716,-1.138292789,-2.675225496,6.004169796,-1.080553412,-2.653401852,2.863631517,0.4025784731,0.08935705572
1970/01/01/09:00:26.774000,399,26,723000000,0,1.383580883,0.03405561332,0.01207043122,1.383999944,1.409999967,343.4916418,0.05,-2.075144,-1.294151,5.995060102,-1.135991693,-2.706138134,5.994606972,-2.138840509,-1.080028721,1.656800747,-1.223519325,-2.894454718,5.972528491,-1.136057019,-2.706232786,5.992885862,-1.046430349,-2.804888248,2.872515243,0.419164896,0.06652401388
1970/01/01/09:00:26.823000,400,26,774000000,0,1.380886624,0.05546213491,0.01235128965,1.381999969,2.299999952,343.4687608,0.051,-2.06911,-1.305273,5.994660755,-1.143483996,-2.713592529,5.993860245,-2.127990453,-1.092260904,1.639459968,-1.230509758,-2.894098043,5.971975152,-1.143853664,-2.713875294,5.988094662,-1.119201422,-2.751120806,2.879950345,0.3969455361,0.07588720322
1970/01/01/09:00:26.874000,401,26,823000000,0,1.394904546,0.05529362032,0.01234124454,1.396000028,2.269999981,343.4513884,0.049,-2.063346,-1.316583,5.994357548,-1.135830164,-2.726386786,5.993562222,-2.12456419,-1.101889349,1.628988504,-1.172763705,-2.820716858,5.996089135,-1.136206627,-2.72664094,5.987328831,-1.011666536,-2.794621468,2.885552852,0.4200844467,0.0747378096
1970/01/01/09:00:26.923000,402,26,874000000,0,1.388283873,0.04459876277,0.01243470172,1.389000058,1.840000033,343.3979398,0.051,-2.057491,-1.32792,5.993424694,-1.14347136,-2.731547356,5.992848396,-2.122009491,-1.110877241,1.61937201,-1.184190869,-2.826679468,5.993355815,-1.144061208,-2.731936216,5.98384494,-1.112216473,-2.763058662,2.889619469,0.3931284547,0.0751799494
1970/01/01/09:00:27.024000,403,26,923000000,0,1.386518317,0.0365494198,0.01260285434,1.386999965,1.50999999,343.3772639,0.049,-2.051842,-1.339284,5.993063832,-1.137075663,-2.708375216,5.993118763,-2.118507534,-1.120120767,1.674325466,-1.160338521,-2.792812347,6.004213307,-1.136796594,-2.708295107,5.996087108,-1.041820645,-2.677184582,2.89354646,0.4015961885,0.09269443154
1970/01/01/09:00:27.024000,404,26,973000000,0,1.38518086,0.04764543198,0.01259129144,1.386000037,1.970000029,343.3381642,0.05,-2.045755,-1.349885,5.992381413,-1.145481944,-2.74790597,5.991240025,-2.115897423,-1.130372849,1.568098068,-1.137771845,-2.751460075,6.016550604,-1.14646399,-2.74861002,5.976796095,-1.094109058,-2.860522985,2.898485742,0.3984591961,0.01480925828
1970/01/01/09:00:27.124000,405,27,73000000,0,1.38369641,0.02898430909,0.01228676313,1.383999944,1.200000048,343.4877801,0.1,-2.039653,-1.360738,5.994992702,-1.143981338,-2.760370255,5.99106884,-2.11368567,-1.143524729,1.55593729,-1.092550635,-2.683418751,6.037709672,-1.145142078,-2.761212826,5.974127118,-1.029776931,-2.832029343,2.90510054,0.4124652445,0.03657678515
1970/01/01/09:00:27.174000,406,27,173000000,0,1.380639096,0.0315721747,0.01238935517,1.381000042,1.309999943,343.2548543,0.1,-2.033565,-1.37152,5.990927382,-1.157018304,-2.741982222,5.990672112,-2.104263233,-1.155739138,1.613418937,-1.147532701,-2.746500492,6.016177301,-1.157646894,-2.742534161,5.981496517,-1.168597221,-2.704902887,2.912849802,0.3411133885,0.06222444773
1970/01/01/09:00:27.274000,407,27,224000000,0,1.377552662,0.03511013169,0.01196787143,1.378000021,1.460000038,343.2350344,0.051,-2.02762,-1.38243,5.990581458,-1.139327407,-2.736020327,5.990822792,-2.100681984,-1.16976864,1.663720846,-1.055814266,-2.627092838,6.053659085,-1.138982534,-2.735916615,5.993861202,-0.9405314922,-2.772533178,2.921087756,0.3996684551,0.07154625654
1970/01/01/09:00:27.324000,408,27,273000000,0,1.376741575,0.02667516517,0.01175195981,1.376999974,1.110000014,343.2113274,0.049,-2.021483,-1.393985,5.990167692,-1.158279061,-2.739920139,5.989866257,-2.095854596,-1.179283904,1.637323618,-1.14574635,-2.743593454,6.015493427,-1.158541441,-2.740170479,5.985216443,-1.219920874,-2.751983166,2.929570056,0.3246737421,0.0476622805
1970/01/01/09:00:27.374000,409,27,324000000,0,1.38090842,0.01590762731,0.01178825682,1.381000042,0.6600000262,343.1951618,0.051,-2.015465,-1.40487,5.989885551,-1.140572906,-2.759899855,5.989490509,-2.086369399,-1.192095425,1.623626828,-1.043591499,-2.616725206,6.054983739,-1.140714645,-2.760070562,5.98602641,-0.9441190362,-2.868905544,2.93791273,0.3857669234,0.05050253123
1970/01/01/09:00:27.425000,410,27,374000000,0,1.378605755,0.0329701408,0.01172264631,1.378999949,1.370000005,343.1418327,0.05,-2.009184,-1.415949,5.988954783,-1.14465487,-2.748886347,5.989104748,-2.079530146,-1.204185197,1.654825211,-1.058392406,-2.629499435,6.049951438,-1.144396544,-2.748839617,5.991149727,-1.060904503,-2.758193493,2.945470006,0.345584482,0.06681886315
1970/01/01/09:00:27.523000,411,27,425000000,0,1.383982216,0.00700502309,0.01196735752,1.383999944,0.2899999917,343.1265099,0.051,-2.004349,-1.424507,5.988687349,-1.140193224,-2.748443604,5.988862038,-2.069561391,-1.218151132,1.666451335,-1.03342855,-2.593062639,6.06105407,-1.139702916,-2.748299122,5.994181846,-1.037737489,-2.774496555,2.951037606,0.3519388735,0.06653488427
1970/01/01/09:00:27.524000,412,27,473000000,0,1.379998293,0.002167698118,0.01166175251,1.379999995,0.09000000358,343.0723962,0.048,-1.996809,-1.437199,5.987742887,-1.138120174,-2.762655258,5.987681389,-2.069367749,-1.234072445,1.648241878,-0.9808816314,-2.51163435,6.08498678,-1.137681246,-2.762500286,5.991813813,-0.9814853668,-2.839769363,2.954685344,0.3848766387,0.05478623509
1970/01/01/09:00:27.574000,413,27,573000000,0,1.380848075,0.02048679713,0.01164665259,1.381000042,0.8500000238,343.0875219,0.1,-1.989982,-1.448103,5.988006879,-1.150503516,-2.780401468,5.986642838,-2.068887829,-1.243936528,1.596616387,-1.022683144,-2.563411474,6.067735527,-1.150907874,-2.780774832,5.979680512,-1.147034168,-2.840323687,2.957477871,0.337483108,0.03593415022
1970/01/01/09:00:27.674000,414,27,673000000,0,1.381921647,0.01471319672,0.0114197263,1.381999969,0.6100000143,343.0003149,0.1,-1.983124,-1.4592,5.98648483,-1.152214527,-2.777681112,5.98600626,-2.06873583,-1.255961415,1.627297044,-1.002654195,-2.526595116,6.077348981,-1.152206779,-2.777808189,5.984493379,-1.066812277,-2.798764706,2.961038342,0.3617778718,0.06963346899
1970/01/01/09:00:27.773000,415,27,723000000,0,1.382500485,0.03716789541,0.01094703393,1.383000016,1.539999962,342.9783047,0.05,-1.974951,-1.472193,5.98610068,-1.159394741,-2.758499146,5.986111641,-2.073124584,-1.263694075,1.674765468,-1.054462552,-2.591838598,6.05691177,-1.158884883,-2.758306742,5.991176132,-1.183599472,-2.708864212,2.96637905,0.327587992,0.07436420768
1970/01/01/09:00:27.824000,416,27,773000000,0,1.38994274,0.01261506606,0.01022651362,1.389999986,0.5199999809,342.9481924,0.05,-1.967583,-1.484371,5.985575121,-1.162969112,-2.738762617,5.985957146,-2.074208595,-1.280888003,1.734396815,-1.070277572,-2.603981733,6.052342925,-1.161675811,-2.7380898,6.001127485,-1.158389807,-2.684144735,2.973412727,0.3349921107,0.0837585479
1970/01/01/09:00:27.923000,417,27,824000000,0,1.384947254,0.01208625158,0.01026550084,1.38499999,0.5,342.934549,0.051,-1.959865,-1.494004,5.985336999,-1.171741962,-2.730060339,5.985681534,-2.066818949,-1.287576427,1.747044683,-1.109136939,-2.644322157,6.040070433,-1.170464516,-2.729497194,6.001532529,-1.239116192,-2.683608532,2.982052107,0.3207390308,0.08026763797
1970/01/01/09:00:27.973000,418,27,873000000,0,1.388989819,0.005333364217,0.01066589359,1.389000058,0.2199999988,343.0443945,0.049,-1.951486,-1.503965,5.987254165,-1.174181342,-2.735662937,5.985287666,-2.052825064,-1.293071251,1.739426851,-1.102952719,-2.632111073,6.042499412,-1.172951937,-2.735085964,5.999947701,-1.162436128,-2.749517441,2.991302352,0.3500643075,0.07136841118
1970/01/01/09:00:28.023000,419,27,923000000,0,1.384716149,-0.0280385432,0.01104620235,1.38499999,-1.159999967,343.2080324,0.05,-1.94397,-1.513553,5.990110185,-1.180000782,-2.726126194,5.9859128,-2.035242383,-1.306801152,1.757327676,-1.126431108,-2.652523994,6.036192645,-1.178692222,-2.72560811,6.001840208,-1.209749579,-2.695307493,3.000657316,0.3382005095,0.07706803083
1970/01/01/09:00:28.023000,420,27,973000000,0,1.396672805,-0.03023162872,0.01120344537,1.396999955,-1.24000001,342.8018613,0.05,-1.936123,-1.523672,5.983021162,-1.180980086,-2.726891279,5.984722614,-2.023626186,-1.317878942,1.769227743,-1.110946655,-2.629221916,6.041130085,-1.179359436,-2.726010323,6.004042033,-1.114997745,-2.745369911,3.008424032,0.3828938007,0.07358715683
1970/01/01/09:00:28.123000,421,28,73000000,0,1.384884477,-0.01788738231,0.01158216352,1.38499999,-0.7400000095,342.9878136,0.1,-1.92862,-1.533843,5.986266642,-1.193836212,-2.753524303,5.983644009,-2.013618366,-1.324404453,1.683413506,-1.129406571,-2.642174006,6.036497716,-1.193385839,-2.753411531,5.986883495,-1.223167062,-2.818184853,3.014393058,0.3601317704,0.04057889804
1970/01/01/09:00:28.223000,422,28,123000000,0,1.376999639,0.0009613272344,0.01157787542,1.376999974,0.03999999911,343.1484987,0.05,-1.921297,-1.543769,5.989071125,-1.192889333,-2.729805708,5.984745979,-2.00544609,-1.342984261,1.747546077,-1.135521531,-2.645083427,6.035210509,-1.191681266,-2.729318857,5.998178993,-1.168305635,-2.682126284,3.018320049,0.3577223718,0.06555455178
