time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.odom_x,.odom_y,.odom_theta,.meas_rho,.meas_beta,.meas_theta,.delta_t,.gt_rho,.gt_beta,.gt_theta,.case0_x,.case0_y,.case0_t,rho,bearing,.case1_t,.case2_x,.case2_y,.case2_t,.case3_x,.case3_y,.case3_t,.case4_x,.case4_y,.case4_t,.case4_vj,.case4_wj
1970/01/01/09:00:41.473000,621,41,423000000,0,1.241350999,-0.215980722,0.01039206653,1.25999999,-9.869999886,335.08205,0.049,0.495171,-2.386408,5.848285038,-2.27013278,-2.241281986,5.8488307,0.2182379066,-2.360112322,2.9877491,-2.385534286,-2.359224558,5.821708624,-2.269235611,-2.241090298,5.859240685,-2.305052519,-2.198109388,4.269459323,0.3175024092,0.09129608423
1970/01/01/09:00:41.573000,622,41,473000000,0,1.255287563,-0.1791009495,0.01128518881,1.268000007,-8.119999886,335.0426641,0.05,0.50794,-2.382499,5.847597624,-2.284444332,-2.238484859,5.847800255,0.2306425593,-2.34280986,2.962788105,-2.439331293,-2.380262613,5.813458506,-2.284062862,-2.238414288,5.851983849,-2.384292364,-2.178693533,4.27787181,0.299826026,0.08527882397
1970/01/01/09:00:41.623000,623,41,523000000,0,1.239391337,-0.1625088143,0.01109750774,1.25,-7.46999979,335.4061515,0.05,0.520315,-2.378477,5.853941675,-2.276525497,-2.251306057,5.848474026,0.25849887,-2.334923289,2.965864658,-2.378963709,-2.352813959,5.819701676,-2.276096582,-2.251272678,5.852625881,-2.217146873,-2.325336933,4.288588131,0.3405086696,0.07456104457
1970/01/01/09:00:41.674000,624,41,573000000,0,1.237956236,-0.1731021628,0.01199098684,1.25,-7.960000038,335.2238489,0.05,0.532211,-2.37478,5.850759894,-2.276262283,-2.242197514,5.848465443,0.2649348734,-2.317176899,2.991414547,-2.370829582,-2.341434479,5.82147241,-2.275538921,-2.242067814,5.856083367,-2.220695496,-2.267694473,4.299828052,0.3349127769,0.08923506737
1970/01/01/09:00:41.675000,625,41,673000000,0,1.235426485,-0.1767072819,0.01082420707,1.248000026,-8.140000343,334.967149,0.1,0.544199,-2.370798,5.846279636,-2.276842117,-2.240803003,5.847332001,0.2901752735,-2.323157311,3.004299402,-2.335169554,-2.310473919,5.828700338,-2.275933504,-2.240522861,5.856787864,-2.209711313,-2.295475721,4.309636802,0.3483400941,0.08152724057
1970/01/01/09:00:41.824000,626,41,723000000,0,1.21754926,-0.1945839086,0.01138424072,1.23300004,-9.079999924,334.9451119,0.05,0.556114,-2.366954,5.845895017,-2.272973537,-2.270362616,5.846364498,0.3017183481,-2.313132189,2.959098577,-2.21952033,-2.237006903,5.853043113,-2.272625685,-2.270369768,5.849083398,-2.166715145,-2.433748722,4.315867628,0.3749856353,0.06075099856
1970/01/01/09:00:41.824000,627,41,773000000,0,1.252762692,-0.1604826063,0.01054052944,1.263000011,-7.300000191,334.9096762,0.05,0.568653,-2.363154,5.845276546,-2.284643412,-2.237529755,5.845844746,0.3203381365,-2.321861856,3.015938282,-2.37464571,-2.332975388,5.815718238,-2.283730984,-2.237230301,5.855465118,-2.318791628,-2.170823336,4.319846978,0.2815512717,0.1202969104
1970/01/01/09:00:41.875000,628,41,874000000,0,1.231732414,-0.1429520297,0.009863570535,1.24000001,-6.619999886,334.8552509,0.101,0.581265,-2.359179,5.844326645,-2.293671608,-2.224732161,5.845094681,0.3201726866,-2.334186003,3.027834892,-2.433262825,-2.360360861,5.804687146,-2.292757034,-2.224417448,5.854952637,-2.361913681,-2.145451546,4.323442357,0.2698274255,0.1205238402
1970/01/01/09:00:41.973000,629,41,923000000,0,1.24958875,-0.1536515982,0.009614733502,1.258999944,-7.010000229,334.8343912,0.049,0.593465,-2.355097,5.843962575,-2.308795691,-2.220016003,5.844382763,0.3248528208,-2.337942856,3.001446724,-2.505992174,-2.394102097,5.793174926,-2.308466673,-2.219985723,5.847606365,-2.44818449,-2.115814686,4.328591078,0.2527243197,0.1213100553
1970/01/01/09:00:42.024000,630,41,973000000,0,1.222606021,-0.1518502561,0.01060842236,1.231999993,-7.079999924,334.7925736,0.05,0.605998,-2.351133,5.843232721,-2.313563108,-2.215206146,5.843632221,0.3216373719,-2.325767693,3.011445761,-2.513076782,-2.39040184,5.792390619,-2.313253403,-2.215169668,5.846692864,-2.37039423,-2.161860943,4.335397862,0.2804425657,0.1158909649
1970/01/01/09:00:42.123000,631,42,23000000,0,1.248401027,-0.1914782093,0.01116844145,1.263000011,-8.720000267,334.7957396,0.05,0.618122,-2.346832,5.843287978,-2.324998379,-2.216188669,5.843046188,0.3349078226,-2.313626194,2.989354849,-2.542756319,-2.39796567,5.789594088,-2.32515502,-2.216324329,5.840051089,-2.421954155,-2.160552025,4.342920231,0.2726755142,0.113747105
1970/01/01/09:00:42.176000,632,42,73000000,0,1.237001807,-0.1494746092,0.01027226589,1.246000051,-6.889999866,334.9776714,0.05,0.630377,-2.341895,5.846463286,-2.311639309,-2.209084749,5.843488216,0.3585824339,-2.319865913,3.055634022,-2.494258165,-2.378476381,5.791713272,-2.311014652,-2.208934307,5.850567166,-2.204635859,-2.253847599,4.350686946,0.3397147357,0.1106035411
1970/01/01/09:00:42.177000,633,42,174000000,0,1.251072399,-0.1871972641,0.01117888707,1.264999986,-8.510000229,334.747322,0.101,0.642989,-2.336826,5.84244293,-2.311125755,-2.210184336,5.842501163,0.3664904431,-2.303899247,3.066776037,-2.452933073,-2.346991301,5.7988506,-2.310363054,-2.209909201,5.850760851,-2.219505787,-2.290741205,4.358087142,0.3434124589,0.09181573987
1970/01/01/09:00:42.274000,634,42,224000000,0,1.230109316,-0.2330987035,0.01144347213,1.251999974,-10.72999954,334.7052184,0.05,0.654994,-2.33181,5.841708085,-2.312091112,-2.227647305,5.841743469,0.3820612992,-2.294675392,3.031125784,-2.401675701,-2.314713001,5.809029017,-2.311811686,-2.227647305,5.844018165,-2.250267744,-2.33692503,4.365574605,0.3436658382,0.08112763613
1970/01/01/09:00:42.376000,635,42,274000000,0,1.229002258,-0.2169274398,0.01010365451,1.248000026,-10.01000023,334.6626186,0.05,0.66733,-2.326645,5.840964577,-2.313104153,-2.208655596,5.841440678,0.4056826854,-2.30649176,3.081100225,-2.42799449,-2.323779345,5.803757642,-2.312307358,-2.208410501,5.850669775,-2.274888754,-2.200959682,4.372608282,0.3222764134,0.1139999181
1970/01/01/09:00:42.376000,636,42,374000000,0,1.206496108,-0.1876380414,0.009658525857,1.220999956,-8.840000153,334.6093052,0.1,0.679877,-2.321729,5.840034084,-2.318563938,-2.219423532,5.839992046,0.4111379301,-2.311654614,3.044700623,-2.388102055,-2.290039778,5.812484328,-2.318240166,-2.219380856,5.842701201,-2.293926239,-2.285768509,4.378751841,0.3307325542,0.07733987272
1970/01/01/09:00:42.473000,637,42,423000000,0,1.212704308,-0.1659042024,0.01067488696,1.223999977,-7.789999962,334.5880886,0.049,0.69201,-2.316798,5.839663784,-2.328088284,-2.211879969,5.83956337,0.4137615633,-2.297816486,3.042038679,-2.461407185,-2.33107996,5.796624903,-2.327983141,-2.211948395,5.839714203,-2.382297277,-2.177711248,4.382940631,0.3010596931,0.0911572203
1970/01/01/09:00:42.574000,638,42,473000000,0,1.230157956,-0.2102747459,0.01133237982,1.248000026,-9.699999809,334.5472808,0.05,0.70411,-2.311832,5.838951554,-2.337833881,-2.212496519,5.838664532,0.4300791891,-2.286811706,3.025034666,-2.487187386,-2.338409662,5.792107735,-2.338132858,-2.212749958,5.833639387,-2.401162863,-2.184366465,4.385925144,0.30044505,0.08682490885
1970/01/01/09:00:42.576000,639,42,574000000,0,1.211461941,-0.1601373536,0.0102277162,1.222000003,-7.53000021,334.5646216,0.101,0.716487,-2.306662,5.839254207,-2.354763746,-2.174103975,5.8383708,0.4634550439,-2.296375987,3.082841158,-2.631587267,-2.405224323,5.767048542,-2.354637146,-2.174138308,5.839006875,-2.496208191,-1.97721076,4.389049283,0.2403487861,0.137458697
1970/01/01/09:00:42.674000,640,42,623000000,0,1.215734623,-0.1658864723,0.009764264795,1.226999998,-7.769999981,334.5472513,0.049,0.728664,-2.301505,5.838951039,-2.363227129,-2.173543453,5.837976456,0.4691667562,-2.303431292,3.069488049,-2.649423838,-2.406860828,5.766069118,-2.363464832,-2.173749685,5.83390889,-2.478199482,-2.075689316,4.394163098,0.2555168569,0.1228680909
1970/01/01/09:00:42.724000,641,42,674000000,0,1.233830902,-0.224002627,0.01057982043,1.253999949,-10.28999996,334.5042885,0.051,0.74101,-2.296363,5.838201197,-2.355700731,-2.183034897,5.837468147,0.4689834557,-2.291661062,3.089757204,-2.600033522,-2.389517307,5.766945306,-2.355786085,-2.183176756,5.83530045,-2.29872179,-2.251099825,4.401458574,0.3233235478,0.09616485238
1970/01/01/09:00:42.773000,642,42,723000000,0,1.21664681,-0.2342892387,0.01161410065,1.238999963,-10.89999962,334.4888128,0.049,0.754225,-2.291004,5.837931095,-2.365475416,-2.147390127,5.837654114,0.4764041039,-2.271954321,3.139617682,-2.702199221,-2.432582378,5.751774315,-2.365120173,-2.147324562,5.841624413,-2.445502996,-2.010492563,4.410115407,0.2776647508,0.126318112
1970/01/01/09:00:42.824000,643,42,773000000,0,1.205848868,-0.1716177162,0.01097817003,1.218000054,-8.100000381,334.4178801,0.05,0.767351,-2.285561,5.836693085,-2.36214304,-2.151881695,5.836944103,0.5078778772,-2.267732789,3.148032904,-2.67552352,-2.421348572,5.751884643,-2.361701965,-2.151768923,5.842016999,-2.342733622,-2.172572374,4.418440628,0.3193306625,0.09409569204
1970/01/01/09:00:42.873000,644,42,824000000,0,1.215006178,-0.1481078331,0.009780065871,1.223999977,-6.949999809,334.4019026,0.051,0.780526,-2.279726,5.836414225,-2.370002985,-2.125576496,5.836843014,0.5366256923,-2.273794591,3.179004192,-2.740439177,-2.442324162,5.744369272,-2.369329691,-2.125385046,5.84582818,-2.436527729,-2.013064861,4.425317225,0.2911606729,0.1145851612
1970/01/01/09:00:42.974000,645,42,873000000,0,1.246854724,-0.1883464626,0.009536745534,1.261000037,-8.590000153,334.3659836,0.049,0.79325,-2.273926,5.83578732,-2.372431993,-2.130381107,5.83596468,0.5467451293,-2.273946085,3.16659379,-2.73106122,-2.434880733,5.743966822,-2.371911287,-2.130222797,5.842556689,-2.390834093,-2.131958008,4.430535759,0.3161556423,0.08743616939
1970/01/01/09:00:42.976000,646,42,973000000,0,1.221828557,-0.2284382918,0.009153743438,1.243000031,-10.59000015,334.3014497,0.1,0.805489,-2.267858,5.834660991,-2.372353077,-2.082448244,5.836025715,0.5452423256,-2.282112335,3.293711185,-2.78743124,-2.44425106,5.738450352,-2.370349169,-2.081355572,5.861965362,-2.374782801,-1.939841628,4.434864176,0.2974872589,0.1607797146
1970/01/01/09:00:43.123000,647,43,23000000,0,1.203825199,-0.1917442226,0.01001780293,1.218999982,-9.050000191,334.6477602,0.05,0.817968,-2.261417,5.840705251,-2.381390333,-2.115603209,5.835622311,0.5497333296,-2.270636319,3.171717405,-2.765959263,-2.437754393,5.738395576,-2.38069129,-2.115355492,5.84396616,-2.435854197,-2.180754185,4.439244952,0.3040520847,0.1152287945
1970/01/01/09:00:43.124000,648,43,73000000,0,1.198546367,-0.1586429463,0.01057602542,1.208999991,-7.539999962,334.3007527,0.05,0.830444,-2.255344,5.834648827,-2.399964094,-2.119146347,5.834000111,0.5577143266,-2.261459029,3.076553345,-2.808652401,-2.443123341,5.733806137,-2.400210619,-2.11942029,5.829336468,-2.505946636,-2.099209309,4.443922435,0.2755610347,0.1310222447
1970/01/01/09:00:43.174000,649,43,173000000,0,1.230933414,-0.172777328,0.0108828039,1.243000031,-7.989999771,334.2584635,0.1,0.843162,-2.249306,5.833910741,-2.397937775,-2.12417388,5.833372116,0.5697402305,-2.253867575,3.109264135,-2.775274754,-2.426076412,5.736230258,-2.398199797,-2.124454975,5.828565542,-2.37276125,-2.166896105,4.44898389,0.3287415504,0.1180566773
1970/01/01/09:00:43.324000,650,43,223000000,0,1.245125905,-0.2056827427,0.01144308306,1.261999965,-9.380000114,334.5781727,0.05,0.856714,-2.242941,5.839490719,-2.410571337,-2.115969181,5.833893776,0.583102928,-2.241536421,3.098207235,-2.834077358,-2.446912527,5.72808272,-2.411169291,-2.116404533,5.823632691,-2.495236158,-2.057282686,4.45444677,0.2965707183,0.1335813999
1970/01/01/09:00:43.325000,651,43,273000000,0,1.233735056,-0.2071205674,0.01158997928,1.251000047,-9.529999733,334.1628761,0.05,0.870145,-2.236551,5.832242426,-2.414840937,-2.09888339,5.833064079,0.602464453,-2.231665237,3.151563883,-2.852470398,-2.44246316,5.726314012,-2.415137053,-2.099195004,5.827814672,-2.446061373,-2.031744242,4.461026662,0.3196478784,0.1425353289
1970/01/01/09:00:43.373000,652,43,373000000,0,1.212974212,-0.2476643851,0.01191745446,1.238000035,-11.53999996,334.1239725,0.1,0.883862,-2.229955,5.831563431,-2.4172616,-2.104038239,5.832082272,0.6218298745,-2.217381965,3.146611452,-2.832343102,-2.42831111,5.728335385,-2.417803288,-2.104487896,5.823835645,-2.420295477,-2.123000383,4.46870611,0.3365455866,0.1123758927
1970/01/01/09:00:43.474000,653,43,473000000,0,1.211385984,-0.1821237391,0.01199111687,1.225000024,-8.550000191,334.0542942,0.1,0.899173,-2.223416,5.830347315,-2.417218447,-2.099165916,5.831077099,0.6436514679,-2.204550998,3.176027536,-2.803293705,-2.403503895,5.733013753,-2.417557716,-2.099510193,5.826033298,-2.372502327,-2.133562088,4.476944064,0.3619178534,0.1108103991
1970/01/01/09:00:43.574000,654,43,573000000,0,1.207588326,-0.1804752845,0.0115114181,1.220999956,-8.5,334.0531594,0.1,0.909801,-2.216418,5.830327508,-2.428832769,-2.103310108,5.829589367,0.6726030095,-2.195614743,3.136387348,-2.815968037,-2.397998333,5.731524471,-2.430066824,-2.104277372,5.814514492,-2.460155487,-2.127710104,4.484466433,0.3307269514,0.09552056342
1970/01/01/09:00:43.723000,655,43,623000000,0,1.207714027,-0.1796321857,0.01165274561,1.220999956,-8.460000038,334.3818818,0.05,0.922431,-2.208606,5.836064796,-2.424538851,-2.096598625,5.830611706,0.691231022,-2.184842753,3.176320791,-2.785138607,-2.378993511,5.73704708,-2.425235033,-2.097117901,5.820566986,-2.383865595,-2.10851264,4.491203404,0.3450849652,0.1016229242
1970/01/01/09:00:43.723000,656,43,673000000,0,1.206365431,-0.1605349352,0.01166586584,1.217000008,-7.579999924,333.9858492,0.05,0.934624,-2.201035,5.829152723,-2.429462194,-2.088285685,5.829572201,0.7010274788,-2.181472778,3.193650484,-2.78910327,-2.368842602,5.737112288,-2.430141211,-2.088831902,5.820557956,-2.421280384,-2.090362787,4.496945538,0.3340903521,0.09931688756
1970/01/01/09:00:43.826000,657,43,774000000,0,1.213444668,-0.1603994408,0.01261048804,1.223999977,-7.53000021,334.1224109,0.101,0.947473,-2.19275,5.831536175,-2.430677891,-2.081291199,5.829445839,0.7047218164,-2.167588969,3.216709614,-2.77961421,-2.355777264,5.739429657,-2.431147099,-2.081689835,5.822718028,-2.41531682,-2.081978083,4.502443325,0.3376809061,0.1009259149
1970/01/01/09:00:43.877000,658,43,873000000,0,1.216306659,-0.145681739,0.01305796568,1.225000024,-6.829999924,333.8762472,0.099,0.95965,-2.184664,5.827239808,-2.445770025,-2.087105274,5.827506065,0.7088771115,-2.161309108,3.161569357,-2.811829805,-2.360445499,5.734056656,-2.447476149,-2.088317633,5.807584439,-2.513665438,-2.09047842,4.507260433,0.3070451319,0.07757987082
1970/01/01/09:00:43.974000,659,43,924000000,0,1.223636334,-0.1433112227,0.01370993249,1.231999993,-6.679999828,333.8450744,0.051,0.971694,-2.176165,5.82669574,-2.442079544,-2.102380037,5.826936722,0.7121600911,-2.151952983,3.159543276,-2.715751886,-2.308158636,5.751915816,-2.443877697,-2.103410006,5.804387812,-2.399898529,-2.185454369,4.512182262,0.3400446773,0.06663198769
1970/01/01/09:00:44.023000,660,43,973000000,0,1.242908928,-0.142051091,0.01373258704,1.251000047,-6.519999981,333.8041486,0.049,0.983385,-2.169239,5.82598145,-2.438378811,-2.095871449,5.826463699,0.7218327823,-2.147450205,3.192596674,-2.655822515,-2.266585588,5.765145902,-2.439702034,-2.096625805,5.809953992,-2.361205101,-2.147610903,4.517330983,0.3460036814,0.08247552812
1970/01/01/09:00:44.123000,661,44,23000000,0,1.239301186,-0.1383528761,0.01406918147,1.246999979,-6.369999886,333.8070042,0.05,0.99401,-2.163837,5.82603129,-2.453079224,-2.073536634,5.826141357,0.7344235128,-2.135248288,3.200558662,-2.85082078,-2.374878168,5.722102825,-2.454431295,-2.074162006,5.808434729,-2.558801889,-1.962488174,4.523544355,0.2950160503,0.09632436931
1970/01/01/09:00:44.174000,662,44,73000000,0,1.230439596,-0.1615535177,0.01335434222,1.241000056,-7.480000019,333.9733792,0.05,1.004444,-2.158569,5.828935081,-2.468713522,-2.057252645,5.825911045,0.7482617144,-2.137346035,3.19680953,-2.95207262,-2.414819956,5.70528752,-2.470391989,-2.058047533,5.804035727,-2.614398479,-1.902016282,4.530909645,0.2780126035,0.1026495993
1970/01/01/09:00:44.223000,663,44,123000000,0,1.217811845,-0.1325117644,0.01230879038,1.225000024,-6.210000038,334.1323964,0.05,1.017158,-2.151993,5.831710456,-2.464439631,-2.077029467,5.826336384,0.7567260895,-2.148372891,3.186993361,-2.881222248,-2.38670373,5.713211123,-2.466264725,-2.077774048,5.800492738,-2.461777925,-2.135754824,4.538903253,0.325120151,0.07614909858
1970/01/01/09:00:44.224000,664,44,173000000,0,1.2090246,-0.1475928453,0.01144507835,1.218000054,-6.960000038,333.7362236,0.05,1.033846,-2.142185,5.824795935,-2.469146729,-2.048150539,5.825720787,0.7733017652,-2.152199542,3.24642539,-2.942429304,-2.404296637,5.7030744,-2.470484257,-2.048872948,5.808397625,-2.484588623,-1.973445296,4.546896861,0.2975749969,0.1247690693
1970/01/01/09:00:44.324000,665,44,273000000,0,1.197910463,-0.1394505305,0.0101613057,1.20599997,-6.639999866,333.8701828,0.1,1.047099,-2.133607,5.827133964,-2.469022989,-2.02851367,5.825791836,0.8042001732,-2.156986572,3.304991961,-2.96205759,-2.404837847,5.70041937,-2.469761133,-2.028944492,5.81596357,-2.473018646,-1.960052013,4.553651285,0.3032495081,0.1268948913
1970/01/01/09:00:44.374000,666,44,373000000,0,1.198866767,-0.148264429,0.01025979273,1.207999945,-7.050000191,333.6219776,0.1,1.060751,-2.124485,5.822801966,-2.476060629,-2.031671286,5.824134827,0.8129038583,-2.151362744,3.280108452,-2.951989174,-2.387972116,5.702676002,-2.477337122,-2.032464504,5.808791939,-2.501095057,-2.038918257,4.559323605,0.3048622012,0.09095996618
1970/01/01/09:00:44.473000,667,44,423000000,0,1.199719294,-0.1229208887,0.01079428084,1.20599997,-5.849999905,333.6019449,0.05,1.07363,-2.116853,5.82245233,-2.481235743,-2.039912462,5.823278427,0.8170651531,-2.141457823,3.260569334,-2.938321829,-2.377654552,5.705215398,-2.482887268,-2.040752888,5.802269791,-2.505222559,-2.062349558,4.564035994,0.3079477251,0.08601517975
1970/01/01/09:00:44.523000,668,44,473000000,0,1.201888706,-0.1710541017,0.01129154399,1.213999987,-8.100000381,333.5676947,0.05,1.08654,-2.108786,5.821854551,-2.471869946,-2.030738592,5.822934151,0.8159004467,-2.13541136,3.305874825,-2.870623827,-2.337418318,5.717687968,-2.472729206,-2.031191826,5.81218106,-2.380576849,-2.072130919,4.569027636,0.34317559,0.09772451967
1970/01/01/09:00:44.623000,669,44,523000000,0,1.193034017,-0.2191779577,0.01088639188,1.213000059,-10.40999985,333.572486,0.05,1.099029,-2.101465,5.821938175,-2.485400915,-2.03381896,5.822116852,0.8344502109,-2.134305653,3.248818159,-2.93495369,-2.366301298,5.705107276,-2.486868382,-2.03443861,5.802643571,-2.551446676,-2.027198315,4.574368343,0.3106765747,0.09464435279
1970/01/01/09:00:44.623000,670,44,573000000,0,1.205479408,-0.2062729194,0.01029131166,1.22300005,-9.710000038,333.5450141,0.05,1.11164,-2.093646,5.8214587,-2.493308544,-2.029172897,5.821013927,0.8701457611,-2.126634123,3.245023489,-2.948614836,-2.360489368,5.703472201,-2.495134354,-2.030128717,5.798630659,-2.534238815,-2.008760214,4.580197743,0.3199742138,0.1017146409
1970/01/01/09:00:44.725000,671,44,673000000,0,1.23522399,-0.2042685238,0.01073810894,1.251999974,-9.390000343,333.6735771,0.1,1.123597,-2.085783,5.823702547,-2.508116961,-2.017386675,5.82066679,0.8836202475,-2.112924243,3.23063159,-3.04221797,-2.396746159,5.687170986,-2.510385752,-2.018563986,5.792663906,-2.620533466,-1.918180108,4.586096956,0.2861120403,0.1157009974
1970/01/01/09:00:44.773000,672,44,773000000,0,1.221146358,-0.1844630271,0.01166637559,1.235000014,-8.590000153,333.45723,0.1,1.135791,-2.077904,5.819926578,-2.512322426,-1.986956239,5.82028389,0.8876432273,-2.095998198,3.330770254,-3.100949049,-2.408733845,5.679091398,-2.513877153,-1.987862587,5.802505527,-2.567974806,-1.847782612,4.592292875,0.3055607378,0.1420771778
1970/01/01/09:00:44.923000,673,44,823000000,0,1.211363767,-0.1683061088,0.01204352601,1.22300005,-7.909999847,333.4399941,0.05,1.148013,-2.070088,5.819625755,-2.488661051,-1.973902106,5.820836067,0.8950776087,-2.08453736,3.408355713,-3.011536837,-2.373417139,5.689817135,-2.488439322,-1.973794818,5.823919777,-2.343016148,-2.007436752,4.599029845,0.366584301,0.114421159
1970/01/01/09:00:44.924000,674,44,873000000,0,1.193207569,-0.1819470772,0.01186582139,1.207000017,-8.670000076,333.3589341,0.05,1.159906,-2.062256,5.81821099,-2.479203701,-1.972878218,5.819897652,0.9165599373,-2.072630087,3.461046457,-2.906356335,-2.310341358,5.709913973,-2.478330374,-1.972383738,5.830525909,-2.334236622,-2.08423543,4.606395135,0.3802565634,0.08148024231
1970/01/01/09:00:45.023000,675,44,973000000,0,1.21031694,-0.1890977605,0.01255794575,1.225000024,-8.880000114,333.3302448,0.1,1.17181,-2.054115,5.817710268,-2.479445934,-1.974252343,5.818614006,0.9294009906,-2.052390725,3.446713448,-2.842691898,-2.26381135,5.724182431,-2.478584766,-1.973722935,5.828486298,-2.39586401,-2.074611664,4.613934957,0.3598773181,0.07111954689
1970/01/01/09:00:45.124000,676,45,73000000,0,1.243807751,-0.1595560992,0.01250449319,1.253999949,-7.309999943,333.3067214,0.1,1.183418,-2.045719,5.817299707,-2.492046356,-1.971650124,5.817111015,0.9402551669,-2.046046137,3.404666424,-2.917488098,-2.292849541,5.70894355,-2.491970539,-1.971613169,5.817981784,-2.529183626,-1.987546563,4.620584662,0.2996946573,0.07521629333
1970/01/01/09:00:45.174000,677,45,173000000,0,1.230155737,-0.1477760798,0.01249225825,1.238999963,-6.849999905,333.2534322,0.1,1.195033,-2.037248,5.816369636,-2.498936653,-1.982483506,5.815883636,0.9586080348,-2.03521964,3.382994413,-2.88730216,-2.268880844,5.715649966,-2.499731302,-1.982999325,5.806951735,-2.524316549,-2.022017002,4.62566357,0.3109381199,0.06672000885
1970/01/01/09:00:45.273000,678,45,223000000,0,1.215354403,-0.1365386278,0.01324201508,1.22300005,-6.409999847,333.2504738,0.05,1.206303,-2.029164,5.816318001,-2.517361164,-1.956855178,5.815621376,0.9573335667,-2.027656652,3.382600546,-3.130641937,-2.39170742,5.66565061,-2.518374681,-1.957390785,5.803484801,-2.674732924,-1.789328814,4.629485841,0.2564979196,0.0906804204
1970/01/01/09:00:45.323000,679,45,273000000,0,1.211689859,-0.1504944457,0.01235539882,1.220999956,-7.079999924,333.2158412,0.05,1.217658,-2.020891,5.815713548,-2.515579462,-1.946152806,5.815324306,0.9767113912,-2.032020302,3.390675783,-3.121055365,-2.379346848,5.667462532,-2.516157627,-1.946456552,5.808404748,-2.54445076,-1.877725005,4.633325565,0.3019910455,0.08535411209
1970/01/01/09:00:45.374000,680,45,323000000,0,1.229072796,-0.1398178577,0.01200711457,1.236999989,-6.489999771,333.1988795,0.05,1.227997,-2.013067,5.815417512,-2.500732899,-1.945360899,5.815451622,0.9972152647,-2.024568588,3.456535101,-3.02600646,-2.336300135,5.682397608,-2.50053668,-1.945279598,5.818050806,-2.395733118,-2.003990889,4.63849174,0.3380976617,0.07641001791
1970/01/01/09:00:45.423000,681,45,374000000,0,1.223081148,-0.1098026218,0.0123796648,1.228000045,-5.130000114,333.1612069,0.051,1.24054,-2.003101,5.814760001,-2.500901222,-1.975833774,5.814193726,1.005720326,-2.012775077,3.414694309,-2.879740715,-2.257126331,5.711316053,-2.501448631,-1.976121426,5.806827937,-2.415557623,-2.159083605,4.644827285,0.3550522029,0.03577315062
1970/01/01/09:00:45.474000,682,45,423000000,0,1.219002769,-0.1483791053,0.01242314922,1.228000045,-6.940000057,333.1356344,0.049,1.249773,-1.996088,5.814313676,-2.499325514,-1.969116569,5.814079285,1.022484372,-1.99940643,3.421959877,-2.867949247,-2.24706316,5.714234594,-2.499625683,-1.969259381,5.809694771,-2.440643072,-2.024673939,4.651756242,0.3355116844,0.05280060321
1970/01/01/09:00:45.573000,683,45,473000000,0,1.229781031,-0.1238324383,0.01147691248,1.235999942,-5.75,333.0872196,0.05,1.263339,-1.986149,5.813468678,-2.50270772,-1.953256726,5.813601971,1.037280371,-2.002570417,3.44365716,-2.925899506,-2.269822121,5.702156786,-2.502799034,-1.953312516,5.812254343,-2.502162933,-1.927830815,4.65837104,0.3101339042,0.06473736465
1970/01/01/09:00:45.623000,684,45,524000000,0,1.204727042,-0.1325774698,0.01124583853,1.212000012,-6.28000021,333.4466531,0.051,1.272887,-1.977572,5.819741977,-2.494935751,-1.943977833,5.814601898,1.043176968,-2.002324456,3.483066797,-2.88108325,-2.243558168,5.711767201,-2.494569778,-1.943870783,5.819160674,-2.436129332,-1.950244427,4.665230184,0.3237607777,0.06732274592
1970/01/01/09:00:45.623000,685,45,573000000,0,1.222902075,-0.1651255155,0.01116859125,1.233999968,-7.690000057,333.0684957,0.049,1.284719,-1.968106,5.813141884,-2.502809525,-1.949018002,5.813142776,1.043319,-2.002720092,3.441727877,-2.870700121,-2.2263062,5.714841847,-2.502916098,-1.949125648,5.810997848,-2.51174283,-1.988958478,4.672420941,0.3122581244,0.03754947335
1970/01/01/09:00:45.674000,686,45,673000000,0,1.234688584,-0.1345661893,0.01108860799,1.241999984,-6.21999979,333.0168962,0.1,1.295679,-1.959616,5.812241304,-2.512253284,-1.927564979,5.812590599,1.053724224,-1.994862292,3.460250378,-3.005611897,-2.287796021,5.686908368,-2.512273788,-1.927615404,5.811824475,-2.580644369,-1.835266113,4.680449455,0.26662907,0.06119954586
1970/01/01/09:00:45.823000,687,45,723000000,0,1.223373683,-0.1275024615,0.01143795439,1.230000019,-5.949999809,332.9936813,0.05,1.306418,-1.950916,5.811836128,-2.512120962,-1.924155116,5.812245369,1.06518074,-1.978305102,3.473210573,-2.998495817,-2.280672312,5.688452725,-2.512060642,-1.924161196,5.812680099,-2.530705214,-1.891098022,4.68816381,0.2839347422,0.05830529705
1970/01/01/09:00:45.824000,688,45,773000000,0,1.23232122,-0.1184419613,0.0116591268,1.238000035,-5.489999771,332.9515833,0.05,1.317073,-1.941894,5.811101379,-2.519736528,-1.93628943,5.810691357,1.072194242,-1.968678799,3.422137022,-2.963049173,-2.252611876,5.695711736,-2.520391941,-1.936726213,5.801581506,-2.544352293,-1.982713103,4.694656435,0.3052554429,0.03152899444
