null_x,null_y,null_theta
-2.60688,-1.36352,5.71824
-2.6069,-1.36177,5.71782
-2.6075,-1.35721,5.71653
-2.60749,-1.3555,5.71613
-2.60749,-1.35219,5.71578
-2.60657,-1.34884,5.71519
-2.58391,-1.36199,5.72097
-2.59412,-1.35254,5.71794
-2.60548,-1.34077,5.71387
-2.60565,-1.33519,5.71243
-2.60579,-1.33319,5.71187
-2.59463,-1.33702,5.71446
-2.60462,-1.32683,5.71093
-2.6042,-1.3259,5.71079
-2.60369,-1.32172,5.70987
-2.60317,-1.31758,5.70924
-2.60289,-1.31471,5.70856
-2.60309,-1.31243,5.70789
-2.60317,-1.30883,5.70697
-2.60275,-1.30746,5.70698
-2.60197,-1.30591,5.7067
-2.57971,-1.31906,5.71237
-2.58973,-1.30971,5.70896
-2.60052,-1.29828,5.70527
-2.5999,-1.29423,5.70421
-2.59974,-1.29283,5.70386
-2.59966,-1.28894,5.70273
-2.59983,-1.28728,5.70238
-2.59862,-1.28616,5.70241
-2.57606,-1.29966,5.7082
-2.58667,-1.28986,5.70457
-2.59701,-1.27877,5.70077
-2.59679,-1.27744,5.70052
-2.58497,-1.28234,5.70298
-2.59577,-1.27066,5.69879
-2.59596,-1.26844,5.6981
-2.5947,-1.26745,5.69825
-2.59422,-1.26658,5.6981
-2.59374,-1.26399,5.69744
-2.59348,-1.26269,5.6971
-2.59265,-1.26047,5.69654
-2.59274,-1.25893,5.69617
-2.59223,-1.25649,5.69569
-2.59196,-1.25524,5.69537
-2.59146,-1.25281,5.69473
-2.59124,-1.25143,5.69433
-2.59003,-1.25028,5.69421
-2.58947,-1.24958,5.6942
-2.58868,-1.24581,5.6932
-2.58813,-1.2434,5.69253
-2.58786,-1.24221,5.69211
-2.58734,-1.23983,5.69169
-2.58705,-1.23863,5.69138
-2.58616,-1.23514,5.69043
-2.58478,-1.23441,5.69019
-2.58441,-1.23337,5.6902
-2.58358,-1.22975,5.68925
-2.58302,-1.22741,5.68858
-2.56089,-1.24091,5.69419
-2.57092,-1.23153,5.69067
-2.58123,-1.22058,5.68667
-2.58089,-1.21955,5.68639
-2.57913,-1.21966,5.68648
-2.57885,-1.21838,5.68599
-2.57845,-1.21573,5.68542
-2.57816,-1.21455,5.68509
-2.57757,-1.21229,5.68442
-2.57727,-1.21115,5.68405
-2.5658,-1.21633,5.68636
-2.57574,-1.20576,5.68245
-2.57537,-1.20477,5.68217
-2.57349,-1.2052,5.68244
-2.57259,-1.20486,5.68217
-2.57251,-1.202,5.68146
-2.5716,-1.19878,5.68048
-2.57129,-1.19767,5.68013
-2.57067,-1.19554,5.67913
-2.57036,-1.19447,5.67881
-2.56974,-1.19249,5.67841
-2.56738,-1.19224,5.67851
-2.56613,-1.18981,5.67747
-2.56604,-1.18829,5.67714
-2.56508,-1.18524,5.67617
-2.55364,-1.1907,5.67809
-2.54251,-1.19718,5.68096
-2.56314,-1.17935,5.67405
-2.56116,-1.18022,5.67449
-2.56059,-1.17974,5.67412
-2.5598,-1.17813,5.67341
-2.55899,-1.17495,5.67255
-2.53705,-1.18901,5.67788
-2.54661,-1.18003,5.67432
-2.55711,-1.16921,5.6702
-2.55471,-1.16937,5.67048
-2.53293,-1.18372,5.67581
-2.54196,-1.17547,5.67253
-2.55244,-1.16467,5.66856
-2.55212,-1.16377,5.66824
-2.55152,-1.1619,5.66727
-2.55121,-1.16099,5.66684
-2.55058,-1.15925,5.66605
-2.55023,-1.15844,5.66592
-2.54822,-1.15958,5.66645
-2.54769,-1.15909,5.66622
-2.54692,-1.15779,5.66538
-2.525,-1.1723,5.67118
-2.54548,-1.15472,5.66428
-2.54459,-1.15319,5.66351
-2.54461,-1.15204,5.66288
-2.54365,-1.14966,5.66173
-2.54118,-1.15045,5.66221
-2.54042,-1.1492,5.66133
-2.53969,-1.14882,5.66109
-2.53925,-1.14736,5.66037
-2.5389,-1.14667,5.66029
-2.53832,-1.14499,5.65952
-2.53772,-1.14443,5.65899
-2.53746,-1.14263,5.65809
-2.53711,-1.14193,5.65771
-2.53514,-1.14333,5.65837
-2.53469,-1.14284,5.65814
-2.53358,-1.1411,5.65692
-2.53282,-1.13999,5.65626
-2.53246,-1.13943,5.65598
-2.53177,-1.13826,5.6556
-2.53158,-1.13729,5.65485
-2.53098,-1.13588,5.65408
-2.53066,-1.13526,5.65371
-2.52829,-1.13628,5.65403
-2.52761,-1.13522,5.65313
-2.52724,-1.13467,5.65279
-2.52616,-1.13318,5.65181
-2.52518,-1.13238,5.6515
-2.52517,-1.13163,5.6509
-2.52466,-1.13025,5.65002
-2.52432,-1.12968,5.64965
-2.5224,-1.13134,5.65003
