xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.101786,-2.0498,6.22115,0.3848,0.0845267,-0.0448762,-2.04669,6.21669
-0.102952,-2.04958,6.22037,0.3848,0.0845267,-0.0446926,-2.0482,6.2162
-0.1043,-2.04957,6.2196,0.3848,0.0845267,-0.0443987,-2.04895,6.21597
-0.105805,-2.04971,6.21882,0.384801,0.0845268,-0.0450086,-2.05043,6.21534
-0.107532,-2.05035,6.21805,0.384802,0.0845269,-0.0447583,-2.0512,6.21539
-0.110006,-2.04983,6.21727,0.384803,0.084527,-0.0456874,-2.05271,6.21464
-0.112593,-2.0497,6.2165,0.384805,0.0845271,-0.0469834,-2.05344,6.21376
-0.115502,-2.04897,6.21573,0.384809,0.0845273,-0.0480264,-2.05498,6.21263
-0.118984,-2.0477,6.21495,0.384813,0.0845276,-0.04833,-2.05572,6.21222
-0.122606,-2.04568,6.21417,0.384819,0.084528,-0.0489682,-2.05732,6.21181
-0.126469,-2.0435,6.2134,0.384827,0.0845285,-0.0491836,-2.0581,6.21153
-0.130194,-2.04097,6.21262,0.384835,0.0845292,-0.0490381,-2.0597,6.21114
-0.133888,-2.03871,6.21184,0.384846,0.0845301,-0.0492054,-2.06047,6.21077
-0.137581,-2.03641,6.21107,0.384857,0.0845311,-0.0364051,-2.06305,6.21323
-0.140973,-2.03455,6.21029,0.38487,0.0845325,-0.050123,-2.06454,6.20957
-0.145348,-2.03328,6.20874,0.384885,0.0845344,-0.0526615,-2.06692,6.20758
-0.14725,-2.03606,6.20718,0.384901,0.0845368,-0.0537364,-2.06942,6.20658
-0.149255,-2.03863,6.20563,0.384916,0.0845397,-0.0540177,-2.07028,6.2064
-0.150759,-2.04015,6.20486,0.384931,0.0845429,-0.0538971,-2.07196,6.20611
-0.152379,-2.04163,6.20408,0.384947,0.0845463,-0.0537377,-2.07283,6.20579
-0.153993,-2.0431,6.2033,0.384963,0.0845499,-0.0545855,-2.07452,6.20501
-0.15561,-2.04289,6.20252,0.38498,0.0845537,-0.0548047,-2.07537,6.20469
-0.157639,-2.042,6.20175,0.384997,0.0845578,-0.0553052,-2.07713,6.20444
-0.159646,-2.04201,6.20097,0.385014,0.0845621,-0.0555757,-2.07799,6.20417
-0.160372,-2.04426,6.20018,0.385032,0.0845667,-0.0569696,-2.07971,6.20299
-0.161466,-2.04668,6.19942,0.385049,0.0845716,-0.0590637,-2.0823,6.20134
-0.16343,-2.05033,6.19787,0.385066,0.0845767,-0.0589219,-2.08503,6.20118
-0.165106,-2.05339,6.19632,0.385083,0.0845823,-0.060211,-2.0877,6.19997
-0.167039,-2.0563,6.19478,0.385099,0.0845881,-0.0610972,-2.09043,6.19931
-0.169137,-2.05906,6.19324,0.385115,0.0845941,-0.0621511,-2.0932,6.19829
-0.17167,-2.06139,6.19169,0.385132,0.0846004,-0.0483528,-2.09617,6.20047
-0.17347,-2.06273,6.19089,0.385149,0.0846067,-0.0653193,-2.09687,6.19602
-0.175235,-2.06369,6.19015,0.385166,0.0846132,-0.0653289,-2.09878,6.19607
-0.178529,-2.06456,6.18861,0.385184,0.0846199,-0.0656997,-2.09971,6.19567
-0.181151,-2.06425,6.18782,0.385203,0.0846268,-0.066429,-2.10161,6.19495
-0.184156,-2.06405,6.18706,0.385223,0.0846337,-0.0667829,-2.10256,6.19461
-0.187737,-2.06332,6.18629,0.385244,0.0846409,-0.067498,-2.10449,6.19397
-0.192038,-2.06131,6.18552,0.385267,0.0846482,-0.0678759,-2.10544,6.19398
-0.194291,-2.06321,6.18475,0.38529,0.0846557,-0.068656,-2.10737,6.19323
-0.196572,-2.0651,6.18398,0.385314,0.0846634,-0.042852,-2.11063,6.19878
-0.198725,-2.06726,6.18321,0.385339,0.0846712,-0.0718217,-2.11121,6.19109
-0.201193,-2.06902,6.18244,0.385364,0.0846792,-0.0718684,-2.11324,6.19114
-0.204609,-2.07215,6.18091,0.38539,0.0846874,-0.0718787,-2.11419,6.1909
-0.207131,-2.07441,6.18014,0.385417,0.0846958,-0.0735937,-2.11716,6.18967
-0.210581,-2.07678,6.17936,0.385444,0.0847042,-0.0613219,-2.12037,6.19201
-0.215266,-2.07951,6.17784,0.385474,0.0847127,-0.0758058,-2.12225,6.18824
-0.220287,-2.08188,6.17631,0.385507,0.0847214,-0.0762384,-2.12319,6.18793
-0.223897,-2.08349,6.17555,0.38554,0.0847302,-0.0786668,-2.1262,6.18638
-0.227674,-2.08462,6.17478,0.385575,0.084739,-0.0792179,-2.12928,6.18609
-0.232667,-2.08594,6.17325,0.385613,0.0847479,-0.0802627,-2.13137,6.18524
-0.238523,-2.08766,6.17171,0.385654,0.0847569,-0.0817557,-2.13446,6.18421
-0.247526,-2.08319,6.1702,0.385701,0.0847662,-0.0822491,-2.13549,6.18388
-0.254961,-2.0783,6.16943,0.385752,0.0847758,-0.0833058,-2.13762,6.18342
-0.262746,-2.07291,6.16867,0.385807,0.0847857,-0.084851,-2.14078,6.18232
-0.26873,-2.07414,6.16712,0.385865,0.0847961,-0.0867548,-2.14395,6.18111
-0.274799,-2.07462,6.16561,0.385927,0.0848071,-0.0869013,-2.14502,6.18099
-0.279402,-2.0748,6.16485,0.385991,0.0848184,-0.0885069,-2.14712,6.18014
-0.284119,-2.07408,6.16408,0.386057,0.08483,-0.0620774,-2.1509,6.18591
-0.289274,-2.0729,6.1633,0.386124,0.0848419,-0.0904248,-2.15146,6.17884
-0.294757,-2.07084,6.16254,0.386194,0.0848543,-0.0919888,-2.1536,6.17822
-0.300886,-2.07054,6.16103,0.386268,0.0848673,-0.0926007,-2.15471,6.17782
-0.30625,-2.06915,6.16027,0.386344,0.0848808,-0.0937031,-2.15691,6.17722
-0.311231,-2.06855,6.15949,0.386422,0.0848947,-0.0948106,-2.16023,6.17647
-0.31733,-2.06864,6.15798,0.386504,0.0849095,-0.0961872,-2.16126,6.17576
-0.322449,-2.06721,6.15722,0.386588,0.0849248,-0.0981588,-2.16458,6.1748
-0.328166,-2.06538,6.15645,0.386674,0.0849405,-0.0995087,-2.16685,6.17409
-0.335216,-2.06259,6.15492,0.386766,0.0849573,-0.100138,-2.16792,6.17376
-0.341083,-2.0582,6.15417,0.38686,0.0849748,-0.0883826,-2.1716,6.17601
-0.347478,-2.05314,6.15341,0.386957,0.0849928,-0.103387,-2.17359,6.17217
-0.355165,-2.04768,6.15189,0.387061,0.0850125,-0.103629,-2.17703,6.17196
-0.362421,-2.0429,6.15036,0.38717,0.0850339,-0.104628,-2.17813,6.17145
-0.368928,-2.03641,6.14961,0.387282,0.0850562,-0.0939125,-2.18187,6.17332
-0.376257,-2.02935,6.14884,0.387398,0.0850796,-0.109229,-2.18383,6.1693
-0.384482,-2.02278,6.14733,0.387521,0.0851053,-0.109961,-2.18497,6.16895
-0.389476,-2.02135,6.14656,0.387646,0.0851322,-0.111439,-2.18728,6.16822
-0.395878,-2.01679,6.14579,0.387774,0.0851602,-0.0852144,-2.19143,6.17404
-0.400758,-2.01444,6.14501,0.387905,0.0851896,-0.113864,-2.19189,6.16715
-0.405855,-2.01044,6.14426,0.388037,0.0852202,-0.101175,-2.19579,6.17003
-0.4087,-2.01267,6.14275,0.388171,0.0852533,-0.117085,-2.19774,6.16541
-0.411783,-2.01337,6.14125,0.388306,0.085289,-0.0918207,-2.20194,6.17126
-0.412069,-2.01851,6.14049,0.388441,0.0853259,-0.120433,-2.2024,6.16426
-0.412834,-2.02176,6.13974,0.388576,0.085364,-0.12292,-2.20597,6.1631
-0.414911,-2.02429,6.13825,0.38871,0.0854045,-0.124516,-2.20835,6.16246
-0.417205,-2.02643,6.13677,0.388845,0.0854473,-0.124791,-2.20952,6.16236
-0.415917,-2.03311,6.13602,0.388979,0.0854913,-0.124855,-2.21199,6.1624
-0.414771,-2.03964,6.13527,0.389111,0.0855363,-0.127164,-2.21556,6.16123
-0.415318,-2.04607,6.1338,0.389242,0.0855833,-0.102327,-2.21992,6.16663
-0.414996,-2.05168,6.13306,0.389371,0.0856312,-0.117745,-2.22073,6.16279
-0.415108,-2.05563,6.13233,0.3895,0.08568,-0.105165,-2.22353,6.16551
-0.415287,-2.05958,6.13158,0.389628,0.0857297,-0.120867,-2.22429,6.16159
-0.414939,-2.06476,6.13086,0.389755,0.0857802,-0.136189,-2.22635,6.15738
-0.415768,-2.07087,6.12941,0.389881,0.0858322,-0.13647,-2.22759,6.15752
-0.414072,-2.07981,6.1287,0.390004,0.085885,-0.136695,-2.23007,6.15756
-0.412603,-2.08659,6.12799,0.390126,0.0859383,-0.137463,-2.23132,6.15729
-0.411012,-2.09385,6.12727,0.390246,0.0859922,-0.126,-2.23541,6.15933
-0.410123,-2.10063,6.12655,0.390364,0.0860467,-0.142835,-2.23736,6.15506
-0.410908,-2.1076,6.12516,0.390481,0.086102,-0.145825,-2.24102,6.15401
-0.4121,-2.11302,6.12376,0.390595,0.086158,-0.146778,-2.24219,6.15365
-0.411961,-2.11776,6.12306,0.390709,0.0862144,-0.149007,-2.24593,6.15256
-0.411723,-2.12133,6.12237,0.390821,0.086271,-0.149403,-2.24854,6.15275
-0.412733,-2.12517,6.12099,0.390932,0.0863283,-0.150209,-2.24973,6.1525
-0.413192,-2.12681,6.1203,0.391042,0.0863858,-0.151913,-2.25223,6.15191
-0.411832,-2.13311,6.11961,0.391151,0.0864436,-0.152841,-2.25349,6.15129
-0.412039,-2.13602,6.11893,0.391259,0.0865015,-0.15529,-2.25595,6.15041
-0.410593,-2.14318,6.11825,0.391365,0.0865597,-0.156757,-2.25715,6.15
-0.411327,-2.146,6.11758,0.391471,0.086618,-0.159952,-2.26083,6.14896
-0.41164,-2.14987,6.11691,0.391576,0.0866764,-0.16233,-2.26466,6.14782
-0.41349,-2.15438,6.11557,0.391679,0.086735,-0.163807,-2.26848,6.14775
-0.416046,-2.15778,6.11423,0.391782,0.0867937,-0.166229,-2.27231,6.14671
-0.418617,-2.16109,6.11292,0.391885,0.0868526,-0.169955,-2.27601,6.14551
-0.421498,-2.16396,6.11159,0.391987,0.0869115,-0.172892,-2.27852,6.14462
-0.424631,-2.16631,6.1103,0.392089,0.0869706,-0.174016,-2.27972,6.14428
-0.426727,-2.16684,6.10964,0.392192,0.0870296,-0.176293,-2.28225,6.14321
-0.429414,-2.16618,6.10899,0.392296,0.0870888,-0.176584,-2.28357,6.14316
-0.431722,-2.16643,6.10835,0.3924,0.0871481,-0.177906,-2.28754,6.14309
-0.434383,-2.16615,6.1077,0.392505,0.0872074,-0.180383,-2.29007,6.14245
-0.43816,-2.16812,6.10642,0.39261,0.0872669,-0.181373,-2.29129,6.14201
-0.440454,-2.1688,6.10578,0.392716,0.0873266,-0.184607,-2.29515,6.14079
-0.442335,-2.1708,6.10512,0.392822,0.0873863,-0.187795,-2.29763,6.13993
-0.447419,-2.17038,6.10388,0.392931,0.0874464,-0.18896,-2.29885,6.13961
-0.450604,-2.17001,6.10323,0.39304,0.0875066,-0.191285,-2.30279,6.13864
