x,y,theta
0.0355686,-2.03006,6.22008
0.0353847,-2.03146,6.21958
0.0349921,-2.03434,6.21858
0.0345567,-2.03724,6.21755
0.0343332,-2.03872,6.21708
0.0341052,-2.04021,6.21661
0.0338815,-2.04172,6.21619
0.033655,-2.04324,6.21577
0.0334144,-2.04479,6.21534
0.0331767,-2.0463,6.21492
0.0329292,-2.04784,6.2145
0.0326767,-2.04938,6.21408
0.0324163,-2.05093,6.21365
0.0318437,-2.05404,6.21273
0.0315597,-2.05561,6.2123
0.0312663,-2.05719,6.21187
0.0306281,-2.06036,6.21094
0.0303025,-2.06199,6.2105
0.0299974,-2.0636,6.21015
0.029676,-2.06524,6.20979
0.029346,-2.06689,6.20943
0.0285919,-2.07012,6.2085
0.0278117,-2.0734,6.20761
0.0269978,-2.07669,6.20672
0.0265882,-2.07835,6.20633
0.0261683,-2.08001,6.20594
0.0252802,-2.08335,6.20505
0.024832,-2.08502,6.20465
0.0243763,-2.08669,6.20426
0.0234179,-2.09007,6.20336
0.0224223,-2.09348,6.20246
0.0219248,-2.09518,6.20206
0.0214273,-2.09691,6.2017
0.0197933,-2.10207,6.20027
0.0192286,-2.10378,6.19983
0.0186543,-2.10551,6.1994
0.0180717,-2.10723,6.19896
0.0168736,-2.11073,6.19802
0.0156442,-2.11427,6.19711
0.0150018,-2.11606,6.19667
0.0143799,-2.11779,6.19624
0.0137219,-2.1196,6.1958
0.0130824,-2.12134,6.19537
0.0117348,-2.12493,6.19444
0.0110536,-2.1267,6.19399
0.010365,-2.12848,6.19355
0.00965293,-2.13031,6.1931
0.0089575,-2.13206,6.19266
0.00750396,-2.13572,6.19174
0.00676058,-2.13753,6.1913
0.00599402,-2.13937,6.19084
0.00522189,-2.14111,6.19033
0.00442337,-2.1429,6.18981
0.00279993,-2.14664,6.18878
0.00117194,-2.15032,6.18776
-0.00051038,-2.15405,6.18672
-0.00223407,-2.1578,6.18569
-0.00399729,-2.16158,6.18465
-0.00489914,-2.16344,6.1841
-0.00581214,-2.1653,6.18355
-0.00766055,-2.16912,6.1825
-0.00860632,-2.17099,6.18195
-0.00956068,-2.17285,6.18139
-0.0105326,-2.17471,6.18081
-0.0124855,-2.17857,6.17976
-0.0134832,-2.18046,6.1792
-0.0155014,-2.18436,6.17814
-0.0175608,-2.18829,6.17707
-0.0185965,-2.19023,6.17656
-0.0196494,-2.19217,6.17603
-0.021787,-2.19615,6.17499
-0.0228986,-2.19805,6.17439
-0.025138,-2.20209,6.17333
-0.0262722,-2.20404,6.17278
-0.0273927,-2.20595,6.17224
-0.0285416,-2.20792,6.17168
-0.0297059,-2.20988,6.17112
-0.0308796,-2.21185,6.17056
-0.0320619,-2.21382,6.16999
-0.0332528,-2.2158,6.16942
-0.0356617,-2.21988,6.16834
-0.0381166,-2.22397,6.16726
-0.0393625,-2.22596,6.16668
-0.0406174,-2.22796,6.16609
-0.0418865,-2.22996,6.16549
-0.04316,-2.23195,6.1649
-0.0457258,-2.23613,6.16388
-0.0470107,-2.23817,6.16336
-0.0483062,-2.24021,6.16284
-0.0509561,-2.24441,6.16181
-0.0522673,-2.24649,6.16136
-0.0535901,-2.24858,6.1609
-0.0549248,-2.25066,6.16044
-0.0562703,-2.25275,6.15998
-0.0590391,-2.25702,6.15902
-0.0604151,-2.25912,6.15855
-0.0618033,-2.26122,6.15808
-0.0646665,-2.26551,6.1571
-0.0675773,-2.26979,6.15612
-0.0705361,-2.27409,6.15514
-0.0720064,-2.2762,6.15465
-0.0734857,-2.27831,6.15416
-0.0765656,-2.28267,6.15315
-0.0780511,-2.28476,6.15266
-0.0795825,-2.28688,6.15216
-0.0827249,-2.29122,6.15115
-0.0859411,-2.29563,6.15016
-0.087481,-2.29773,6.14969
-0.0890648,-2.29988,6.14921
-0.0906596,-2.30204,6.14873
-0.0922651,-2.3042,6.14824
-0.0955844,-2.3086,6.14725
-0.0989369,-2.31304,6.14634
-0.10234,-2.31748,6.14542
-0.104084,-2.31977,6.14498
-0.105706,-2.32187,6.14456
-0.107414,-2.32407,6.14412
-0.109168,-2.32631,6.14367
-0.112685,-2.33068,6.14273
-0.114437,-2.33287,6.14228
-0.116203,-2.33505,6.14183
-0.119855,-2.33947,6.14087
-0.121649,-2.34167,6.14045
-0.123495,-2.34391,6.14002
-0.127201,-2.34831,6.1391
-0.129046,-2.35051,6.13867
-0.1309,-2.35271,6.13824
-0.134774,-2.3572,6.1373
-0.136606,-2.3594,6.13696
-0.138493,-2.36163,6.13661
-0.140394,-2.36386,6.13625
-0.142309,-2.36609,6.13589
-0.146282,-2.37054,6.13504
-0.150306,-2.37499,6.13418
-0.152282,-2.37721,6.13382
-0.154271,-2.37943,6.13346
-0.15627,-2.38165,6.13309
-0.158288,-2.38385,6.13271
-0.162462,-2.38825,6.13182
-0.164514,-2.39045,6.13143
-0.166574,-2.39266,6.13108
-0.170842,-2.39707,6.13022
-0.172941,-2.39928,6.12986
-0.175065,-2.40146,6.12946
-0.177202,-2.40364,6.12906
-0.17935,-2.40581,6.12866
-0.18151,-2.40797,6.12825
-0.185959,-2.41232,6.12734
-0.188153,-2.41447,6.12693
-0.190406,-2.41666,6.12651
-0.194902,-2.42094,6.12561
-0.197148,-2.42308,6.12517
-0.201758,-2.4274,6.12431
-0.20642,-2.43172,6.12344
-0.21113,-2.43602,6.12257
-0.213451,-2.43817,6.1222
-0.215785,-2.44032,6.12183
-0.218135,-2.44246,6.12145
-0.220544,-2.44463,6.12105
-0.22535,-2.44884,6.12017
-0.230251,-2.45308,6.11928
-0.23267,-2.4552,6.11889
-0.235103,-2.45731,6.1185
-0.237546,-2.45942,6.11811
-0.240003,-2.46152,6.11772
-0.242473,-2.46363,6.11732
-0.244953,-2.46573,6.11693
-0.247444,-2.46784,6.11653
-0.249946,-2.46994,6.11614
-0.252463,-2.47203,6.11574
-0.254992,-2.47413,6.11534
-0.257533,-2.47622,6.11494
-0.260087,-2.4783,6.11455
-0.262705,-2.48042,6.11414
-0.265228,-2.48244,6.11375
-0.270514,-2.48655,6.11285
-0.273125,-2.4886,6.11245
-0.275755,-2.49063,6.11202
-0.281134,-2.49471,6.11114
-0.283796,-2.49674,6.11076
-0.28647,-2.49878,6.11037
-0.289155,-2.50081,6.10998
-0.291851,-2.50283,6.10959
-0.294567,-2.50483,6.10918
-0.297294,-2.50682,6.10876
-0.302868,-2.51081,6.10784
-0.30563,-2.5128,6.10742
-0.311273,-2.51676,6.1065
-0.314062,-2.51875,6.10611
-0.316863,-2.52074,6.10572
-0.319732,-2.52276,6.10532
-0.325423,-2.52663,6.10445
-0.328266,-2.52859,6.10406
-0.33112,-2.53055,6.10367
-0.333983,-2.5325,6.10328
-0.336861,-2.53446,6.10289
-0.342738,-2.53833,6.10206
-0.345641,-2.5403,6.10174
-0.348556,-2.54226,6.10142
-0.354528,-2.54607,6.10058
-0.357479,-2.54799,6.10024
-0.360447,-2.54989,6.09987
-0.363492,-2.55182,6.0995
-0.366421,-2.55367,6.09914
-0.369426,-2.55555,6.09878
-0.37244,-2.55744,6.09841
-0.378595,-2.56113,6.09755
-0.38164,-2.56299,6.09719
-0.384695,-2.56484,6.09683
-0.390931,-2.56847,6.09597
-0.397213,-2.57206,6.09511
-0.400328,-2.57388,6.09476
-0.403456,-2.57568,6.0944
-0.406592,-2.57747,6.09404
-0.412984,-2.58098,6.09319
-0.416153,-2.58275,6.09284
-0.419326,-2.58453,6.09254
-0.422513,-2.58632,6.09225
-0.425716,-2.58811,6.09195
-0.428943,-2.58985,6.0916
-0.432247,-2.5916,6.09125
-0.435429,-2.59328,6.09091
-0.442025,-2.59663,6.09006
-0.448663,-2.59994,6.08922
-0.451964,-2.60161,6.08888
-0.455275,-2.60327,6.08854
-0.461993,-2.60651,6.0877
-0.468749,-2.60972,6.08686
-0.472112,-2.61134,6.08653
-0.475488,-2.61295,6.08618
-0.478869,-2.61454,6.08583
-0.482261,-2.61612,6.08548
-0.485657,-2.61768,6.08514
-0.489062,-2.61924,6.08479
-0.492472,-2.62081,6.08449
-0.495891,-2.62236,6.08419
-0.502824,-2.62538,6.08339
-0.506276,-2.62689,6.08306
-0.509736,-2.62839,6.08273
-0.513208,-2.62988,6.0824
-0.516689,-2.63135,6.08208
-0.523731,-2.63422,6.08125
-0.527229,-2.63566,6.08093
-0.530814,-2.63709,6.08056
-0.534266,-2.63846,6.08021
-0.537867,-2.63986,6.07984
-0.541333,-2.6412,6.07949
-0.54495,-2.64258,6.07912
-0.555686,-2.64655,6.07777
-0.559266,-2.64786,6.07741
-0.566514,-2.65045,6.07656
-0.570129,-2.65169,6.07613
-0.573755,-2.65292,6.07571
-0.581154,-2.65541,6.07478
-0.584728,-2.65659,6.07436
-0.588387,-2.65778,6.07392
-0.595781,-2.66017,6.07298
-0.599465,-2.66134,6.07254
-0.603233,-2.66253,6.07209
-0.610616,-2.66484,6.07116
-0.618104,-2.66713,6.07022
-0.621839,-2.66823,6.06975
-0.625582,-2.66933,6.06928
-0.629337,-2.6704,6.06879
-0.633176,-2.67148,6.06829
-0.636873,-2.67249,6.06778
-0.640653,-2.67352,6.06727
-0.644443,-2.67453,6.06676
-0.648318,-2.67557,6.06623
-0.652043,-2.67654,6.06572
-0.65585,-2.67754,6.06524
-0.663525,-2.67958,6.06425
-0.667354,-2.68056,6.06376
-0.671271,-2.68154,6.06324
-0.678927,-2.68348,6.06224
-0.682785,-2.68441,6.06173
-0.686652,-2.68533,6.06122
-0.690535,-2.6862,6.06064
-0.69442,-2.68711,6.06014
-0.698388,-2.68801,6.05964
-0.70244,-2.68893,6.05912
-0.706108,-2.68973,6.05863
-0.710016,-2.69058,6.05813
-0.717887,-2.69235,6.05714
-0.721815,-2.69319,6.05664
-0.725756,-2.69399,6.05611
-0.729701,-2.69478,6.05557
-0.733652,-2.69557,6.05503
-0.7416,-2.6972,6.054
-0.745571,-2.69793,6.05341
-0.749548,-2.69865,6.05282
-0.757554,-2.70018,6.05173
-0.761553,-2.70087,6.05114
-0.765553,-2.70155,6.05055
-0.769553,-2.70222,6.04995
-0.773557,-2.70287,6.04936
-0.777564,-2.7035,6.04876
-0.781574,-2.70412,6.04816
-0.785587,-2.70475,6.0476
-0.789603,-2.70537,6.04703
-0.797702,-2.70674,6.04603
-0.801811,-2.70738,6.04552
-0.80576,-2.70797,6.04503
-0.809879,-2.70858,6.04452
-0.817946,-2.70985,6.04355
-0.821998,-2.71041,6.04306
-0.826057,-2.71097,6.04256
-0.830121,-2.71153,6.04207
-0.834187,-2.71207,6.04157
-0.838256,-2.71261,6.04107
-0.84656,-2.71375,6.04006
-0.854716,-2.71483,6.03907
-0.858893,-2.71533,6.03855
-0.862908,-2.7158,6.03805
-0.86701,-2.71627,6.03754
-0.871126,-2.71669,6.03696
-0.875247,-2.71711,6.03638
-0.879375,-2.71751,6.03578
-0.887705,-2.7184,6.03467
-0.89185,-2.71875,6.03404
-0.895999,-2.71909,6.0334
-0.90445,-2.71989,6.03225
-0.908525,-2.72019,6.03161
-0.912683,-2.72048,6.03096
-0.921081,-2.72119,6.02981
-0.925252,-2.72146,6.02915
-0.929425,-2.72173,6.02853
-0.937861,-2.72235,6.02735
-0.942051,-2.72257,6.02666
-0.946246,-2.72277,6.02598
-0.954714,-2.72335,6.02484
-0.958916,-2.72355,6.0242
-0.963126,-2.72374,6.02356
-0.967339,-2.72392,6.02291
-0.971557,-2.72411,6.02226
-0.980074,-2.72458,6.02111
-0.9843,-2.72473,6.02045
-0.988529,-2.72487,6.01979
-0.992763,-2.72501,6.01913
-0.996998,-2.72513,6.01846
-1.00564,-2.72549,6.01728
-1.01412,-2.7258,6.01612
-1.02271,-2.7261,6.01498
-1.03131,-2.72635,6.01384
-1.03991,-2.72656,6.0127
-1.04417,-2.72658,6.01205
-1.04843,-2.72659,6.0114
-1.05706,-2.72671,6.01024
-1.06132,-2.72669,6.00958
-1.06569,-2.72666,6.00891
-1.06988,-2.72665,6.00834
-1.07416,-2.72664,6.00775
-1.08283,-2.72668,6.00667
-1.08713,-2.72664,6.00608
-1.09151,-2.7266,6.00551
-1.09572,-2.72654,6.00496
-1.10011,-2.7265,6.00443
-1.10433,-2.72644,6.00391
-1.10864,-2.72641,6.00346
-1.11304,-2.72637,6.003
-1.11735,-2.7263,6.00255
-1.12599,-2.72618,6.00161
-1.13032,-2.72609,6.00115
-1.13473,-2.72598,6.00069
-1.14339,-2.72579,5.99979
-1.14772,-2.72568,5.99939
-1.15205,-2.72555,5.99899
-1.15638,-2.72541,5.99858
-1.16072,-2.72525,5.99818
-1.16958,-2.7249,5.99726
-1.17392,-2.72471,5.99686
-1.17817,-2.7245,5.99646
-1.18694,-2.72404,5.99555
-1.19129,-2.72379,5.99515
-1.19563,-2.72352,5.99474
-1.20006,-2.72324,5.99432
-1.20432,-2.72295,5.99392
-1.20866,-2.72263,5.99348
-1.21301,-2.7223,5.99304
-1.2219,-2.72161,5.99209
-1.22617,-2.72126,5.99165
-1.23052,-2.7209,5.99121
-1.23497,-2.72051,5.99076
-1.23924,-2.72012,5.99032
-1.24805,-2.7193,5.98938
-1.25686,-2.71842,5.98843
-1.26121,-2.71797,5.98798
-1.27002,-2.717,5.98704
-1.27436,-2.71649,5.98659
-1.28316,-2.71543,5.98564
-1.29196,-2.71431,5.98469
-1.2963,-2.71373,5.98424
-1.30065,-2.71313,5.98378
-1.30945,-2.7119,5.98281
-1.31379,-2.71126,5.98234
