x,y,theta
0.020292,-2.04892,6.22606
0.0200226,-2.05013,6.22557
0.0194577,-2.05262,6.22457
0.0188626,-2.05514,6.22356
0.0185657,-2.05644,6.22312
0.0182647,-2.05774,6.22267
0.0179653,-2.05907,6.22226
0.0176635,-2.0604,6.22186
0.0173466,-2.06177,6.22144
0.0170364,-2.0631,6.22104
0.0167151,-2.06446,6.22063
0.0163895,-2.06582,6.22023
0.0160565,-2.06718,6.21982
0.0153387,-2.06991,6.21892
0.014984,-2.0713,6.21851
0.0146204,-2.07269,6.21811
0.0138434,-2.07548,6.2172
0.013448,-2.07693,6.21679
0.0130811,-2.07837,6.21649
0.012697,-2.07985,6.21617
0.0123046,-2.08132,6.21586
0.0114053,-2.08414,6.21494
0.0104783,-2.08699,6.21403
0.00952153,-2.08986,6.21311
0.00902953,-2.09131,6.2127
0.00852776,-2.09276,6.21229
0.00750444,-2.09567,6.21137
0.00697687,-2.09713,6.21096
0.00644245,-2.0986,6.21055
0.0053561,-2.10156,6.20963
0.00423645,-2.10454,6.20872
0.00366425,-2.10605,6.2083
0.00308714,-2.10756,6.2079
0.00127689,-2.11206,6.2064
0.000625631,-2.11354,6.20589
-3.45149e-05,-2.11504,6.20539
-0.000702233,-2.11653,6.20488
-0.00202127,-2.1196,6.20387
-0.00337238,-2.12269,6.20287
-0.00409394,-2.12426,6.20235
-0.00479294,-2.12577,6.20185
-0.00552872,-2.12735,6.20133
-0.00624409,-2.12887,6.20082
-0.0076956,-2.13204,6.19981
-0.0084507,-2.1336,6.19929
-0.00921267,-2.13517,6.19878
-0.00999797,-2.13678,6.19825
-0.010765,-2.13832,6.19773
-0.0123173,-2.14157,6.19672
-0.013127,-2.14316,6.19619
-0.0139596,-2.1448,6.19566
-0.0148184,-2.1463,6.19501
-0.0157033,-2.14787,6.19435
-0.0174289,-2.15117,6.19317
-0.0191546,-2.15444,6.19202
-0.020931,-2.15776,6.19084
-0.0227449,-2.1611,6.18966
-0.0245947,-2.16447,6.18848
-0.0255729,-2.16611,6.18779
-0.0265615,-2.16776,6.1871
-0.0284898,-2.17119,6.1859
-0.0295087,-2.17283,6.1852
-0.0305356,-2.17449,6.1845
-0.0315723,-2.17614,6.18379
-0.0335951,-2.17964,6.18258
-0.0346603,-2.18132,6.18187
-0.0367438,-2.18486,6.18065
-0.0388655,-2.18843,6.17942
-0.0399643,-2.19018,6.17876
-0.0410732,-2.19193,6.17809
-0.0432605,-2.19558,6.17691
-0.044447,-2.19727,6.17612
-0.0467517,-2.20095,6.17487
-0.047958,-2.2027,6.17412
-0.0491502,-2.20441,6.17338
-0.0503702,-2.20618,6.17263
-0.0516051,-2.20795,6.17187
-0.052849,-2.20972,6.17111
-0.054101,-2.2115,6.17035
-0.0553612,-2.21329,6.16958
-0.0578254,-2.21707,6.1683
-0.0603334,-2.22088,6.16701
-0.0616455,-2.22269,6.16622
-0.0629663,-2.22451,6.16542
-0.064301,-2.22633,6.16462
-0.0656396,-2.22816,6.16382
-0.0682409,-2.23211,6.16265
-0.0695773,-2.234,6.16198
-0.0709241,-2.23591,6.16131
-0.073607,-2.23989,6.16013
-0.0749564,-2.24186,6.15958
-0.0763175,-2.24384,6.15903
-0.0776905,-2.24582,6.15848
-0.0790742,-2.24781,6.15792
-0.0818614,-2.2519,6.15686
-0.0832752,-2.25389,6.15629
-0.0847012,-2.25589,6.15572
-0.0875811,-2.26001,6.15465
-0.0905076,-2.26413,6.15357
-0.0934812,-2.26826,6.15248
-0.0949878,-2.27027,6.15189
-0.0965035,-2.27228,6.15129
-0.0995964,-2.27649,6.15018
-0.101118,-2.27848,6.14958
-0.102686,-2.28051,6.14897
-0.105841,-2.2847,6.14786
-0.109073,-2.28895,6.14673
-0.110653,-2.29096,6.14613
-0.112276,-2.29301,6.14551
-0.113911,-2.29507,6.14489
-0.115556,-2.29714,6.14426
-0.118891,-2.30141,6.14313
-0.122246,-2.30574,6.14213
-0.12565,-2.31008,6.14114
-0.127421,-2.3123,6.14062
-0.129064,-2.31435,6.14013
-0.130792,-2.31649,6.13963
-0.132567,-2.31867,6.13911
-0.136079,-2.32297,6.1381
-0.137852,-2.3251,6.13758
-0.139639,-2.32723,6.13706
-0.143286,-2.33157,6.13604
-0.145105,-2.33371,6.13552
-0.146977,-2.33589,6.13499
-0.150683,-2.3402,6.13398
-0.152554,-2.34235,6.13345
-0.154433,-2.34449,6.13292
-0.158307,-2.34891,6.13188
-0.160154,-2.35107,6.1315
-0.162055,-2.35328,6.13111
-0.163972,-2.35548,6.13072
-0.165902,-2.35768,6.13032
-0.169864,-2.3621,6.12942
-0.173878,-2.36651,6.12852
-0.17587,-2.3687,6.12812
-0.177875,-2.37089,6.12772
-0.17989,-2.37308,6.12731
-0.181919,-2.37526,6.1269
-0.186078,-2.37964,6.12599
-0.188142,-2.38182,6.12557
-0.190216,-2.384,6.12516
-0.194475,-2.38838,6.12425
-0.196589,-2.39055,6.12384
-0.198725,-2.39271,6.1234
-0.200875,-2.39487,6.12295
-0.203036,-2.39702,6.12249
-0.205209,-2.39916,6.12204
-0.209647,-2.40348,6.12108
-0.211855,-2.40561,6.12062
-0.214121,-2.40778,6.12015
-0.218608,-2.41204,6.11919
-0.220862,-2.41417,6.11872
-0.225455,-2.4185,6.11783
-0.230099,-2.42282,6.11695
-0.234792,-2.42713,6.11606
-0.23712,-2.42928,6.11567
-0.239461,-2.43142,6.11529
-0.241815,-2.43356,6.1149
-0.244226,-2.43574,6.11449
-0.249013,-2.43995,6.11361
-0.253896,-2.44421,6.11271
-0.25632,-2.44633,6.11231
-0.258757,-2.44844,6.11191
-0.261206,-2.45055,6.11151
-0.263668,-2.45265,6.11111
-0.266144,-2.45476,6.1107
-0.26863,-2.45686,6.1103
-0.271128,-2.45896,6.10989
-0.273638,-2.46105,6.10948
-0.276162,-2.46315,6.10906
-0.278698,-2.46524,6.10865
-0.281248,-2.46732,6.10824
-0.28381,-2.4694,6.10782
-0.286436,-2.47151,6.10739
-0.288969,-2.47352,6.10698
-0.294243,-2.47764,6.10606
-0.296863,-2.47968,6.10564
-0.299497,-2.48172,6.10521
