x,y,theta
-0.0343661,-2.00033,6.19532
-0.0344421,-2.00187,6.19483
-0.0346161,-2.00503,6.19382
-0.034825,-2.00823,6.19281
-0.0349093,-2.00991,6.19248
-0.035001,-2.01159,6.19213
-0.0350784,-2.01331,6.1919
-0.0351617,-2.01504,6.19166
-0.0352597,-2.0168,6.19141
-0.0353618,-2.0185,6.19118
-0.0354744,-2.02023,6.19093
-0.0355943,-2.02195,6.19068
-0.0357248,-2.02368,6.19043
-0.0360717,-2.02709,6.18968
-0.036232,-2.02882,6.18943
-0.0364043,-2.03056,6.18918
-0.0368284,-2.034,6.18842
-0.0370371,-2.03579,6.18815
-0.0372047,-2.0376,6.1881
-0.0373893,-2.03943,6.18803
-0.037585,-2.04126,6.18796
-0.0381485,-2.04471,6.18725
-0.0387494,-2.04818,6.18653
-0.0393874,-2.05166,6.18581
-0.0397134,-2.05341,6.18558
-0.0400518,-2.05516,6.18535
-0.0407714,-2.05866,6.18462
-0.0411419,-2.06041,6.18439
-0.0415215,-2.06215,6.18415
-0.0423183,-2.06567,6.18341
-0.0431551,-2.06921,6.18267
-0.0435823,-2.07097,6.18242
-0.0440187,-2.07274,6.18217
-0.0454308,-2.07804,6.18082
-0.0459468,-2.07977,6.18047
-0.0464739,-2.0815,6.18011
-0.0470104,-2.08323,6.17974
-0.0480791,-2.0868,6.17887
-0.0491861,-2.09038,6.178
-0.0497811,-2.09217,6.17761
-0.05036,-2.0939,6.17724
-0.0509729,-2.0957,6.17685
-0.0515718,-2.09743,6.17647
-0.0527946,-2.10106,6.17557
-0.0534352,-2.10281,6.17517
-0.0540844,-2.10458,6.17476
-0.0547565,-2.10638,6.17434
-0.0554161,-2.10811,6.17393
-0.0567566,-2.11179,6.173
-0.0574571,-2.11357,6.17258
-0.0581802,-2.11539,6.17213
-0.05894,-2.11706,6.17156
-0.0597258,-2.11879,6.17098
-0.0612529,-2.1225,6.16987
-0.0627888,-2.12616,6.16877
-0.0643781,-2.12988,6.16765
-0.0660097,-2.13362,6.16652
-0.0676819,-2.13738,6.16538
-0.0685742,-2.13917,6.16473
-0.0694783,-2.14096,6.16407
-0.0712381,-2.14477,6.1629
-0.0721756,-2.14656,6.16223
-0.0731221,-2.14834,6.16154
-0.074078,-2.15014,6.16085
-0.0759418,-2.15401,6.15965
-0.0769299,-2.15582,6.15895
-0.0788613,-2.15974,6.15773
-0.0808353,-2.16368,6.15649
-0.0818411,-2.16559,6.15592
-0.0828568,-2.16752,6.15535
-0.0848826,-2.17157,6.15426
-0.0859802,-2.17343,6.15355
-0.088109,-2.17755,6.15248
-0.0892096,-2.17949,6.15192
-0.0902988,-2.18139,6.15136
-0.0914158,-2.18334,6.15078
-0.092549,-2.18528,6.15019
-0.0936924,-2.18723,6.1496
-0.0948451,-2.18918,6.149
-0.0960071,-2.19113,6.14839
-0.0983158,-2.19529,6.14727
-0.100672,-2.19946,6.14613
-0.101892,-2.20142,6.14549
-0.103121,-2.20339,6.14484
-0.104365,-2.20536,6.14418
-0.105613,-2.20732,6.14351
-0.108074,-2.21161,6.14248
-0.109323,-2.21364,6.14195
-0.110583,-2.21567,6.14141
-0.113131,-2.21997,6.14035
-0.114387,-2.22209,6.13998
-0.115655,-2.22421,6.13961
-0.116936,-2.22633,6.13923
-0.118229,-2.22844,6.13884
-0.12088,-2.23284,6.13794
-0.122205,-2.23496,6.13753
-0.123543,-2.23707,6.13712
-0.126292,-2.24148,6.1362
-0.12909,-2.24588,6.13526
-0.131938,-2.25029,6.13432
-0.133361,-2.2524,6.13387
-0.134794,-2.25451,6.13341
-0.137765,-2.25898,6.13243
-0.139208,-2.26106,6.13196
-0.140695,-2.26318,6.13148
-0.143733,-2.26761,6.13049
-0.146851,-2.2721,6.12947
-0.148356,-2.27418,6.12897
-0.149904,-2.27631,6.12845
-0.151463,-2.27844,6.12793
-0.153034,-2.28058,6.1274
-0.156261,-2.28506,6.12636
-0.159503,-2.28962,6.12549
-0.162796,-2.29418,6.12462
-0.164487,-2.29648,6.12423
-0.166051,-2.2986,6.12387
-0.167699,-2.30081,6.12348
-0.169394,-2.30306,6.12308
-0.172798,-2.30756,6.12219
-0.174492,-2.30975,6.12178
-0.176202,-2.31194,6.12137
-0.179742,-2.31647,6.12044
-0.181486,-2.31865,6.12002
-0.183282,-2.32089,6.11957
-0.186887,-2.32537,6.11864
-0.188684,-2.32756,6.11819
-0.19049,-2.32975,6.11774
-0.194264,-2.33432,6.11676
-0.196033,-2.33654,6.11649
-0.197857,-2.3388,6.1162
-0.199696,-2.34105,6.1159
-0.201549,-2.34329,6.1156
-0.20541,-2.34787,6.11479
-0.209323,-2.35243,6.11397
-0.21124,-2.35467,6.11365
-0.213169,-2.3569,6.11332
-0.215109,-2.35912,6.11299
-0.217061,-2.36134,6.11265
-0.22112,-2.36586,6.11181
-0.223108,-2.36807,6.11146
-0.225108,-2.37028,6.11111
-0.22927,-2.37479,6.11026
-0.231311,-2.37699,6.10989
-0.23339,-2.37914,6.10944
-0.235484,-2.38129,6.10897
-0.237589,-2.38343,6.1085
-0.239705,-2.38555,6.10802
-0.244065,-2.38997,6.10704
-0.246216,-2.39209,6.10654
-0.248426,-2.39425,6.10603
-0.252837,-2.39861,6.10503
-0.255034,-2.40073,6.10452
-0.259534,-2.4052,6.10369
-0.264088,-2.40967,6.10285
-0.268691,-2.41412,6.10201
-0.270949,-2.41629,6.10167
-0.273219,-2.41847,6.10132
-0.275501,-2.42064,6.10096
-0.27784,-2.42284,6.1006
-0.282539,-2.42719,6.09974
-0.287336,-2.43158,6.09887
-0.28969,-2.43373,6.0985
-0.292057,-2.43587,6.09811
-0.294436,-2.438,6.09773
-0.296829,-2.44013,6.09734
-0.299235,-2.44226,6.09694
-0.301652,-2.44439,6.09654
-0.304082,-2.44651,6.09614
-0.306523,-2.44863,6.09573
-0.308979,-2.45074,6.09531
-0.311447,-2.45286,6.09489
-0.313929,-2.45496,6.09447
-0.316424,-2.45706,6.09404
-0.318983,-2.4592,6.09359
-0.321448,-2.46123,6.09316
-0.326644,-2.46548,6.09222
-0.329198,-2.46755,6.09177
-0.331764,-2.46961,6.09131
-0.337036,-2.47389,6.0905
-0.339617,-2.476,6.09019
-0.342212,-2.47811,6.08988
-0.344819,-2.48022,6.08957
-0.347437,-2.48231,6.08924
-0.350068,-2.4844,6.08892
-0.352709,-2.48648,6.0886
-0.358172,-2.49067,6.08777
-0.360852,-2.49275,6.08743
-0.366386,-2.4969,6.0866
-0.369098,-2.49895,6.08626
-0.371824,-2.50101,6.08592
-0.374618,-2.50309,6.08556
-0.380209,-2.50714,6.08472
-0.382979,-2.50916,6.08437
-0.385761,-2.51118,6.08401
-0.388553,-2.51318,6.08365
-0.391359,-2.51519,6.08328
-0.397129,-2.51929,6.0826
-0.399949,-2.52136,6.08242
-0.402781,-2.52341,6.08223
-0.408645,-2.52744,6.08155
-0.41151,-2.52947,6.08136
-0.414385,-2.53148,6.08118
-0.417337,-2.53353,6.08098
-0.420176,-2.53549,6.0808
-0.423091,-2.53748,6.08062
-0.426015,-2.53947,6.08043
