x,y,theta
1.57613,-1.34292,6.53867
1.57803,-1.3456,6.53719
1.58302,-1.35127,6.53614
1.58752,-1.35696,6.53443
1.58961,-1.35979,6.53366
1.59172,-1.36262,6.53291
1.59407,-1.36549,6.5327
1.59645,-1.36834,6.53252
1.59891,-1.37124,6.5324
1.60129,-1.37401,6.53232
1.60375,-1.37682,6.53226
1.60549,-1.37955,6.53119
1.60726,-1.38228,6.53014
1.61073,-1.38808,6.52743
1.61173,-1.39076,6.52523
1.61232,-1.39341,6.5224
1.61584,-1.39949,6.52006
1.61696,-1.40235,6.51821
1.61817,-1.40511,6.51675
1.61945,-1.40795,6.51529
1.62077,-1.4108,6.51385
1.62437,-1.41714,6.51169
1.6283,-1.42364,6.51026
1.63173,-1.43013,6.50813
1.63307,-1.43307,6.50715
1.63444,-1.43602,6.50617
1.63816,-1.4427,6.50469
1.63956,-1.44564,6.50371
1.64098,-1.44859,6.50275
1.64388,-1.45528,6.50004
1.64707,-1.46213,6.49799
1.64802,-1.46509,6.49645
1.64931,-1.46812,6.49563
1.65499,-1.47918,6.49367
1.65658,-1.48231,6.49352
1.65821,-1.48544,6.49338
1.65984,-1.48854,6.49324
1.66363,-1.49577,6.49259
1.66782,-1.50313,6.49292
1.66923,-1.50631,6.49266
1.67058,-1.5093,6.49243
1.67205,-1.51246,6.49219
1.67346,-1.51544,6.49196
1.67692,-1.52271,6.49121
1.67839,-1.52576,6.49096
1.67956,-1.52875,6.49022
1.6808,-1.53183,6.48946
1.68198,-1.53473,6.48872
1.68549,-1.54213,6.48827
1.68667,-1.54514,6.48771
1.68836,-1.54834,6.48814
1.68987,-1.55133,6.48842
1.69146,-1.5544,6.48869
1.69409,-1.56178,6.48717
1.69663,-1.56904,6.48562
1.69919,-1.57645,6.48403
1.70205,-1.584,6.48314
1.70489,-1.59159,6.48222
1.70647,-1.59478,6.48276
1.70806,-1.59795,6.48329
1.7113,-1.60566,6.4833
1.71292,-1.6088,6.48381
1.71464,-1.61195,6.48453
1.71575,-1.61496,6.48428
1.71881,-1.62265,6.48445
1.72036,-1.62576,6.48513
1.72341,-1.63344,6.48528
1.72643,-1.64114,6.4854
1.72821,-1.64429,6.48644
1.72929,-1.64728,6.48639
1.73177,-1.65487,6.48581
1.7328,-1.65784,6.48558
1.73537,-1.66559,6.48523
1.73621,-1.66854,6.48477
1.73744,-1.67151,6.48524
1.73813,-1.67443,6.4848
1.73886,-1.67736,6.48434
1.73961,-1.68028,6.48388
1.7404,-1.6832,6.48342
1.74122,-1.68612,6.48295
1.74326,-1.69377,6.48193
1.74528,-1.70147,6.48087
1.74618,-1.70442,6.48031
1.74711,-1.70738,6.47974
1.74807,-1.71034,6.47916
1.74846,-1.71317,6.47764
1.75002,-1.72091,6.47573
1.75002,-1.72368,6.47352
1.75007,-1.72648,6.47129
1.75119,-1.73432,6.4685
1.75142,-1.73723,6.46645
1.7517,-1.74017,6.46439
1.75228,-1.74323,6.46298
1.75291,-1.74632,6.46155
1.75472,-1.7547,6.46001
1.7555,-1.75787,6.45882
1.75632,-1.76107,6.45762
1.75807,-1.76959,6.45586
1.7598,-1.77819,6.45405
1.76152,-1.78687,6.45219
1.76285,-1.79034,6.45183
1.76405,-1.79378,6.45121
1.76618,-1.80286,6.45032
1.76676,-1.80607,6.44873
1.76739,-1.80942,6.44712
1.76876,-1.81837,6.44494
1.77046,-1.82764,6.44354
1.7715,-1.8311,6.44265
1.77294,-1.83483,6.4426
1.77441,-1.83856,6.44254
1.77592,-1.84231,6.44248
1.77801,-1.85178,6.44187
1.78016,-1.86134,6.44148
1.78228,-1.87094,6.44104
1.78438,-1.8752,6.44212
1.78593,-1.87884,6.44237
1.78753,-1.88272,6.4426
1.78917,-1.88673,6.44282
1.79124,-1.89631,6.44278
1.79301,-1.90027,6.44323
1.79515,-1.90437,6.44457
1.79755,-1.91422,6.44538
1.80002,-1.91845,6.44746
1.80252,-1.92278,6.44954
1.80516,-1.93257,6.45112
1.80768,-1.93678,6.4532
1.81023,-1.94097,6.4553
1.81243,-1.95077,6.45625
1.81472,-1.95477,6.45797
1.81704,-1.95887,6.45969
1.81943,-1.96298,6.46158
1.82184,-1.96709,6.46347
1.82425,-1.97678,6.46517
1.82649,-1.98641,6.46668
1.82907,-1.9906,6.46906
1.83168,-1.99478,6.47146
1.8343,-1.99893,6.47388
1.8364,-2.00289,6.47544
1.83815,-2.01221,6.47649
1.84028,-2.01618,6.47806
1.84276,-2.02029,6.48047
1.84408,-2.02945,6.48125
1.84589,-2.03333,6.48254
1.84749,-2.03713,6.48345
1.84912,-2.04094,6.48437
1.85077,-2.04475,6.48531
1.85245,-2.04856,6.48626
1.85352,-2.05762,6.48671
1.85545,-2.06156,6.48826
1.8574,-2.06561,6.48982
1.85901,-2.0748,6.49183
1.86076,-2.07869,6.49339
1.86185,-2.08778,6.49482
1.86225,-2.09662,6.49519
1.86261,-2.10549,6.49557
1.86391,-2.10926,6.49647
1.86525,-2.11305,6.49739
1.86589,-2.11658,6.49714
1.86655,-2.12023,6.49689
1.86624,-2.1288,6.49616
1.86619,-2.13767,6.4962
1.86661,-2.14121,6.4957
1.86705,-2.14478,6.4952
1.86754,-2.14838,6.49473
1.86837,-2.15216,6.49508
1.86924,-2.15596,6.49546
1.87021,-2.15981,6.49605
1.87122,-2.16369,6.49667
1.87244,-2.16766,6.49777
1.87368,-2.17164,6.4989
1.87494,-2.17563,6.50005
1.87624,-2.17963,6.50123
1.87786,-2.18379,6.50325
1.87947,-2.18804,6.50529
1.88116,-2.19208,6.50742
1.88103,-2.20105,6.50845
1.88236,-2.20505,6.51002
1.88332,-2.2089,6.51095
1.88291,-2.21776,6.51185
1.88332,-2.22142,6.51202
1.88378,-2.2251,6.51221
1.88427,-2.22881,6.51244
1.88479,-2.23254,6.51268
1.88496,-2.23613,6.51231
1.88541,-2.23988,6.51262
1.88419,-2.24854,6.51245
1.88493,-2.25248,6.51344
1.88346,-2.26109,6.51317
1.88413,-2.26505,6.51434
1.88483,-2.26901,6.51554
1.88552,-2.27308,6.51677
1.88439,-2.28177,6.51753
1.88525,-2.28582,6.51914
1.88614,-2.28988,6.52078
1.88704,-2.29394,6.52247
1.88722,-2.29767,6.52289
1.88552,-2.30619,6.52323
1.88588,-2.31004,6.5241
1.88638,-2.31396,6.52531
1.8842,-2.32228,6.52508
1.88451,-2.32617,6.52633
1.88444,-2.32987,6.52689
1.88461,-2.33383,6.52817
1.88489,-2.3376,6.52951
1.88516,-2.34148,6.53089
1.88546,-2.34536,6.53231
1.88369,-2.3539,6.53397
1.88426,-2.35793,6.53618
1.88485,-2.36194,6.53845
1.88226,-2.36999,6.53896
1.87963,-2.37802,6.53951
1.8795,-2.38171,6.54061
1.87941,-2.38541,6.54175
1.87933,-2.38912,6.54294
1.87701,-2.39729,6.54463
1.8767,-2.40091,6.54583
1.87658,-2.40463,6.54755
1.87592,-2.40808,6.54832
1.8753,-2.41155,6.54912
1.87455,-2.41495,6.54971
1.87376,-2.41844,6.55032
1.87312,-2.42178,6.55101
1.86964,-2.4293,6.55122
1.86581,-2.43666,6.55093
1.86507,-2.4401,6.55176
1.86418,-2.44346,6.55233
1.86054,-2.45095,6.55287
1.85687,-2.45841,6.55346
1.85619,-2.46191,6.55461
1.85485,-2.46507,6.5546
1.85356,-2.46824,6.55463
1.85229,-2.47143,6.5547
1.85106,-2.47464,6.55482
1.84958,-2.47772,6.55448
1.84838,-2.48097,6.55488
1.84722,-2.48424,6.55533
1.84293,-2.4914,6.55532
1.84148,-2.49453,6.55526
1.84017,-2.49774,6.55554
1.83877,-2.50091,6.55565
1.83757,-2.50421,6.55628
1.83269,-2.51107,6.55566
1.8312,-2.51421,6.55588
1.82942,-2.51731,6.55567
1.82782,-2.52028,6.55553
1.82612,-2.52342,6.55541
1.82458,-2.52643,6.55535
1.82294,-2.52961,6.55532
1.8147,-2.54015,6.55436
1.81256,-2.54296,6.55334
1.80722,-2.54966,6.55241
1.80529,-2.55263,6.55193
1.80376,-2.55587,6.55257
1.79869,-2.56289,6.55275
1.79747,-2.56621,6.55408
1.79555,-2.56923,6.55427
1.79009,-2.5759,6.55399
1.7882,-2.57893,6.55422
1.78627,-2.58206,6.55449
1.78083,-2.58862,6.55423
1.7753,-2.59523,6.55401
1.77304,-2.59806,6.55357
1.77114,-2.60113,6.55414
1.76889,-2.60399,6.55404
1.76659,-2.60693,6.55399
1.76393,-2.60943,6.553
1.76157,-2.61225,6.55303
1.75921,-2.61508,6.55303
1.7568,-2.61798,6.55307
1.75458,-2.62076,6.55318
1.75263,-2.62385,6.55427
1.74622,-2.62996,6.55373
1.74396,-2.63287,6.55454
1.74112,-2.63553,6.55443
1.73457,-2.64142,6.55387
1.73187,-2.64402,6.55385
1.72955,-2.64689,6.5549
1.7272,-2.64973,6.55591
1.72493,-2.6526,6.55712
