xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.0485827,-2.05642,6.22215,0.399486,0.0889206,-0.0448762,-2.04669,6.21669
-0.0489477,-2.05656,6.2216,0.399486,0.0889206,-0.0446926,-2.0482,6.2162
-0.0493689,-2.05695,6.22104,0.399486,0.0889206,-0.0443987,-2.04895,6.21597
-0.0498203,-2.05757,6.22049,0.399486,0.0889206,-0.0450086,-2.05043,6.21534
-0.0503597,-2.05875,6.21993,0.399486,0.0889207,-0.0447583,-2.0512,6.21539
-0.0506585,-2.06005,6.21938,0.399486,0.0889208,-0.0456874,-2.05271,6.21464
-0.0509433,-2.06184,6.21882,0.399486,0.0889209,-0.0469834,-2.05344,6.21376
-0.0514351,-2.06315,6.21827,0.399487,0.088921,-0.0480264,-2.05498,6.21263
-0.0523789,-2.06408,6.21772,0.399487,0.0889211,-0.04833,-2.05572,6.21222
-0.0533426,-2.06442,6.21716,0.399488,0.0889212,-0.0489682,-2.05732,6.21181
-0.0544132,-2.06479,6.21661,0.399489,0.0889214,-0.0491836,-2.0581,6.21153
-0.0552105,-2.06501,6.21605,0.39949,0.0889215,-0.0490381,-2.0597,6.21114
-0.0558257,-2.06576,6.2155,0.399492,0.0889218,-0.0492054,-2.06047,6.21077
-0.0566928,-2.06604,6.21494,0.399494,0.088922,-0.0364051,-2.06305,6.21323
-0.0575509,-2.06688,6.21439,0.399495,0.0889223,-0.050123,-2.06454,6.20957
-0.0592831,-2.06835,6.21328,0.399498,0.0889228,-0.0526615,-2.06692,6.20758
-0.0611778,-2.06942,6.21217,0.399502,0.0889233,-0.0537364,-2.06942,6.20658
-0.0629451,-2.07055,6.21106,0.399508,0.0889241,-0.0540177,-2.07028,6.2064
-0.0645604,-2.07053,6.2105,0.399513,0.0889251,-0.0538971,-2.07196,6.20611
-0.0660802,-2.07072,6.20995,0.399519,0.0889261,-0.0537377,-2.07283,6.20579
-0.0673838,-2.07116,6.20939,0.399526,0.0889273,-0.0545855,-2.07452,6.20501
-0.0685248,-2.07017,6.20883,0.399533,0.0889286,-0.0548047,-2.07537,6.20469
-0.0698855,-2.06874,6.20828,0.399541,0.0889301,-0.0553052,-2.07713,6.20444
-0.0709967,-2.06843,6.20772,0.399549,0.0889318,-0.0555757,-2.07799,6.20417
-0.0719075,-2.06848,6.20715,0.399557,0.0889337,-0.0569696,-2.07971,6.20299
-0.0729797,-2.06889,6.20661,0.399566,0.0889358,-0.0590637,-2.0823,6.20134
-0.0749121,-2.07136,6.20549,0.399576,0.0889383,-0.0589219,-2.08503,6.20118
-0.0763413,-2.07339,6.20438,0.399586,0.0889413,-0.060211,-2.0877,6.19997
-0.0778022,-2.07541,6.20327,0.399597,0.0889447,-0.0610972,-2.09043,6.19931
-0.0791254,-2.07803,6.20216,0.399608,0.0889485,-0.0621511,-2.0932,6.19829
-0.0806841,-2.08037,6.20105,0.39962,0.0889528,-0.0483528,-2.09617,6.20047
-0.0819124,-2.08154,6.20048,0.399633,0.0889573,-0.0653193,-2.09687,6.19602
-0.0829543,-2.08246,6.19994,0.399645,0.088962,-0.0653289,-2.09878,6.19607
-0.0846856,-2.08378,6.19883,0.399659,0.0889672,-0.0656997,-2.09971,6.19567
-0.086166,-2.08376,6.19826,0.399673,0.0889727,-0.066429,-2.10161,6.19495
-0.0878392,-2.084,6.19772,0.399687,0.0889784,-0.0667829,-2.10256,6.19461
-0.0898808,-2.08389,6.19716,0.399702,0.0889844,-0.067498,-2.10449,6.19397
-0.0919151,-2.08378,6.19661,0.399719,0.0889907,-0.0678759,-2.10544,6.19398
-0.0922561,-2.08661,6.19605,0.399735,0.0889973,-0.068656,-2.10737,6.19323
-0.0924041,-2.08963,6.19549,0.39975,0.0890042,-0.042852,-2.11063,6.19878
-0.0927312,-2.0922,6.19494,0.399766,0.0890113,-0.0718217,-2.11121,6.19109
