xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.0398412,-2.05656,6.22117,0.399769,0.0891744,-0.0448762,-2.04669,6.21669
-0.0401764,-2.05676,6.22063,0.399769,0.0891744,-0.0446926,-2.0482,6.2162
-0.040547,-2.05722,6.22008,0.399769,0.0891745,-0.0443987,-2.04895,6.21597
-0.0409269,-2.0579,6.21954,0.399769,0.0891745,-0.0450086,-2.05043,6.21534
-0.0413729,-2.05914,6.219,0.399769,0.0891746,-0.0447583,-2.0512,6.21539
-0.0415577,-2.06051,6.21846,0.39977,0.0891746,-0.0456874,-2.05271,6.21464
-0.0417066,-2.06238,6.21792,0.399769,0.0891747,-0.0469834,-2.05344,6.21376
-0.0420423,-2.06377,6.21738,0.399769,0.0891748,-0.0480264,-2.05498,6.21263
-0.0428098,-2.06478,6.21684,0.399769,0.0891748,-0.04833,-2.05572,6.21222
-0.043577,-2.06521,6.21629,0.39977,0.0891749,-0.0489682,-2.05732,6.21181
-0.0444287,-2.06569,6.21575,0.39977,0.089175,-0.0491836,-2.0581,6.21153
-0.0449857,-2.06602,6.21521,0.399771,0.0891751,-0.0490381,-2.0597,6.21114
-0.045336,-2.06688,6.21467,0.399772,0.0891753,-0.0492054,-2.06047,6.21077
-0.0459163,-2.06729,6.21413,0.399772,0.0891755,-0.0364051,-2.06305,6.21323
-0.0464616,-2.06828,6.21358,0.399773,0.0891757,-0.050123,-2.06454,6.20957
-0.0478546,-2.06999,6.2125,0.399775,0.089176,-0.0526615,-2.06692,6.20758
-0.0493888,-2.0713,6.21142,0.399777,0.0891764,-0.0537364,-2.06942,6.20658
-0.0507725,-2.07271,6.21033,0.39978,0.089177,-0.0540177,-2.07028,6.2064
-0.0519797,-2.07291,6.20979,0.399783,0.0891776,-0.0538971,-2.07196,6.20611
-0.0530639,-2.07336,6.20925,0.399787,0.0891784,-0.0537377,-2.07283,6.20579
-0.0539037,-2.07407,6.2087,0.399791,0.0891793,-0.0545855,-2.07452,6.20501
-0.054561,-2.07338,6.20816,0.399795,0.0891803,-0.0548047,-2.07537,6.20469
-0.0554113,-2.07228,6.20762,0.3998,0.0891815,-0.0553052,-2.07713,6.20444
-0.0559748,-2.07235,6.20707,0.399804,0.0891828,-0.0555757,-2.07799,6.20417
