xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.0306081,-2.05898,6.23223,0.426322,0.0934564,-0.0448762,-2.04669,6.21669
-0.0296016,-2.0591,6.23191,0.426322,0.0934564,-0.0446926,-2.0482,6.2162
-0.0286036,-2.0595,6.23158,0.426322,0.0934564,-0.0443987,-2.04895,6.21597
-0.0275851,-2.06014,6.23125,0.426322,0.0934564,-0.0450086,-2.05043,6.21534
-0.0265969,-2.06138,6.23092,0.426322,0.0934565,-0.0447583,-2.0512,6.21539
-0.0253116,-2.06277,6.2306,0.426322,0.0934566,-0.0456874,-2.05271,6.21464
-0.0239479,-2.06467,6.23027,0.426321,0.0934566,-0.0469834,-2.05344,6.21376
-0.0227354,-2.06613,6.22994,0.426321,0.0934567,-0.0480264,-2.05498,6.21263
-0.0219153,-2.06724,6.22962,0.42632,0.0934567,-0.04833,-2.05572,6.21222
-0.0210539,-2.06779,6.22929,0.42632,0.0934568,-0.0489682,-2.05732,6.21181
-0.0202255,-2.06842,6.22896,0.42632,0.0934569,-0.0491836,-2.0581,6.21153
-0.019049,-2.06893,6.22863,0.426319,0.0934569,-0.0490381,-2.0597,6.21114
-0.0176,-2.07001,6.22831,0.426319,0.093457,-0.0492054,-2.06047,6.21077
-0.0163254,-2.07067,6.22798,0.426318,0.0934571,-0.0364051,-2.06305,6.21323
-0.0149409,-2.07195,6.22765,0.426317,0.0934572,-0.050123,-2.06454,6.20957
-0.0130196,-2.07394,6.227,0.426316,0.0934574,-0.0526615,-2.06692,6.20758
-0.0111714,-2.07561,6.22634,0.426314,0.0934576,-0.0537364,-2.06942,6.20658
-0.00908987,-2.07743,6.22569,0.426313,0.0934579,-0.0540177,-2.07028,6.2064
-0.00806183,-2.07814,6.22536,0.426312,0.0934582,-0.0538971,-2.07196,6.20611
-0.00680907,-2.07915,6.22503,0.42631,0.0934586,-0.0537377,-2.07283,6.20579
-0.00520488,-2.08048,6.2247,0.426308,0.093459,-0.0545855,-2.07452,6.20501
-0.0033442,-2.08048,6.22438,0.426306,0.0934595,-0.0548047,-2.07537,6.20469
-0.00157467,-2.08016,6.22405,0.426303,0.0934601,-0.0553052,-2.07713,6.20444
0.000626983,-2.08108,6.22372,0.426299,0.0934607,-0.0555757,-2.07799,6.20417
0.00321884,-2.08249,6.22338,0.426295,0.0934614,-0.0569696,-2.07971,6.20299
0.00577349,-2.08442,6.22306,0.42629,0.0934623,-0.0590637,-2.0823,6.20134
0.00896323,-2.08875,6.22241,0.426283,0.0934631,-0.0589219,-2.08503,6.20118
0.0127939,-2.09284,6.22175,0.426274,0.0934641,-0.060211,-2.0877,6.19997
0.0167577,-2.09717,6.2211,0.426263,0.093465,-0.0610972,-2.09043,6.19931
0.021056,-2.10236,6.22045,0.426248,0.0934657,-0.0621511,-2.0932,6.19829
0.0252871,-2.10759,6.2198,0.426231,0.0934663,-0.0483528,-2.09617,6.20047
0.0288806,-2.11173,6.21946,0.426213,0.0934667,-0.0653193,-2.09687,6.19602
