xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.0309382,-2.1881,6.2982,0.3,0.05,-0.0448762,-2.04669,6.21669
-0.0318799,-2.18764,6.2977,0.3,0.05,-0.0446926,-2.0482,6.2162
-0.0328259,-2.18719,6.2972,0.3,0.05,-0.0443987,-2.04895,6.21597
-0.0337515,-2.18675,6.2967,0.3,0.05,-0.0450086,-2.05043,6.21534
-0.0347008,-2.18631,6.2962,0.3,0.05,-0.0447583,-2.0512,6.21539
-0.035371,-2.18588,6.2957,0.3,0.05,-0.0456874,-2.05271,6.21464
-0.0359658,-2.18546,6.2952,0.3,0.05,-0.0469834,-2.05344,6.21376
-0.0367173,-2.18505,6.2947,0.3,0.05,-0.0480264,-2.05498,6.21263
-0.0378607,-2.18463,6.2942,0.3,0.05,-0.04833,-2.05572,6.21222
-0.0389959,-2.18422,6.2937,0.3,0.05,-0.0489682,-2.05732,6.21181
-0.0401938,-2.18381,6.2932,0.3,0.05,-0.0491836,-2.0581,6.21153
-0.0410995,-2.18341,6.2927,0.3,0.05,-0.0490381,-2.0597,6.21114
-0.0417812,-2.18302,6.2922,0.3,0.05,-0.0492054,-2.06047,6.21077
-0.0426751,-2.18263,6.2917,0.3,0.05,-0.0364051,-2.06305,6.21323
-0.0435071,-2.18225,6.2912,0.3,0.05,-0.050123,-2.06454,6.20957
-0.0456719,-2.18149,6.2902,0.3,0.05,-0.0526615,-2.06692,6.20758
-0.0479529,-2.18074,6.2892,0.3,0.05,-0.0537364,-2.06942,6.20658
-0.0500664,-2.18,6.2882,0.3,0.05,-0.0540177,-2.07028,6.2064
-0.0514941,-2.17963,6.2877,0.3,0.05,-0.0538971,-2.07196,6.20611
-0.052792,-2.17926,6.2872,0.3,0.05,-0.0537377,-2.07283,6.20579
-0.0538419,-2.1789,6.2867,0.3,0.05,-0.0545855,-2.07452,6.20501
-0.0547495,-2.17855,6.2862,0.3,0.05,-0.0548047,-2.07537,6.20469
-0.0558577,-2.17819,6.2857,0.3,0.05,-0.0553052,-2.07713,6.20444
-0.0566672,-2.17785,6.2852,0.3,0.05,-0.0555757,-2.07799,6.20417
-0.0572521,-2.17752,6.28469,0.3,0.05,-0.0569696,-2.07971,6.20299
-0.05792,-2.1772,6.2842,0.3,0.05,-0.0590637,-2.0823,6.20134
-0.0598256,-2.17657,6.2832,0.3,0.05,-0.0589219,-2.08503,6.20118
-0.061198,-2.17597,6.2822,0.3,0.05,-0.060211,-2.0877,6.19997
-0.0625375,-2.1754,6.2812,0.3,0.05,-0.0610972,-2.09043,6.19931
-0.0636566,-2.17488,6.2802,0.3,0.05,-0.0621511,-2.0932,6.19829
-0.0649395,-2.17438,6.2792,0.3,0.05,-0.0483528,-2.09617,6.20047
-0.0654471,-2.17414,6.27868,0.3,0.05,-0.0653193,-2.09687,6.19602
-0.0657021,-2.17395,6.2782,0.3,0.05,-0.0653289,-2.09878,6.19607
-0.0670205,-2.17351,6.2772,0.3,0.05,-0.0656997,-2.09971,6.19567
-0.0676705,-2.17332,6.27669,0.3,0.05,-0.066429,-2.10161,6.19495
-0.0684345,-2.17313,6.2762,0.3,0.05,-0.0667829,-2.10256,6.19461
-0.0695292,-2.17294,6.2757,0.3,0.05,-0.067498,-2.10449,6.19397
