xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.0936317,-2.05012,6.20924,0.398576,0.0887726,-0.0448762,-2.04669,6.21669
-0.0941147,-2.05023,6.20868,0.398576,0.0887726,-0.0446926,-2.0482,6.2162
-0.0947642,-2.05055,6.20811,0.398577,0.0887727,-0.0443987,-2.04895,6.21597
-0.095553,-2.05102,6.20755,0.398577,0.0887727,-0.0450086,-2.05043,6.21534
-0.0965468,-2.05201,6.20699,0.398578,0.0887728,-0.0447583,-2.0512,6.21539
-0.0974065,-2.05306,6.20643,0.398579,0.0887729,-0.0456874,-2.05271,6.21464
-0.0983681,-2.05454,6.20587,0.39858,0.0887729,-0.0469834,-2.05344,6.21376
-0.0996334,-2.05546,6.20531,0.398582,0.088773,-0.0480264,-2.05498,6.21263
-0.101452,-2.05592,6.20474,0.398585,0.0887732,-0.04833,-2.05572,6.21222
-0.103385,-2.05572,6.20418,0.398588,0.0887733,-0.0489682,-2.05732,6.21181
-0.105536,-2.05546,6.20362,0.398592,0.0887735,-0.0491836,-2.0581,6.21153
-0.107519,-2.05496,6.20306,0.398597,0.0887738,-0.0490381,-2.0597,6.21114
-0.109444,-2.05489,6.20249,0.398603,0.0887741,-0.0492054,-2.06047,6.21077
-0.113208,-2.05188,6.20193,0.398611,0.0887745,-0.0364051,-2.06305,6.21323
-0.115147,-2.05191,6.20137,0.398619,0.088775,-0.050123,-2.06454,6.20957
-0.119298,-2.05003,6.20024,0.398632,0.0887759,-0.0526615,-2.06692,6.20758
-0.121603,-2.05114,6.19912,0.398646,0.0887771,-0.0537364,-2.06942,6.20658
-0.123916,-2.05214,6.19799,0.398661,0.0887788,-0.0540177,-2.07028,6.2064
-0.126241,-2.05186,6.19742,0.398678,0.0887807,-0.0538971,-2.07196,6.20611
-0.12861,-2.05163,6.19686,0.398696,0.0887829,-0.0537377,-2.07283,6.20579
-0.130902,-2.05146,6.19629,0.398714,0.0887853,-0.0545855,-2.07452,6.20501
-0.133125,-2.04968,6.19573,0.398734,0.088788,-0.0548047,-2.07537,6.20469
-0.135691,-2.04726,6.19516,0.398755,0.088791,-0.0553052,-2.07713,6.20444
-0.138173,-2.04576,6.19459,0.398777,0.0887943,-0.0555757,-2.07799,6.20417
-0.138869,-2.04731,6.19401,0.398799,0.088798,-0.0569696,-2.07971,6.20299
-0.139905,-2.04903,6.19346,0.398822,0.0888019,-0.0590637,-2.0823,6.20134
-0.13963,-2.055,6.19233,0.398843,0.0888064,-0.0589219,-2.08503,6.20118
-0.139051,-2.06044,6.19121,0.398863,0.0888112,-0.060211,-2.0877,6.19997
-0.138712,-2.06581,6.19009,0.398881,0.0888162,-0.0610972,-2.09043,6.19931
-0.140253,-2.0683,6.18897,0.398899,0.0888215,-0.0621511,-2.0932,6.19829
-0.142158,-2.07042,6.18785,0.398918,0.0888271,-0.0483528,-2.09617,6.20047
-0.14386,-2.07133,6.18726,0.398938,0.0888327,-0.0653193,-2.09687,6.19602
-0.145507,-2.07191,6.18673,0.398959,0.0888385,-0.0653289,-2.09878,6.19607
-0.147962,-2.07275,6.18561,0.398981,0.0888446,-0.0656997,-2.09971,6.19567
-0.150295,-2.0722,6.18503,0.399005,0.0888509,-0.066429,-2.10161,6.19495
-0.152967,-2.07181,6.18448,0.399029,0.0888574,-0.0667829,-2.10256,6.19461
-0.156138,-2.07095,6.18392,0.399055,0.088864,-0.067498,-2.10449,6.19397
-0.161055,-2.06707,6.18336,0.399083,0.0888709,-0.0678759,-2.10544,6.19398
-0.164255,-2.06631,6.1828,0.399113,0.0888781,-0.068656,-2.10737,6.19323
-0.167385,-2.06554,6.18224,0.399144,0.0888855,-0.042852,-2.11063,6.19878
-0.170805,-2.06408,6.18168,0.399177,0.0888932,-0.0718217,-2.11121,6.19109
-0.174443,-2.06218,6.18111,0.399212,0.0889013,-0.0718684,-2.11324,6.19114
-0.176792,-2.06445,6.18,0.399248,0.08891,-0.0718787,-2.11419,6.1909
-0.178882,-2.06552,6.17944,0.399285,0.0889191,-0.0735937,-2.11716,6.18967
-0.181813,-2.06661,6.17887,0.399323,0.0889284,-0.0613219,-2.12037,6.19201
-0.185185,-2.06815,6.17776,0.399364,0.0889384,-0.0758058,-2.12225,6.18824
-0.18878,-2.0692,6.17665,0.399407,0.0889491,-0.0762384,-2.12319,6.18793
-0.191598,-2.06911,6.17609,0.399452,0.0889602,-0.0786668,-2.1262,6.18638
-0.194489,-2.06837,6.17553,0.399497,0.0889716,-0.0792179,-2.12928,6.18609
-0.197721,-2.06787,6.17442,0.399546,0.0889839,-0.0802627,-2.13137,6.18524
-0.201667,-2.06758,6.1733,0.399598,0.0889972,-0.0817557,-2.13446,6.18421
-0.207228,-2.06405,6.1722,0.399655,0.0890116,-0.0822491,-2.13549,6.18388
-0.210622,-2.06242,6.17164,0.399714,0.0890266,-0.0833058,-2.13762,6.18342
-0.214297,-2.06012,6.17107,0.399774,0.0890422,-0.084851,-2.14078,6.18232
-0.216698,-2.06192,6.16995,0.399836,0.0890591,-0.0867548,-2.14395,6.18111
-0.219106,-2.06284,6.16886,0.3999,0.0890773,-0.0869013,-2.14502,6.18099
-0.219419,-2.06563,6.1683,0.399963,0.0890962,-0.0885069,-2.14712,6.18014
-0.219751,-2.06742,6.16774,0.400027,0.0891157,-0.0620774,-2.1509,6.18591
-0.220391,-2.06869,6.16717,0.400091,0.0891359,-0.0904248,-2.15146,6.17884
-0.221264,-2.069,6.16662,0.400154,0.0891567,-0.0919888,-2.1536,6.17822
-0.220969,-2.07356,6.16553,0.400217,0.0891787,-0.0926007,-2.15471,6.17782
-0.220468,-2.07667,6.16498,0.400279,0.0892013,-0.0937031,-2.15691,6.17722
-0.21836,-2.08283,6.16442,0.400339,0.0892244,-0.0948106,-2.16023,6.17647
-0.216966,-2.08928,6.16334,0.400396,0.0892485,-0.0961872,-2.16126,6.17576
-0.215077,-2.09392,6.16279,0.400452,0.089273,-0.0981588,-2.16458,6.1748
-0.213623,-2.09842,6.16225,0.400506,0.089298,-0.0995087,-2.16685,6.17409
-0.212905,-2.10283,6.16116,0.400559,0.0893237,-0.100138,-2.16792,6.17376
-0.211409,-2.10541,6.16063,0.40061,0.0893498,-0.0883826,-2.1716,6.17601
-0.210255,-2.10776,6.16009,0.40066,0.0893763,-0.103387,-2.17359,6.17217
-0.209866,-2.11087,6.15902,0.400709,0.0894035,-0.103629,-2.17703,6.17196
-0.207956,-2.11712,6.15794,0.400753,0.0894313,-0.104628,-2.17813,6.17145
-0.205528,-2.12161,6.15742,0.400797,0.0894594,-0.0939125,-2.18187,6.17332
-0.203701,-2.12638,6.15689,0.400838,0.0894878,-0.109229,-2.18383,6.1693
-0.202944,-2.13268,6.15583,0.400877,0.0895165,-0.109961,-2.18497,6.16895
-0.200061,-2.14073,6.15531,0.400914,0.0895454,-0.111439,-2.18728,6.16822
-0.198888,-2.14584,6.15478,0.400949,0.0895744,-0.0852144,-2.19143,6.17404
-0.197725,-2.1504,6.15425,0.400984,0.0896035,-0.113864,-2.19189,6.16715
-0.196589,-2.15447,6.15374,0.401017,0.0896326,-0.101175,-2.19579,6.17003
-0.194834,-2.16296,6.1527,0.401046,0.0896617,-0.117085,-2.19774,6.16541
-0.193171,-2.17125,6.15167,0.40107,0.0896904,-0.0918207,-2.20194,6.17126
-0.19101,-2.1787,6.15116,0.401093,0.089719,-0.120433,-2.2024,6.16426
-0.189092,-2.18564,6.15065,0.401114,0.0897474,-0.12292,-2.20597,6.1631
-0.188419,-2.19431,6.14963,0.401132,0.0897751,-0.124516,-2.20835,6.16246
-0.189402,-2.20002,6.14862,0.401148,0.0898021,-0.124791,-2.20952,6.16236
-0.189182,-2.20387,6.14811,0.401163,0.0898287,-0.124855,-2.21199,6.1624
-0.189183,-2.20722,6.14761,0.401177,0.0898548,-0.127164,-2.21556,6.16123
-0.190686,-2.21288,6.14661,0.401191,0.0898801,-0.102327,-2.21992,6.16663
-0.192561,-2.2138,6.14611,0.401204,0.089905,-0.117745,-2.22073,6.16279
-0.194557,-2.21441,6.14561,0.401219,0.0899294,-0.105165,-2.22353,6.16551
-0.198035,-2.21203,6.14511,0.401234,0.0899535,-0.120867,-2.22429,6.16159
-0.201403,-2.21008,6.14462,0.401251,0.0899771,-0.136189,-2.22635,6.15738
-0.20739,-2.2069,6.14361,0.401273,0.0900004,-0.13647,-2.22759,6.15752
-0.210767,-2.20497,6.14313,0.401296,0.0900234,-0.136695,-2.23007,6.15756
-0.214066,-2.20184,6.14263,0.40132,0.0900463,-0.137463,-2.23132,6.15729
-0.215953,-2.20178,6.14214,0.401345,0.090069,-0.126,-2.23541,6.15933
-0.218132,-2.20208,6.14163,0.401371,0.0900917,-0.142835,-2.23736,6.15506
-0.221513,-2.20405,6.14065,0.401397,0.0901141,-0.145825,-2.24102,6.15401
-0.224949,-2.20517,6.13967,0.401426,0.0901364,-0.146778,-2.24219,6.15365
-0.225878,-2.20763,6.13918,0.401454,0.0901587,-0.149007,-2.24593,6.15256
-0.22645,-2.20956,6.13868,0.401481,0.0901809,-0.149403,-2.24854,6.15275
-0.227861,-2.21307,6.1377,0.401508,0.090203,-0.150209,-2.24973,6.1525
-0.228545,-2.21437,6.13721,0.401535,0.090225,-0.151913,-2.25223,6.15191
-0.227943,-2.21874,6.13673,0.40156,0.090247,-0.152841,-2.25349,6.15129
-0.228791,-2.22008,6.13624,0.401586,0.0902689,-0.15529,-2.25595,6.15041
-0.228358,-2.22448,6.13576,0.40161,0.0902907,-0.156757,-2.25715,6.15
-0.229423,-2.226,6.13527,0.401634,0.0903124,-0.159952,-2.26083,6.14896
-0.229164,-2.23051,6.13479,0.401658,0.090334,-0.16233,-2.26466,6.14782
-0.230034,-2.2369,6.13383,0.401679,0.0903553,-0.163807,-2.26848,6.14775
-0.231353,-2.2428,6.13286,0.401698,0.0903761,-0.166229,-2.27231,6.14671
-0.234034,-2.24565,6.13191,0.401718,0.0903966,-0.169955,-2.27601,6.14551
-0.236729,-2.24868,6.13094,0.401738,0.0904168,-0.172892,-2.27852,6.14462
-0.239399,-2.25177,6.13,0.401757,0.0904366,-0.174016,-2.27972,6.14428
-0.240862,-2.25305,6.12952,0.401777,0.0904562,-0.176293,-2.28225,6.14321
-0.242641,-2.25379,6.12905,0.401797,0.0904758,-0.176584,-2.28357,6.14316
-0.243159,-2.25759,6.12857,0.401817,0.0904951,-0.177906,-2.28754,6.14309
-0.243783,-2.26155,6.1281,0.401836,0.0905143,-0.180383,-2.29007,6.14245
-0.246297,-2.26725,6.12716,0.401854,0.090533,-0.181373,-2.29129,6.14201
-0.247641,-2.27087,6.12669,0.401872,0.0905515,-0.184607,-2.29515,6.14079
