xji,yji,thetaji,vj,wj
-0.249337,-2.36949,6.12563,0.3,0.05
-0.251039,-2.37151,6.12513,0.3,0.05
-0.252687,-2.37373,6.12463,0.3,0.05
-0.253819,-2.37536,6.12415,0.3,0.05
-0.254939,-2.37712,6.12365,0.3,0.05
-0.255856,-2.37894,6.12316,0.3,0.05
-0.259036,-2.38249,6.12216,0.3,0.05
-0.260376,-2.38443,6.12167,0.3,0.05
-0.261731,-2.38593,6.12116,0.3,0.05
-0.26545,-2.3892,6.12018,0.3,0.05
-0.268805,-2.39275,6.11918,0.3,0.05
-0.270531,-2.39431,6.11869,0.3,0.05
-0.272757,-2.39597,6.11819,0.3,0.05
-0.277544,-2.39933,6.1172,0.3,0.05
-0.280179,-2.40077,6.1167,0.3,0.05
-0.282834,-2.40324,6.1162,0.3,0.05
-0.285311,-2.40546,6.1157,0.3,0.05
-0.287546,-2.40679,6.1152,0.3,0.05
-0.292382,-2.41053,6.11422,0.3,0.05
-0.294448,-2.41206,6.11372,0.3,0.05
-0.296527,-2.41401,6.11323,0.3,0.05
-0.298883,-2.41544,6.11273,0.3,0.05
-0.301268,-2.41682,6.11224,0.3,0.05
-0.306164,-2.42095,6.11124,0.3,0.05
-0.308287,-2.4228,6.11075,0.3,0.05
-0.310104,-2.42449,6.11025,0.3,0.05
-0.311857,-2.42644,6.10975,0.3,0.05
-0.313606,-2.42863,6.10926,0.3,0.05
-0.315534,-2.43116,6.10875,0.3,0.05
-0.317236,-2.4333,6.10827,0.3,0.05
-0.32125,-2.4377,6.10727,0.3,0.05
-0.323014,-2.43979,6.10678,0.3,0.05
-0.325056,-2.44224,6.10628,0.3,0.05
-0.329696,-2.44665,6.10529,0.3,0.05
-0.331921,-2.44858,6.10479,0.3,0.05
-0.334069,-2.44989,6.1043,0.3,0.05
-0.338921,-2.45415,6.1033,0.3,0.05
-0.341487,-2.45632,6.10281,0.3,0.05
-0.344206,-2.45849,6.10231,0.3,0.05
-0.346696,-2.45987,6.10181,0.3,0.05
-0.34888,-2.46154,6.10132,0.3,0.05
-0.353491,-2.46437,6.10033,0.3,0.05
-0.355851,-2.46467,6.09983,0.3,0.05
-0.358449,-2.46589,6.09933,0.3,0.05
-0.363547,-2.4686,6.09834,0.3,0.05
-0.366024,-2.46956,6.09784,0.3,0.05
-0.368584,-2.47084,6.09734,0.3,0.05
-0.373945,-2.47351,6.09635,0.3,0.05
-0.376749,-2.47425,6.09585,0.3,0.05
-0.379284,-2.47522,6.09535,0.3,0.05
-0.381682,-2.476,6.09485,0.3,0.05
-0.384156,-2.47714,6.09436,0.3,0.05
-0.38684,-2.4786,6.09386,0.3,0.05
-0.389709,-2.48159,6.09336,0.3,0.05
-0.392445,-2.48391,6.09283,0.3,0.05
-0.395054,-2.48609,6.09237,0.3,0.05
-0.397874,-2.4883,6.09186,0.3,0.05
-0.400418,-2.49034,6.09137,0.3,0.05
-0.40607,-2.49473,6.09037,0.3,0.05
-0.411956,-2.49914,6.08938,0.3,0.05
-0.415017,-2.50145,6.08888,0.3,0.05
-0.418156,-2.50422,6.08838,0.3,0.05
-0.421171,-2.50638,6.08789,0.3,0.05
-0.424326,-2.50898,6.08739,0.3,0.05
-0.427327,-2.51142,6.0869,0.3,0.05
-0.430645,-2.51377,6.0864,0.3,0.05
-0.436975,-2.51885,6.08541,0.3,0.05
-0.440246,-2.52178,6.08491,0.3,0.05
-0.443389,-2.52429,6.08442,0.3,0.05
-0.449953,-2.5286,6.08341,0.3,0.05
-0.456582,-2.53282,6.08243,0.3,0.05
-0.460242,-2.53431,6.08193,0.3,0.05
-0.463933,-2.53568,6.08144,0.3,0.05
-0.470568,-2.53938,6.08044,0.3,0.05
-0.477498,-2.54308,6.07945,0.3,0.05
-0.481287,-2.5448,6.07896,0.3,0.05
-0.485041,-2.54659,6.07846,0.3,0.05
-0.488635,-2.54814,6.07797,0.3,0.05
-0.492351,-2.54988,6.07747,0.3,0.05
-0.498891,-2.55254,6.07648,0.3,0.05
-0.502428,-2.55355,6.07599,0.3,0.05
-0.506009,-2.5548,6.07549,0.3,0.05
-0.509668,-2.55661,6.075,0.3,0.05
-0.513527,-2.55848,6.07451,0.3,0.05
-0.520529,-2.56139,6.07351,0.3,0.05
-0.52441,-2.56218,6.07301,0.3,0.05
-0.528069,-2.5629,6.07252,0.3,0.05
-0.534961,-2.56563,6.07153,0.3,0.05
-0.541852,-2.56788,6.07053,0.3,0.05
-0.545524,-2.56888,6.07004,0.3,0.05
-0.54916,-2.56992,6.06955,0.3,0.05
-0.555975,-2.57199,6.06855,0.3,0.05
-0.559887,-2.57349,6.06806,0.3,0.05
-0.563489,-2.57505,6.06756,0.3,0.05
-0.566728,-2.57653,6.06707,0.3,0.05
-0.569939,-2.57815,6.06657,0.3,0.05
-0.576449,-2.58131,6.06557,0.3,0.05
-0.582503,-2.5845,6.06457,0.3,0.05
-0.58514,-2.58681,6.06409,0.3,0.05
-0.587989,-2.58895,6.06359,0.3,0.05
-0.590823,-2.59134,6.06309,0.3,0.05
-0.593684,-2.59346,6.0626,0.3,0.05
-0.600177,-2.5962,6.06161,0.3,0.05
-0.603323,-2.59764,6.06111,0.3,0.05
-0.606377,-2.598,6.06062,0.3,0.05
-0.612689,-2.60013,6.05962,0.3,0.05
-0.615917,-2.60134,6.05913,0.3,0.05
-0.619108,-2.60248,6.05863,0.3,0.05
-0.622433,-2.60364,6.05814,0.3,0.05
-0.62579,-2.60445,6.05764,0.3,0.05
-0.632322,-2.60626,6.05665,0.3,0.05
-0.638812,-2.60836,6.05564,0.3,0.05
-0.645313,-2.61068,6.05466,0.3,0.05
-0.652444,-2.61322,6.05366,0.3,0.05
-0.656036,-2.61444,6.05316,0.3,0.05
-0.659752,-2.61612,6.05267,0.3,0.05
-0.663443,-2.61784,6.05217,0.3,0.05
-0.667128,-2.61997,6.05168,0.3,0.05
-0.674385,-2.62263,6.05068,0.3,0.05
-0.681649,-2.62488,6.04965,0.3,0.05
-0.684791,-2.62605,6.04919,0.3,0.05
-0.687629,-2.62637,6.04869,0.3,0.05
-0.694353,-2.6281,6.0477,0.3,0.05
-0.700883,-2.63014,6.0467,0.3,0.05
-0.703797,-2.63062,6.0462,0.3,0.05
-0.706887,-2.63103,6.04571,0.3,0.05
-0.713652,-2.63314,6.04471,0.3,0.05
-0.720378,-2.63587,6.0437,0.3,0.05
-0.726847,-2.63873,6.04271,0.3,0.05
-0.729767,-2.63954,6.04222,0.3,0.05
-0.73304,-2.64068,6.04172,0.3,0.05
-0.73645,-2.64103,6.04122,0.3,0.05
-0.740108,-2.64219,6.04073,0.3,0.05
-0.744103,-2.6435,6.04023,0.3,0.05
-0.748032,-2.64421,6.03973,0.3,0.05
-0.752025,-2.64453,6.03923,0.3,0.05
-0.756107,-2.64537,6.03874,0.3,0.05
-0.763902,-2.64718,6.03774,0.3,0.05
-0.767865,-2.64835,6.03724,0.3,0.05
-0.771456,-2.6498,6.03675,0.3,0.05
-0.779279,-2.65286,6.03575,0.3,0.05
-0.783067,-2.65474,6.03525,0.3,0.05
-0.786841,-2.65641,6.03475,0.3,0.05
-0.794438,-2.6598,6.03376,0.3,0.05
-0.798426,-2.66187,6.03326,0.3,0.05
-0.80246,-2.66306,6.03277,0.3,0.05
-0.806643,-2.66404,6.03227,0.3,0.05
-0.810911,-2.66475,6.03178,0.3,0.05
-0.819235,-2.66617,6.03078,0.3,0.05
-0.823736,-2.66644,6.03028,0.3,0.05
-0.827921,-2.6663,6.02979,0.3,0.05
-0.836452,-2.66798,6.02879,0.3,0.05
-0.841278,-2.66942,6.02829,0.3,0.05
-0.84589,-2.67086,6.0278,0.3,0.05
-0.854292,-2.67274,6.0268,0.3,0.05
-0.858494,-2.67383,6.02631,0.3,0.05
-0.862786,-2.67554,6.02581,0.3,0.05
-0.871072,-2.67823,6.02481,0.3,0.05
-0.879118,-2.68079,6.02382,0.3,0.05
-0.883401,-2.68332,6.02333,0.3,0.05
-0.887785,-2.68618,6.02283,0.3,0.05
-0.892141,-2.6891,6.02234,0.3,0.05
-0.896452,-2.69104,6.02184,0.3,0.05
-0.900466,-2.69198,6.02135,0.3,0.05
-0.904526,-2.69303,6.02086,0.3,0.05
-0.908561,-2.69376,6.02036,0.3,0.05
-0.91292,-2.69453,6.01986,0.3,0.05
-0.917126,-2.69551,6.01938,0.3,0.05
-0.921313,-2.69641,6.01889,0.3,0.05
-0.925443,-2.69725,6.0184,0.3,0.05
-0.929577,-2.69843,6.01789,0.3,0.05
-0.937788,-2.6999,6.01691,0.3,0.05
-0.9418,-2.70009,6.01642,0.3,0.05
-0.946117,-2.70073,6.01591,0.3,0.05
-0.954553,-2.7025,6.01493,0.3,0.05
-0.963173,-2.70419,6.01394,0.3,0.05
-0.967211,-2.70549,6.01345,0.3,0.05
-0.971495,-2.70664,6.01296,0.3,0.05
-0.975328,-2.70712,6.01246,0.3,0.05
-0.979371,-2.70762,6.01197,0.3,0.05
-0.983451,-2.70869,6.01148,0.3,0.05
-0.987519,-2.70929,6.01099,0.3,0.05
-0.995866,-2.70997,6.01,0.3,0.05
-1.00444,-2.71103,6.009,0.3,0.05
-1.01272,-2.71143,6.00801,0.3,0.05
-1.02096,-2.71131,6.00702,0.3,0.05
-1.02938,-2.7114,6.00603,0.3,0.05
-1.03353,-2.71221,6.00553,0.3,0.05
-1.03766,-2.71274,6.00503,0.3,0.05
-1.04558,-2.71312,6.00405,0.3,0.05
-1.04886,-2.71322,6.00356,0.3,0.05
-1.05243,-2.71295,6.00306,0.3,0.05
-1.06036,-2.71356,6.00207,0.3,0.05
-1.06823,-2.71404,6.00108,0.3,0.05
-1.0717,-2.71449,6.00058,0.3,0.05
-1.07505,-2.71543,6.00009,0.3,0.05
-1.07817,-2.71648,5.9996,0.3,0.05
-1.08146,-2.71815,5.9991,0.3,0.05
-1.08499,-2.72014,5.99861,0.3,0.05
-1.08826,-2.7216,5.99812,0.3,0.05
-1.09613,-2.72338,5.99713,0.3,0.05
-1.1043,-2.72585,5.99614,0.3,0.05
-1.10797,-2.7275,5.99565,0.3,0.05
-1.11161,-2.72896,5.99515,0.3,0.05
-1.1152,-2.73012,5.99466,0.3,0.05
-1.11883,-2.73104,5.99416,0.3,0.05
-1.12271,-2.73273,5.99368,0.3,0.05
-1.12631,-2.73324,5.99319,0.3,0.05
-1.13438,-2.7333,5.9922,0.3,0.05
-1.14243,-2.7336,5.99121,0.3,0.05
-1.1466,-2.73411,5.99071,0.3,0.05
-1.15022,-2.73434,5.99023,0.3,0.05
-1.15431,-2.73402,5.98973,0.3,0.05
-1.15842,-2.73389,5.98924,0.3,0.05
-1.16279,-2.73375,5.98874,0.3,0.05
-1.16703,-2.73316,5.98827,0.3,0.05
-1.17557,-2.7317,5.98728,0.3,0.05
-1.1842,-2.73,5.98629,0.3,0.05
-1.18833,-2.72861,5.9858,0.3,0.05
-1.19269,-2.72772,5.9853,0.3,0.05
-1.19711,-2.72703,5.9848,0.3,0.05
-1.20142,-2.72622,5.98432,0.3,0.05
-1.20588,-2.72568,5.98383,0.3,0.05
-1.21058,-2.72524,5.98333,0.3,0.05
-1.21937,-2.72374,5.98234,0.3,0.05
-1.22396,-2.72302,5.98185,0.3,0.05
-1.2284,-2.72202,5.98135,0.3,0.05
-1.23763,-2.72115,5.98036,0.3,0.05
-1.24227,-2.71998,5.97986,0.3,0.05
-1.24682,-2.71898,5.97936,0.3,0.05
-1.25122,-2.7179,5.97888,0.3,0.05
-1.25593,-2.7163,5.97838,0.3,0.05
-1.26078,-2.71517,5.97789,0.3,0.05
-1.26556,-2.71348,5.9774,0.3,0.05
-1.27474,-2.712,5.9764,0.3,0.05
-1.28343,-2.71026,5.9754,0.3,0.05
-1.28746,-2.7085,5.97491,0.3,0.05
-1.29113,-2.70602,5.97441,0.3,0.05
-1.29933,-2.70384,5.97342,0.3,0.05
-1.3082,-2.70233,5.97242,0.3,0.05
-1.31246,-2.7015,5.97192,0.3,0.05
-1.3168,-2.70054,5.97142,0.3,0.05
-1.32111,-2.699,5.97093,0.3,0.05
-1.32522,-2.69729,5.97043,0.3,0.05
-1.33369,-2.69525,5.96943,0.3,0.05
-1.33751,-2.69347,5.96893,0.3,0.05
-1.34134,-2.69218,5.96843,0.3,0.05
-1.34993,-2.69044,5.96743,0.3,0.05
-1.35414,-2.68939,5.96694,0.3,0.05
-1.35822,-2.68833,5.96644,0.3,0.05
-1.36682,-2.68646,5.96544,0.3,0.05
-1.37563,-2.68463,5.96444,0.3,0.05
-1.37999,-2.68308,5.96394,0.3,0.05
-1.38446,-2.68217,5.96344,0.3,0.05
-1.39328,-2.68012,5.96243,0.3,0.05
-1.39769,-2.67932,5.96194,0.3,0.05
-1.40261,-2.67903,5.96144,0.3,0.05
-1.4079,-2.67904,5.96093,0.3,0.05
-1.4131,-2.67894,5.96043,0.3,0.05
-1.41821,-2.67884,5.95994,0.3,0.05
-1.42295,-2.67816,5.95944,0.3,0.05
-1.42775,-2.67772,5.95894,0.3,0.05
-1.43283,-2.67711,5.95843,0.3,0.05
-1.44195,-2.67602,5.95744,0.3,0.05
-1.45115,-2.67452,5.95644,0.3,0.05
-1.4601,-2.67272,5.95544,0.3,0.05
-1.46521,-2.67207,5.95494,0.3,0.05
-1.47,-2.67155,5.95444,0.3,0.05
-1.47918,-2.66954,5.95344,0.3,0.05
-1.48848,-2.66754,5.95244,0.3,0.05
-1.49765,-2.66536,5.95144,0.3,0.05
-1.50221,-2.66429,5.95094,0.3,0.05
-1.50628,-2.66247,5.95044,0.3,0.05
-1.51052,-2.66071,5.94994,0.3,0.05
-1.51462,-2.65909,5.94944,0.3,0.05
-1.51867,-2.65766,5.94893,0.3,0.05
-1.5224,-2.65593,5.94844,0.3,0.05
-1.52687,-2.6546,5.94794,0.3,0.05
-1.53104,-2.65304,5.94744,0.3,0.05
-1.53944,-2.65098,5.94644,0.3,0.05
-1.5437,-2.65023,5.94594,0.3,0.05
-1.54831,-2.64994,5.94544,0.3,0.05
-1.55296,-2.64959,5.94494,0.3,0.05
-1.55787,-2.64945,5.94444,0.3,0.05
-1.56681,-2.64775,5.94344,0.3,0.05
-1.57147,-2.647,5.94294,0.3,0.05
-1.57612,-2.64634,5.94245,0.3,0.05
-1.58104,-2.64639,5.94195,0.3,0.05
-1.5861,-2.64637,5.94144,0.3,0.05
-1.59121,-2.64622,5.94095,0.3,0.05
-1.59611,-2.64626,5.94045,0.3,0.05
-1.60568,-2.64535,5.93944,0.3,0.05
-1.61482,-2.64389,5.93846,0.3,0.05
-1.62422,-2.64197,5.93744,0.3,0.05
-1.62854,-2.64126,5.93696,0.3,0.05
-1.63375,-2.64112,5.93646,0.3,0.05
-1.64299,-2.63921,5.93547,0.3,0.05
-1.64753,-2.63813,5.93498,0.3,0.05
-1.65242,-2.6371,5.93448,0.3,0.05
-1.66179,-2.63454,5.93348,0.3,0.05
-1.66683,-2.63312,5.93299,0.3,0.05
-1.67171,-2.63165,5.93249,0.3,0.05
-1.68085,-2.62882,5.9315,0.3,0.05
-1.68579,-2.62778,5.931,0.3,0.05
-1.69016,-2.62588,5.93051,0.3,0.05
-1.69468,-2.62391,5.93001,0.3,0.05
-1.69936,-2.62236,5.92952,0.3,0.05
-1.70423,-2.62079,5.92902,0.3,0.05
-1.70939,-2.61927,5.92853,0.3,0.05
-1.71448,-2.61709,5.92802,0.3,0.05
-1.71937,-2.61497,5.92754,0.3,0.05
-1.72401,-2.61272,5.92704,0.3,0.05
-1.72822,-2.61074,5.92655,0.3,0.05
-1.73624,-2.60657,5.92554,0.3,0.05
-1.74428,-2.60258,5.92455,0.3,0.05
-1.74787,-2.60005,5.92406,0.3,0.05
-1.75146,-2.59718,5.92356,0.3,0.05
-1.75473,-2.5944,5.92306,0.3,0.05
-1.75876,-2.59215,5.92253,0.3,0.05
-1.76667,-2.58913,5.92157,0.3,0.05
-1.77469,-2.58593,5.92057,0.3,0.05
-1.77831,-2.58455,5.92007,0.3,0.05
-1.78152,-2.58301,5.91957,0.3,0.05
-1.78887,-2.57938,5.91858,0.3,0.05
-1.79286,-2.57836,5.91809,0.3,0.05
-1.79698,-2.57756,5.91759,0.3,0.05
-1.8056,-2.57523,5.91659,0.3,0.05
-1.81358,-2.57187,5.9156,0.3,0.05
-1.82158,-2.5681,5.9146,0.3,0.05
-1.82542,-2.56626,5.9141,0.3,0.05
-1.82954,-2.56478,5.91361,0.3,0.05
-1.8338,-2.56285,5.91311,0.3,0.05
-1.83821,-2.56124,5.91262,0.3,0.05
-1.8427,-2.55982,5.91212,0.3,0.05
-1.84645,-2.55747,5.91162,0.3,0.05
-1.85075,-2.55564,5.91113,0.3,0.05
-1.85491,-2.55319,5.91063,0.3,0.05
-1.86318,-2.54897,5.90964,0.3,0.05
-1.87088,-2.54379,5.90864,0.3,0.05
-1.87914,-2.53916,5.90764,0.3,0.05
-1.88326,-2.53648,5.90714,0.3,0.05
-1.88728,-2.5341,5.90665,0.3,0.05
-1.89072,-2.53065,5.90615,0.3,0.05
-1.89426,-2.52765,5.90565,0.3,0.05
-1.90209,-2.52289,5.90464,0.3,0.05
-1.90937,-2.51788,5.90366,0.3,0.05
-1.91248,-2.51504,5.90316,0.3,0.05
-1.91535,-2.51209,5.90266,0.3,0.05
-1.92248,-2.50723,5.90166,0.3,0.05
-1.92574,-2.50462,5.90116,0.3,0.05
-1.92919,-2.50205,5.90066,0.3,0.05
-1.93687,-2.49763,5.89966,0.3,0.05
-1.94065,-2.49534,5.89916,0.3,0.05
-1.94431,-2.49271,5.89866,0.3,0.05
-1.94812,-2.48994,5.89815,0.3,0.05
-1.9514,-2.4868,5.89766,0.3,0.05
-1.95909,-2.48183,5.89666,0.3,0.05
-1.96688,-2.47684,5.89566,0.3,0.05
-1.97416,-2.47139,5.89466,0.3,0.05
-1.97791,-2.46841,5.89416,0.3,0.05
-1.98136,-2.46514,5.89366,0.3,0.05
-1.98879,-2.46002,5.89266,0.3,0.05
-1.99286,-2.4577,5.89216,0.3,0.05
-1.99693,-2.45526,5.89166,0.3,0.05
-2.00494,-2.45043,5.89066,0.3,0.05
-2.00877,-2.44766,5.89016,0.3,0.05
-2.01324,-2.44522,5.88966,0.3,0.05
-2.02127,-2.44025,5.88865,0.3,0.05
-2.02877,-2.43477,5.88765,0.3,0.05
-2.03625,-2.42944,5.88665,0.3,0.05
-2.04022,-2.42677,5.88615,0.3,0.05
-2.04333,-2.42284,5.88565,0.3,0.05
-2.05012,-2.41663,5.88465,0.3,0.05
-2.05343,-2.41301,5.88413,0.3,0.05
-2.05657,-2.41005,5.88364,0.3,0.05
-2.06009,-2.40757,5.88314,0.3,0.05
-2.06369,-2.40497,5.88264,0.3,0.05
-2.07116,-2.40011,5.88163,0.3,0.05
-2.0788,-2.39554,5.88063,0.3,0.05
-2.08277,-2.39378,5.88013,0.3,0.05
-2.0864,-2.39247,5.87963,0.3,0.05
-2.09332,-2.38831,5.87862,0.3,0.05
-2.09679,-2.38679,5.87812,0.3,0.05
-2.10024,-2.38527,5.87762,0.3,0.05
-2.10397,-2.38405,5.87712,0.3,0.05
-2.10772,-2.38314,5.87662,0.3,0.05
-2.11526,-2.37965,5.87562,0.3,0.05
-2.11888,-2.37798,5.87512,0.3,0.05
-2.1222,-2.37602,5.87462,0.3,0.05
-2.12938,-2.37171,5.87362,0.3,0.05
-2.13336,-2.37049,5.87312,0.3,0.05
-2.13682,-2.3688,5.87262,0.3,0.05
-2.14359,-2.36394,5.87162,0.3,0.05
-2.14677,-2.36171,5.87113,0.3,0.05
-2.14981,-2.35921,5.87063,0.3,0.05
-2.15597,-2.35377,5.86963,0.3,0.05
-2.15852,-2.35095,5.86913,0.3,0.05
-2.16069,-2.34791,5.86863,0.3,0.05
-2.16323,-2.34495,5.86813,0.3,0.05
-2.16597,-2.34226,5.86763,0.3,0.05
-2.17278,-2.33757,5.86663,0.3,0.05
-2.17669,-2.33597,5.86614,0.3,0.05
-2.18023,-2.33395,5.86564,0.3,0.05
-2.18707,-2.32892,5.86463,0.3,0.05
-2.1937,-2.32341,5.86364,0.3,0.05
-2.20083,-2.31814,5.86264,0.3,0.05
-2.20435,-2.31591,5.86215,0.3,0.05
-2.20795,-2.3138,5.86165,0.3,0.05
-2.21548,-2.30905,5.86064,0.3,0.05
-2.21909,-2.30699,5.86015,0.3,0.05
-2.22335,-2.30518,5.85966,0.3,0.05
-2.23106,-2.30052,5.85866,0.3,0.05
