xji,yji,thetaji,vj,wj
-2.15166,-2.31294,5.87164,0.3,0.05
-2.15471,-2.31042,5.87115,0.3,0.05
-2.15776,-2.30788,5.87065,0.3,0.05
-2.16409,-2.30251,5.86965,0.3,0.05
-2.17051,-2.29698,5.86866,0.3,0.05
-2.17703,-2.29129,5.86766,0.3,0.05
-2.18012,-2.28861,5.86717,0.3,0.05
-2.18317,-2.28595,5.86667,0.3,0.05
-2.18955,-2.28027,5.86567,0.3,0.05
-2.19254,-2.27762,5.86518,0.3,0.05
-2.19573,-2.27476,5.86468,0.3,0.05
-2.20206,-2.269,5.86369,0.3,0.05
-2.2084,-2.26315,5.86269,0.3,0.05
-2.21487,-2.2571,5.86169,0.3,0.05
-2.21829,-2.25389,5.86119,0.3,0.05
-2.2216,-2.25076,5.8607,0.3,0.05
-2.22788,-2.24474,5.85971,0.3,0.05
-2.23418,-2.23862,5.85871,0.3,0.05
-2.24026,-2.23266,5.85771,0.3,0.05
-2.24634,-2.22661,5.85671,0.3,0.05
-2.24932,-2.22364,5.85622,0.3,0.05
-2.25245,-2.2205,5.85572,0.3,0.05
-2.25562,-2.2173,5.85523,0.3,0.05
-2.25892,-2.21394,5.85472,0.3,0.05
-2.262,-2.21078,5.85423,0.3,0.05
-2.26502,-2.20766,5.85374,0.3,0.05
-2.26821,-2.20435,5.85324,0.3,0.05
-2.27143,-2.20098,5.85275,0.3,0.05
-2.27755,-2.1945,5.85175,0.3,0.05
-2.28104,-2.19078,5.85125,0.3,0.05
-2.28438,-2.18719,5.85076,0.3,0.05
-2.29045,-2.18056,5.84975,0.3,0.05
-2.29348,-2.17723,5.84926,0.3,0.05
-2.29655,-2.17383,5.84877,0.3,0.05
-2.29953,-2.17049,5.84827,0.3,0.05
-2.30267,-2.16697,5.84777,0.3,0.05
-2.30865,-2.16017,5.84676,0.3,0.05
-2.31197,-2.15637,5.84627,0.3,0.05
-2.31527,-2.15257,5.84577,0.3,0.05
-2.3213,-2.14553,5.84477,0.3,0.05
-2.32453,-2.14172,5.84429,0.3,0.05
-2.32778,-2.13785,5.84379,0.3,0.05
-2.33342,-2.13102,5.84278,0.3,0.05
-2.33629,-2.1275,5.84229,0.3,0.05
-2.33942,-2.12364,5.84178,0.3,0.05
-2.34223,-2.12013,5.8413,0.3,0.05
-2.34519,-2.11643,5.8408,0.3,0.05
-2.34801,-2.11284,5.84029,0.3,0.05
-2.35077,-2.10932,5.8398,0.3,0.05
-2.3559,-2.10271,5.8388,0.3,0.05
-2.35859,-2.09918,5.83831,0.3,0.05
-2.36117,-2.09576,5.83781,0.3,0.05
-2.36626,-2.08905,5.83681,0.3,0.05
-2.36875,-2.08567,5.83631,0.3,0.05
-2.37118,-2.08233,5.83581,0.3,0.05
-2.37602,-2.07575,5.83482,0.3,0.05
-2.38086,-2.0691,5.83382,0.3,0.05
-2.38562,-2.06246,5.83282,0.3,0.05
-2.38806,-2.05898,5.83232,0.3,0.05
-2.39048,-2.05551,5.83182,0.3,0.05
-2.39522,-2.04874,5.83081,0.3,0.05
-2.39977,-2.04214,5.82982,0.3,0.05
-2.40225,-2.03848,5.82932,0.3,0.05
-2.40471,-2.03486,5.82883,0.3,0.05
-2.40699,-2.03142,5.82833,0.3,0.05
-2.40908,-2.02818,5.82783,0.3,0.05
-2.4113,-2.02476,5.82733,0.3,0.05
-2.41342,-2.02146,5.82683,0.3,0.05
-2.41762,-2.01497,5.82583,0.3,0.05
-2.42178,-2.00847,5.82483,0.3,0.05
-2.42379,-2.00523,5.82434,0.3,0.05
-2.42587,-2.00187,5.82384,0.3,0.05
-2.42784,-1.99863,5.82334,0.3,0.05
-2.42977,-1.99543,5.82284,0.3,0.05
-2.4336,-1.98916,5.82184,0.3,0.05
-2.43725,-1.98305,5.82084,0.3,0.05
-2.439,-1.98002,5.82034,0.3,0.05
-2.44086,-1.97684,5.81984,0.3,0.05
-2.44476,-1.97033,5.81885,0.3,0.05
-2.44852,-1.96392,5.81785,0.3,0.05
-2.45226,-1.95748,5.81685,0.3,0.05
-2.45376,-1.95466,5.81635,0.3,0.05
-2.45524,-1.95186,5.81585,0.3,0.05
-2.45683,-1.94891,5.81535,0.3,0.05
-2.45861,-1.9457,5.81484,0.3,0.05
-2.4603,-1.94261,5.81435,0.3,0.05
-2.46197,-1.93953,5.81386,0.3,0.05
-2.46369,-1.93635,5.81335,0.3,0.05
-2.46534,-1.93329,5.81286,0.3,0.05
-2.4687,-1.92709,5.81186,0.3,0.05
-2.4702,-1.92418,5.81136,0.3,0.05
-2.47172,-1.92123,5.81086,0.3,0.05
-2.47499,-1.91505,5.80986,0.3,0.05
-2.47817,-1.90898,5.80887,0.3,0.05
-2.48114,-1.90313,5.80787,0.3,0.05
-2.48417,-1.89715,5.80686,0.3,0.05
-2.48534,-1.89461,5.80637,0.3,0.05
-2.48657,-1.89197,5.80588,0.3,0.05
-2.48772,-1.88943,5.80538,0.3,0.05
-2.48896,-1.88677,5.80488,0.3,0.05
-2.49197,-1.88075,5.80388,0.3,0.05
-2.49502,-1.87464,5.80288,0.3,0.05
-2.49643,-1.87172,5.80239,0.3,0.05
-2.49791,-1.86869,5.80189,0.3,0.05
-2.50101,-1.86242,5.80089,0.3,0.05
-2.50237,-1.85953,5.80039,0.3,0.05
-2.5036,-1.85679,5.7999,0.3,0.05
-2.50661,-1.85055,5.7989,0.3,0.05
-2.5096,-1.84428,5.79789,0.3,0.05
-2.51093,-1.84137,5.7974,0.3,0.05
-2.51216,-1.8386,5.79691,0.3,0.05
-2.51495,-1.83254,5.79591,0.3,0.05
-2.51628,-1.82958,5.79541,0.3,0.05
-2.51763,-1.8266,5.79492,0.3,0.05
-2.51917,-1.82334,5.79442,0.3,0.05
-2.52048,-1.82037,5.79391,0.3,0.05
-2.52328,-1.81417,5.79293,0.3,0.05
-2.52615,-1.80779,5.79193,0.3,0.05
-2.52884,-1.80162,5.79093,0.3,0.05
-2.53141,-1.79557,5.78994,0.3,0.05
-2.53392,-1.78957,5.78894,0.3,0.05
-2.53502,-1.7868,5.78844,0.3,0.05
-2.53611,-1.78402,5.78795,0.3,0.05
-2.53845,-1.7782,5.78695,0.3,0.05
-2.54094,-1.7721,5.78595,0.3,0.05
-2.54332,-1.76614,5.78496,0.3,0.05
-2.54539,-1.76057,5.78396,0.3,0.05
-2.54642,-1.75783,5.78346,0.3,0.05
-2.54757,-1.75492,5.78297,0.3,0.05
-2.55003,-1.74872,5.78197,0.3,0.05
-2.55263,-1.74226,5.78098,0.3,0.05
-2.55503,-1.73603,5.77998,0.3,0.05
-2.5562,-1.73299,5.77948,0.3,0.05
-2.55735,-1.72998,5.77899,0.3,0.05
-2.55966,-1.72379,5.77799,0.3,0.05
-2.56093,-1.72055,5.7775,0.3,0.05
-2.56229,-1.71707,5.77697,0.3,0.05
-2.56454,-1.71095,5.776,0.3,0.05
-2.56566,-1.70787,5.77551,0.3,0.05
-2.56676,-1.7048,5.77501,0.3,0.05
-2.5689,-1.69865,5.77402,0.3,0.05
-2.57,-1.69555,5.77352,0.3,0.05
-2.571,-1.6926,5.77302,0.3,0.05
-2.57304,-1.68649,5.77203,0.3,0.05
-2.57403,-1.68352,5.77153,0.3,0.05
-2.57493,-1.68067,5.77104,0.3,0.05
-2.57664,-1.67499,5.77004,0.3,0.05
-2.57835,-1.66929,5.76904,0.3,0.05
-2.58019,-1.66335,5.76805,0.3,0.05
-2.58105,-1.6605,5.76755,0.3,0.05
-2.58209,-1.65737,5.76706,0.3,0.05
-2.5832,-1.65412,5.76656,0.3,0.05
-2.58431,-1.65084,5.76607,0.3,0.05
-2.58625,-1.64459,5.76507,0.3,0.05
-2.58723,-1.64143,5.76457,0.3,0.05
-2.58815,-1.63844,5.76408,0.3,0.05
-2.58902,-1.63547,5.76358,0.3,0.05
-2.59,-1.63231,5.76309,0.3,0.05
-2.59099,-1.62913,5.76259,0.3,0.05
-2.59184,-1.62615,5.7621,0.3,0.05
-2.59344,-1.62022,5.7611,0.3,0.05
-2.59428,-1.61723,5.76061,0.3,0.05
-2.59502,-1.61437,5.76011,0.3,0.05
-2.59655,-1.60848,5.75912,0.3,0.05
-2.59724,-1.60567,5.75862,0.3,0.05
-2.5981,-1.60259,5.75812,0.3,0.05
-2.5989,-1.59961,5.75763,0.3,0.05
-2.5996,-1.59675,5.75713,0.3,0.05
-2.60036,-1.59381,5.75664,0.3,0.05
-2.60107,-1.59089,5.75613,0.3,0.05
-2.60244,-1.5851,5.75515,0.3,0.05
-2.60324,-1.58205,5.75465,0.3,0.05
-2.60412,-1.5788,5.75415,0.3,0.05
-2.60565,-1.57264,5.75316,0.3,0.05
-2.60656,-1.56933,5.75267,0.3,0.05
-2.60753,-1.5659,5.75217,0.3,0.05
-2.60899,-1.55964,5.75116,0.3,0.05
-2.61034,-1.55361,5.75018,0.3,0.05
-2.61164,-1.54755,5.74918,0.3,0.05
-2.61243,-1.5443,5.74869,0.3,0.05
-2.61316,-1.54114,5.74819,0.3,0.05
-2.61468,-1.53457,5.7472,0.3,0.05
-2.61611,-1.5281,5.7462,0.3,0.05
-2.61743,-1.52172,5.7452,0.3,0.05
-2.61837,-1.51804,5.74471,0.3,0.05
-2.61933,-1.51431,5.74421,0.3,0.05
-2.62076,-1.50758,5.74321,0.3,0.05
-2.62166,-1.50386,5.74272,0.3,0.05
-2.62254,-1.50014,5.74222,0.3,0.05
-2.62339,-1.49639,5.74171,0.3,0.05
-2.62415,-1.49287,5.74122,0.3,0.05
-2.62515,-1.48661,5.74023,0.3,0.05
-2.62576,-1.48325,5.73973,0.3,0.05
-2.62628,-1.48003,5.73923,0.3,0.05
-2.6271,-1.47397,5.73824,0.3,0.05
-2.62756,-1.47079,5.73774,0.3,0.05
-2.62799,-1.46765,5.73724,0.3,0.05
-2.62841,-1.46448,5.73673,0.3,0.05
-2.6287,-1.46161,5.73624,0.3,0.05
-2.62912,-1.45612,5.73525,0.3,0.05
-2.62944,-1.45076,5.73425,0.3,0.05
-2.62964,-1.44798,5.73375,0.3,0.05
-2.62982,-1.44521,5.73325,0.3,0.05
-2.62987,-1.44268,5.73276,0.3,0.05
-2.62998,-1.44002,5.73226,0.3,0.05
-2.63034,-1.43452,5.73126,0.3,0.05
-2.63053,-1.43169,5.73076,0.3,0.05
-2.63076,-1.42879,5.73026,0.3,0.05
-2.63116,-1.42303,5.72925,0.3,0.05
-2.6315,-1.41753,5.72827,0.3,0.05
-2.63177,-1.41203,5.72727,0.3,0.05
-2.63195,-1.40913,5.72677,0.3,0.05
-2.63221,-1.40607,5.72627,0.3,0.05
-2.63253,-1.40038,5.72528,0.3,0.05
-2.63288,-1.39458,5.72428,0.3,0.05
-2.63314,-1.3889,5.72328,0.3,0.05
-2.63342,-1.38568,5.72278,0.3,0.05
-2.63358,-1.38266,5.72228,0.3,0.05
-2.63372,-1.3771,5.72128,0.3,0.05
-2.63386,-1.37408,5.72078,0.3,0.05
-2.63403,-1.37101,5.72029,0.3,0.05
-2.63412,-1.36543,5.71929,0.3,0.05
-2.63418,-1.35986,5.71829,0.3,0.05
-2.63427,-1.35685,5.71779,0.3,0.05
-2.63434,-1.35387,5.71729,0.3,0.05
-2.63425,-1.34844,5.71628,0.3,0.05
-2.63406,-1.34329,5.71529,0.3,0.05
-2.63386,-1.33806,5.71429,0.3,0.05
-2.63382,-1.33515,5.71378,0.3,0.05
-2.63373,-1.33244,5.71329,0.3,0.05
-2.63352,-1.32714,5.71229,0.3,0.05
-2.6332,-1.32204,5.71129,0.3,0.05
-2.63277,-1.31714,5.71029,0.3,0.05
-2.63254,-1.31457,5.70979,0.3,0.05
-2.63238,-1.31186,5.70929,0.3,0.05
-2.63215,-1.30929,5.70879,0.3,0.05
-2.63181,-1.30692,5.70829,0.3,0.05
-2.63145,-1.3046,5.70779,0.3,0.05
-2.63113,-1.30213,5.70728,0.3,0.05
-2.63046,-1.29768,5.70629,0.3,0.05
-2.63011,-1.29532,5.70578,0.3,0.05
-2.62967,-1.29315,5.70528,0.3,0.05
-2.62926,-1.29092,5.70478,0.3,0.05
-2.62884,-1.28869,5.70428,0.3,0.05
-2.6282,-1.28412,5.70328,0.3,0.05
-2.62773,-1.282,5.70278,0.3,0.05
-2.62724,-1.27992,5.70228,0.3,0.05
-2.62643,-1.27569,5.70128,0.3,0.05
-2.62583,-1.27384,5.70078,0.3,0.05
-2.62503,-1.27242,5.70028,0.3,0.05
-2.62396,-1.26879,5.69928,0.3,0.05
-2.62331,-1.26709,5.69878,0.3,0.05
-2.62273,-1.26526,5.69828,0.3,0.05
-2.62177,-1.26145,5.69728,0.3,0.05
-2.6213,-1.25942,5.69678,0.3,0.05
-2.62081,-1.25743,5.69628,0.3,0.05
-2.62026,-1.25557,5.69578,0.3,0.05
-2.61972,-1.2537,5.69528,0.3,0.05
-2.61925,-1.25167,5.69478,0.3,0.05
-2.61877,-1.24967,5.69428,0.3,0.05
-2.61829,-1.24762,5.69377,0.3,0.05
-2.6178,-1.24571,5.69327,0.3,0.05
-2.61696,-1.24169,5.69227,0.3,0.05
-2.61599,-1.23796,5.69127,0.3,0.05
-2.61501,-1.2342,5.69026,0.3,0.05
-2.6141,-1.23041,5.68927,0.3,0.05
-2.61348,-1.22875,5.68877,0.3,0.05
-2.61278,-1.22726,5.68827,0.3,0.05
-2.61168,-1.22388,5.68727,0.3,0.05
-2.61108,-1.2222,5.68677,0.3,0.05
-2.61046,-1.2206,5.68627,0.3,0.05
-2.60998,-1.21868,5.68577,0.3,0.05
-2.60948,-1.21682,5.68527,0.3,0.05
-2.60858,-1.21307,5.68427,0.3,0.05
-2.60798,-1.21142,5.68377,0.3,0.05
-2.60736,-1.20983,5.68327,0.3,0.05
-2.60631,-1.20644,5.68227,0.3,0.05
-2.60528,-1.20303,5.68127,0.3,0.05
-2.60425,-1.19964,5.68027,0.3,0.05
-2.60377,-1.19779,5.67977,0.3,0.05
-2.60335,-1.1958,5.67927,0.3,0.05
-2.60279,-1.19405,5.67876,0.3,0.05
-2.60218,-1.19249,5.67826,0.3,0.05
-2.60115,-1.18914,5.67725,0.3,0.05
-2.60066,-1.18738,5.67676,0.3,0.05
-2.60016,-1.18558,5.67626,0.3,0.05
-2.59978,-1.18353,5.67576,0.3,0.05
-2.59936,-1.18156,5.67526,0.3,0.05
-2.59847,-1.17792,5.67426,0.3,0.05
-2.59753,-1.17439,5.67326,0.3,0.05
-2.59654,-1.17097,5.67226,0.3,0.05
-2.59611,-1.169,5.67176,0.3,0.05
-2.59571,-1.16695,5.67126,0.3,0.05
-2.59478,-1.16341,5.67026,0.3,0.05
-2.59433,-1.16146,5.66975,0.3,0.05
-2.59387,-1.15955,5.66925,0.3,0.05
-2.59285,-1.15615,5.66824,0.3,0.05
-2.59239,-1.15422,5.66774,0.3,0.05
-2.59185,-1.15247,5.66724,0.3,0.05
-2.59137,-1.15063,5.66674,0.3,0.05
-2.59076,-1.14904,5.66624,0.3,0.05
-2.59012,-1.14752,5.66574,0.3,0.05
-2.58961,-1.14573,5.66524,0.3,0.05
-2.5884,-1.14284,5.66424,0.3,0.05
-2.58769,-1.14149,5.66373,0.3,0.05
-2.58693,-1.14029,5.66323,0.3,0.05
-2.58627,-1.13886,5.66273,0.3,0.05
-2.5856,-1.13745,5.66223,0.3,0.05
-2.58484,-1.13627,5.66173,0.3,0.05
-2.58411,-1.13504,5.66122,0.3,0.05
-2.58339,-1.13379,5.66072,0.3,0.05
-2.58261,-1.13269,5.66022,0.3,0.05
-2.58165,-1.13201,5.65972,0.3,0.05
-2.58072,-1.1313,5.65922,0.3,0.05
-2.57982,-1.13055,5.65871,0.3,0.05
-2.57883,-1.13002,5.65821,0.3,0.05
-2.57719,-1.12848,5.6572,0.3,0.05
-2.57614,-1.12825,5.65671,0.3,0.05
-2.57516,-1.12783,5.65621,0.3,0.05
-2.57348,-1.12664,5.65521,0.3,0.05
-2.57182,-1.12548,5.65419,0.3,0.05
-2.57028,-1.12425,5.6532,0.3,0.05
-2.56929,-1.12406,5.6527,0.3,0.05
-2.56835,-1.12384,5.6522,0.3,0.05
-2.56697,-1.12235,5.65119,0.3,0.05
-2.56619,-1.12182,5.65069,0.3,0.05
-2.56548,-1.1212,5.6502,0.3,0.05
-2.56465,-1.12085,5.6497,0.3,0.05
-2.56387,-1.12041,5.6492,0.3,0.05
-2.56256,-1.11906,5.6482,0.3,0.05
-2.56187,-1.11844,5.64769,0.3,0.05
-2.56124,-1.11781,5.6472,0.3,0.05
-2.56005,-1.11632,5.64619,0.3,0.05
-2.55935,-1.11589,5.6457,0.3,0.05
-2.55864,-1.11547,5.6452,0.3,0.05
-2.55755,-1.11397,5.6442,0.3,0.05
-2.55697,-1.11331,5.6437,0.3,0.05
-2.55641,-1.11264,5.6432,0.3,0.05
-2.55591,-1.11185,5.6427,0.3,0.05
-2.5554,-1.1111,5.6422,0.3,0.05
-2.55498,-1.11014,5.6417,0.3,0.05
-2.55469,-1.1089,5.6412,0.3,0.05
-2.55441,-1.10763,5.6407,0.3,0.05
-2.554,-1.10669,5.6402,0.3,0.05
-2.55354,-1.10585,5.6397,0.3,0.05
-2.55294,-1.10536,5.6392,0.3,0.05
-2.55195,-1.10397,5.6382,0.3,0.05
-2.55143,-1.10336,5.6377,0.3,0.05
-2.55087,-1.10285,5.6372,0.3,0.05
-2.55033,-1.10232,5.6367,0.3,0.05
-2.54983,-1.1017,5.63619,0.3,0.05
-2.54883,-1.10057,5.6352,0.3,0.05
-2.54817,-1.10042,5.6347,0.3,0.05
-2.54765,-1.09995,5.6342,0.3,0.05
-2.54674,-1.09873,5.63319,0.3,0.05
-2.54625,-1.09831,5.6327,0.3,0.05
-2.54582,-1.09771,5.6322,0.3,0.05
-2.54504,-1.09636,5.6312,0.3,0.05
-2.54433,-1.0949,5.6302,0.3,0.05
-2.54397,-1.09421,5.6297,0.3,0.05
-2.54363,-1.09351,5.6292,0.3,0.05
-2.54326,-1.09286,5.6287,0.3,0.05
-2.54284,-1.09237,5.6282,0.3,0.05
-2.5424,-1.09193,5.6277,0.3,0.05
-2.5421,-1.09118,5.6272,0.3,0.05
-2.5417,-1.09066,5.62669,0.3,0.05
