ceres_null_x,ceres_null_y,ceres_null_theta
-2.52745,-1.89514,5.91466
-2.52851,-1.88446,5.91279
-2.52953,-1.87364,5.91093
-2.52972,-1.86849,5.9096
-2.52992,-1.86328,5.90827
-2.53083,-1.85278,5.90647
-2.53101,-1.84756,5.90518
-2.53118,-1.84258,5.90392
-2.532,-1.8322,5.90217
-2.53275,-1.8221,5.90045
-2.53289,-1.81718,5.89925
-2.53303,-1.81229,5.89807
-2.53317,-1.80743,5.89691
-2.53332,-1.80262,5.89578
-2.53346,-1.79785,5.89466
-2.53364,-1.79306,5.89366
-2.53427,-1.78343,5.8922
-2.53487,-1.77367,5.89075
-2.53501,-1.7691,5.88984
-2.53515,-1.76467,5.88896
-2.53529,-1.76017,5.8881
-2.53543,-1.75569,5.88727
-2.53557,-1.75125,5.88646
-2.53571,-1.74684,5.88568
-2.53591,-1.73714,5.88372
-2.53582,-1.73232,5.88226
-2.53571,-1.72775,5.88084
-2.53585,-1.71817,5.87893
-2.53573,-1.71369,5.87755
-2.53561,-1.70915,5.87618
-2.53543,-1.70454,5.87463
-2.53526,-1.69997,5.87309
-2.53469,-1.69478,5.87033
-2.53412,-1.68965,5.86756
-2.53356,-1.68459,5.8648
-2.53301,-1.6796,5.86204
-2.53246,-1.67467,5.85928
-2.53192,-1.66982,5.85652
-2.53137,-1.66503,5.85377
-2.53106,-1.66063,5.85197
-2.53075,-1.65619,5.85018
-2.53056,-1.64771,5.84791
-2.53024,-1.64346,5.84614
-2.52992,-1.63926,5.84438
-2.52927,-1.63455,5.84159
-2.52887,-1.63024,5.83979
-2.52857,-1.62192,5.8375
-2.52816,-1.61772,5.83571
-2.52774,-1.61357,5.83393
-2.52734,-1.60946,5.83216
-2.52698,-1.60149,5.82989
-2.52658,-1.59741,5.82812
-2.52617,-1.59353,5.82638
-2.52578,-1.58582,5.82412
-2.52536,-1.58197,5.82238
-2.52495,-1.57816,5.82065
-2.52455,-1.5744,5.81892
-2.52415,-1.57069,5.81721
-2.52376,-1.56702,5.8155
-2.52338,-1.56339,5.8138
-2.523,-1.55982,5.81211
-2.52264,-1.55629,5.81043
-2.52224,-1.5493,5.80826
-2.52187,-1.54586,5.8066
-2.5215,-1.5424,5.80494
-2.52114,-1.53912,5.80331
-2.52078,-1.53582,5.80168
-2.52039,-1.52922,5.79956
-2.52004,-1.52601,5.79795
-2.5197,-1.52284,5.79635
-2.51936,-1.5197,5.79476
-2.51903,-1.5166,5.79318
-2.51865,-1.51037,5.79112
-2.51832,-1.50432,5.78937
-2.51808,-1.50147,5.78814
-2.51784,-1.49864,5.78692
-2.51752,-1.49278,5.78522
-2.51729,-1.49003,5.78403
-2.51695,-1.48429,5.78236
-2.51672,-1.4816,5.78121
-2.5165,-1.47895,5.78007
-2.51628,-1.47633,5.77895
-2.51594,-1.47082,5.77735
-2.51572,-1.46826,5.77626
-2.5155,-1.46573,5.77519
-2.51516,-1.46039,5.77364
-2.5148,-1.45511,5.77211
-2.51477,-1.4529,5.77172
-2.51473,-1.45065,5.77135
-2.51453,-1.44575,5.77053
-2.5145,-1.44359,5.77023
-2.51447,-1.44144,5.76994
-2.51445,-1.4393,5.76968
-2.51442,-1.43716,5.76944
-2.51439,-1.43504,5.76923
-2.51435,-1.43293,5.76903
-2.51431,-1.43082,5.76887
-2.51427,-1.42872,5.76872
-2.51423,-1.42658,5.76859
-2.51408,-1.42201,5.76859
-2.51377,-1.41951,5.76794
-2.51347,-1.41702,5.76731
-2.51316,-1.41455,5.7667
-2.51253,-1.40936,5.7656
-2.5119,-1.40433,5.76453
-2.51158,-1.40193,5.76397
-2.51126,-1.39955,5.76343
-2.51094,-1.39719,5.7629
-2.51063,-1.39484,5.76238
-2.51031,-1.3925,5.76188
-2.51,-1.39019,5.7614
-2.5097,-1.38784,5.76092
-2.5094,-1.38561,5.76048
-2.50911,-1.38335,5.76005
-2.50881,-1.3811,5.75963
-2.5081,-1.37631,5.75874
-2.50779,-1.3741,5.75836
-2.50749,-1.3719,5.758
-2.50718,-1.36971,5.75766
-2.50687,-1.36754,5.75733
-2.50657,-1.36539,5.75702
-2.50602,-1.36102,5.75707
-2.50591,-1.35914,5.75764
-2.5058,-1.35726,5.75824
-2.50516,-1.35287,5.75838
-2.50504,-1.35099,5.75904
-2.50447,-1.34847,5.75852
-2.5039,-1.34596,5.75801
-2.50333,-1.34347,5.75751
